gene_id	paralog_count
KRH67367	6
KRH28001	143
KRH67368	289
KRH03026	63
KRG91421	20
KRH67369	299
KRH50332	4
KRG91422	3
KRH50333	31
KRH03028	4
KRH28004	11
KRH03029	55
KRG91424	5
KRH50336	239
KRH28007	76
KRG91427	146
KRH50338	3
KRG91428	1
KRH28009	100
KRH70060	3
KRH70061	1
KRH18711	12
KRH70062	6
KRH18712	6
KRH70063	367
KRH70064	3
KRH18714	376
KRH70065	5
KRH18715	1
KRH70066	5
KRH18716	9
KRH70067	1
KRH13462	10
KRH18718	44
KRH70069	4
KRH13465	13
KRH38442	51
KRH60771	40
KRH13466	35
KRH38443	40
KRH60772	74
KRH13467	50
KRH13468	30
KRH38445	22
KRH13469	119
KRH33192	22
KRH38447	7
KRH33193	204
KRH33194	100
KRH21411	61
KRH60778	217
KRH33195	1
KRG99261	31
KRH60779	29
KRH33196	1
KRH33197	60
KRG99263	2
KRH33198	1
KRH21415	7
KRH05832	132
KRH33199	14
KRH05833	9
KRG99266	1
KRH21417	15
KRH05834	189
KRH00580	20
KRH05835	28
KRH00581	104
KRH41141	23
KRG99269	33
KRH00582	16
KRH05837	22
KRH00583	8
KRH00584	147
KRH00585	2
KRH48882	36
KRH41145	4
KRH00586	7
KRH48884	19
KRH41147	30
KRG89975	1
KRH00588	3
KRG89976	95
KRH00589	5
KRH41149	23
KRG89977	123
KRH09520	2
KRH48887	91
KRG89978	3
KRH09521	200
KRH48888	13
KRG89979	1
KRH48889	60
KRG97920	551
KRH56830	355
KRH04270	1256
KRG97921	1
KRH56831	32
KRH04271	1886
KRG97922	41
KRH56832	4
KRH04272	6
KRH09527	5
KRG97923	110
KRH04273	3
KRG97924	127
KRH29250	7
KRG97925	1916
KRH29251	2729
KRH04275	20
KRG97926	167
KRG97927	12
KRH29253	12
KRH51582	128
KRH56837	1
KRH04277	37
KRG97928	50
KRH29254	12
KRH51583	2
KRH04278	7
KRG92673	64
KRH76560	13
KRH29255	16
KRH51584	125
KRH04279	5
KRH76561	33
KRH29256	3
KRH51585	17
KRH76562	5
KRH29257	10
KRG92676	5
KRH29258	1053
KRH12220	59
KRH51587	103
KRH76564	39
KRH29259	2
KRH76565	54
KRH12222	63
KRH51589	12
KRG92679	154
KRH76566	17
KRH12223	2
KRH37200	78
KRH76567	55
KRH37201	12
KRH76568	53
KRH37202	1
KRH76569	51
KRH37203	6
KRH12228	58
KRH37207	3
KRH39690	7
KRH39691	328
KRH37209	3
KRH39692	3
KRH39693	1
KRH27910	6
KRH39694	2
KRH39696	1
KRH39697	13
KRH27914	8
KRH39699	1413
KRH27916	1754
KRH27918	77
KRH47640	11
KRG88730	1
KRH47641	146
KRG88732	201
KRH47643	1
KRG88733	31
KRG88734	12
KRH47645	2
KRG88735	12
KRH42391	30
KRG88736	26
KRH47647	1
KRH47648	52
KRH42394	3
KRH30611	1
KRG88739	27
KRH67370	365
KRH42395	53
KRH30612	14
KRH67371	325
KRH42396	4
KRH03030	16
KRH42397	86
KRH67373	37
KRH03031	1
KRH42398	13
KRH30615	26
KRH67374	17
KRH03032	8
KRH30616	237
KRH03033	15
KRH30617	28
KRH67376	14
KRH03034	14
KRH28010	19
KRH50340	242
KRH03035	16
KRH30619	70
KRG91430	26
KRH67378	343
KRH50341	19
KRH03036	1
KRH67379	7
KRH50342	1848
KRG91432	909
KRH28013	9
KRH03038	80
KRG91433	24
KRH28014	11
KRH50344	1403
KRG91434	16
KRH50345	341
KRG91435	13
KRH28016	10
KRH50346	20
KRG91436	2
KRH50347	162
KRG91437	306
KRH28018	9
KRH50348	622
KRG91438	339
KRH28019	1
KRH50349	7
KRG91439	4
KRH18721	3
KRH18722	7
KRH18723	8
KRH18724	7
KRH70075	3
KRH13470	37
KRH18725	6
KRH13471	7
KRH18726	1792
KRH70077	1
KRH13472	25
KRH18727	1
KRH70078	1
KRH13473	16
KRH18728	80
KRH70079	144
KRH13474	10
KRH18729	37
KRH38451	18
KRH60780	7
KRH13475	6
KRH60781	46
KRH13476	40
KRH13477	1
KRH13478	55
KRH13479	17
KRH38456	6
KRH60785	7
KRH60786	164
KRH21420	1
KRH60788	69
KRG99270	314
KRH21422	16
KRH60789	19
KRH46400	16
KRH05841	23
KRG99274	1915
KRH05842	7
KRH46402	7
KRH21426	1915
KRH46403	2
KRH05844	10
KRH00590	1
KRH46405	71
KRH05846	22
KRH41151	34
KRH46406	17
KRH00592	75
KRH41152	11
KRH46407	20
KRG89980	27
KRH48890	1
KRH41153	3041
KRH46408	51
KRH00594	151
KRH05849	53
KRH46409	70
KRG89982	13
KRH00595	3
KRH48892	247
KRH41155	1
KRH48893	1
KRH41156	17
KRG89984	3
KRH00597	4
KRH48894	152
KRH41157	3
KRG89985	76
KRH48895	226
KRH41158	78
KRG89986	15
KRH00599	3
KRH48896	3
KRH41159	7
KRG89987	77
KRH48897	2
KRH48898	111
KRG89989	354
KRH48899	4
KRG97930	6
KRH04281	5
KRG97932	8
KRH04282	9
KRG97933	116
KRH04283	116
KRG97934	9
KRH29260	116
KRH56844	11
KRH04284	68
KRG97935	20
KRH29261	409
KRH51590	32
KRH04285	32
KRH29262	19
KRH51591	14
KRG92681	1
KRH56847	9
KRG97938	75
KRG92683	79
KRG97939	9
KRH76570	46
KRH51594	13
KRH56849	70
KRH04289	63
KRG92684	294
KRH76571	41
KRH29266	59
KRG92685	7
KRH76572	3
KRH29267	47
KRG92686	7
KRH51597	21
KRG92687	14
KRH76574	1
KRH29269	42
KRH51598	18
KRH12232	54
KRH51599	38
KRG92689	1
KRH12233	53
KRH37210	3
KRH76577	7
KRH12234	419
KRH37211	17
KRH12235	3
KRH37212	82
KRH76579	1899
KRH12236	2
KRH37213	4
KRH37214	58
KRH12238	1835
KRH12239	1465
KRH37216	30
KRH37217	113
KRH37218	171
KRH27921	18
KRH27922	12
KRH27924	12
KRH27926	3
KRH27927	60
KRH27928	1
KRH27929	63
KRG88740	6
KRH47651	5
KRG88741	7
KRH47652	40
KRH47653	21
KRG88743	125
KRH47656	13
KRH67380	1
KRH30622	6
KRH67381	5
KRH30623	1
KRH03040	10
KRH55601	1923
KRH03041	64
KRH30626	18
KRH55603	50
KRH30627	18
KRH67386	6
KRH03044	43
KRH30628	999
KRH67387	11
KRH55605	17
KRH03045	28
KRH30629	10
KRG91440	43
KRH28021	7
KRH67388	2
KRH50351	13
KRH55606	93
KRH28022	10
KRH67389	3
KRH55607	526
KRH03047	1
KRH28023	1
KRH50353	5
KRG91443	100
KRH55609	4
KRG91444	2
KRH28025	143
KRH50355	134
KRH28026	4643
KRH50356	50
KRH28027	70
KRH50357	9
KRG91447	23
KRH28028	344
KRG91448	1391
KRH28029	8
KRH50359	1
KRG91449	1
KRH70082	69
KRH70083	5
KRH18733	171
KRH70084	5
KRH18734	4
KRH70085	20
KRH13480	30
KRH13481	40
KRH18736	56
KRH13482	84
KRH70088	307
KRH13483	17
KRH38460	6
KRH70089	30
KRH13484	1923
KRH18739	59
KRH38461	24
KRH60791	4
KRH38463	9
KRH60792	7
KRH13487	3
KRH38464	6
KRH60794	62
KRH38465	4
KRH13489	81
KRH38466	15
KRH60795	5
KRH38467	3
KRH38468	228
KRH21430	23
KRH60797	6
KRH60798	4
KRH38469	10
KRH21431	33
KRH60799	10
KRH21433	1822
KRH46410	54
KRH21434	17
KRH05851	32
KRH05852	20
KRH46412	4
KRG99285	109
KRH05853	14
KRH46413	13
KRH05854	1
KRH21438	11
KRH05855	30
KRH41160	16
KRH46415	121
KRG99288	4
KRH05856	18
KRH41161	16
KRH46416	3
KRG99289	1
KRH05857	68
KRH46417	312
KRG89990	94
KRG89991	167
KRH46419	9
KRG89992	1
KRH41165	63
KRH41166	1035
KRG89994	62
KRG89996	8
KRH41169	37
KRG89997	63
KRG89999	107
KRG90200	8
KRG90201	30
KRG97940	131
KRG90202	5
KRH56850	2
KRG97941	348
KRG90204	116
KRH56853	1
KRH04293	21
KRG97944	132
KRH04294	21
KRG97945	20
KRG90207	1
KRH04295	4
KRG92690	22
KRG97946	1
KRH29272	51
KRH04296	98
KRG92691	8
KRH29273	2
KRG90209	4
KRH56857	5
KRG92692	1871
KRG97948	13
KRH29274	17
KRH04298	66
KRG92693	21
KRH56859	14
KRG92695	17
KRH76582	3
KRH29277	130
KRH29278	9
KRH64800	238
KRH12240	172
KRG92697	8
KRH29279	66
KRH12241	1843
KRG92698	12
KRH12242	1835
KRH64803	19
KRH76586	19
KRH12243	1815
KRH76587	56
KRH12244	1646
KRH76588	58
KRH64805	3
KRH12245	1873
KRH76589	41
KRH64807	2
KRH37223	39
KRH12247	1888
KRH12248	28
KRH12249	1316
KRH37226	326
KRH37227	345
KRH37228	336
KRH27930	16
KRH27931	16
KRH27932	26
KRH27933	46
KRH27938	29
KRH27939	17
KRG88750	2
KRG88751	138
KRH47662	19
KRG88752	5
KRH47663	14
KRG88753	51
KRG88754	12
KRG88755	108
KRH47666	7
KRG88756	146
KRG88757	4
KRH08301	13
KRH47668	105
KRG88758	3
KRG88759	23
KRH67390	175
KRH08304	45
KRH55610	4
KRH03050	3
KRG96700	15
KRH55611	4
KRH03051	14
KRH30635	13
KRG96701	13
KRH55612	4
KRH30636	162
KRG96702	1
KRH55613	138
KRH30637	4
KRH67396	24
KRH30638	269
KRG96704	14
KRH28030	2
KRH50360	1367
KRH55615	42
KRH30639	273
KRG91450	66
KRG96705	3
KRH50361	18
KRH55616	18
KRH03056	116
KRG91451	92
KRH28032	85
KRH50362	30
KRH03057	218
KRG91452	65
KRH50363	1
KRH55618	56
KRH03058	1340
KRG96708	3
KRH28034	172
KRH55619	8
KRH28035	5
KRG91455	12
KRH28036	26
KRH50366	28
KRG91456	15
KRH28037	29
KRH11000	23
KRH50367	76
KRG91457	95
KRH28038	5
KRH11001	36
KRH50368	1298
KRH11002	127
KRH50369	34
KRH70090	14
KRH70091	61
KRH70092	1
KRH18742	50
KRH11005	2
KRH11006	6
KRH11007	1
KRH70095	14
KRH13490	11
KRH11008	13
KRH70096	3
KRH13491	71
KRH18746	15
KRH11009	102
KRH70097	109
KRH13493	311
KRH38470	11
KRH70099	3
KRH38472	5
KRH38473	73
KRH13497	287
KRH13499	395
KRH38477	2
KRH38478	26
KRH38479	4
KRH21441	55
KRH21442	63
KRH21443	8
KRH05860	54
KRH46420	228
KRG99293	3
KRH21444	49
KRH05861	3
KRH46421	2
KRH21445	4
KRH05862	50
KRG99295	1252
KRH46423	19
KRG99296	3
KRH05864	10
KRG99297	1
KRH21448	28
KRH05865	1
KRG99298	1
KRH21449	948
KRH41171	3
KRH46426	14
KRH05867	1
KRH41172	7
KRH46427	20
KRH05868	170
KRH41173	20
KRH46428	3
KRH05869	8
KRH46429	3
KRH41177	12
KRH41179	102
KRH09550	30
KRH09551	79
KRG90210	54
KRH09553	20
KRG90211	53
KRG97950	3
KRG90212	2
KRH09555	12
KRG90213	52
KRH09556	71
KRG90214	139
KRH09557	36
KRG90215	53
KRH09558	22
KRH29280	345
KRG90216	2
KRG97955	2
KRH29281	101
KRG90217	1
KRH56865	6
KRG97956	107
KRH29282	39
KRG90218	37
KRH56866	4
KRG97957	3
KRG90219	23
KRH56867	6
KRG97958	3
KRH29284	19
KRH56868	33
KRG97959	1
KRH56869	39
KRH76591	330
KRH29286	51
KRH29287	93
KRH76593	1
KRH29288	90
KRH64810	1
KRH76594	5
KRH12251	47
KRH17506	69
KRH76595	6
KRH76596	45
KRH64813	134
KRH12253	38
KRH64814	1
KRH37230	6
KRH12254	1729
KRH17509	55
KRH64815	2
KRH76598	23
KRH12255	83
KRH37232	59
KRH64816	3
KRH12256	368
KRH12257	3
KRH64818	73
KRH12258	12
KRH37236	57
KRH37239	56
KRH20203	15
KRH27941	3174
KRH20208	14
KRH20209	202
KRH27948	23
KRG88760	4
KRG88762	9
KRG88763	31
KRG88764	1
KRH47675	1
KRG88765	33
KRH47676	216
KRG88766	1
KRH08310	56
KRH47677	8
KRG88767	29
KRH47678	16
KRH30640	38
KRG88768	3
KRH47679	43
KRH08313	353
KRH30642	2
KRH30643	18
KRH55620	2
KRH03060	59
KRH08315	9
KRH30644	234
KRG96710	19
KRH55621	10
KRH03061	4
KRH30645	39
KRH03062	17
KRH08317	7
KRG96712	142
KRH55623	423
KRH03063	440
KRH30647	1
KRH03064	7
KRH30648	1
KRG96714	7
KRH28040	23
KRH03065	7
KRH30649	1
KRG96715	16
KRH50371	86
KRG91461	36
KRG96716	56
KRH55627	835
KRG96717	67
KRH28043	11
KRH50373	1469
KRH55628	20
KRH03068	1665
KRG91463	5932
KRH50374	371
KRH55629	151
KRG91464	51
KRH28045	17
KRH50375	7
KRG91465	1
KRH50376	79
KRH28047	19
KRH11010	7
KRH50377	5
KRG91467	3
KRH11011	78
KRH50378	13
KRG91468	1
KRH11012	107
KRH50379	6
KRG91469	3
KRH11013	38
KRH11014	129
KRH11015	24
KRH11016	21
KRH11017	9
KRH11018	36
KRH18757	51
KRH38480	24
KRH18759	8
KRH38481	55
KRH38482	11
KRH38483	8
KRH38484	33
KRH26701	11
KRH38485	338
KRH26702	7
KRH38486	59
KRH38487	28
KRH26704	30
KRH21450	4
KRH38489	19
KRH21451	9
KRH21452	875
KRH26707	72
KRH21453	5
KRH46430	4658
KRH21454	8
KRH26709	127
KRH05871	197
KRH46431	142
KRH05872	1
KRH46433	20
KRH21458	18
KRH05875	62
KRH46435	74
KRH05876	53
KRH46436	82
KRH46437	23
KRH46438	3
KRH05879	77
KRH41185	150
KRH41187	137
KRH41188	1
KRH09560	2
KRH09561	27
KRH09562	4
KRG90220	37
KRH09563	7
KRH09564	15
KRH56870	39
KRH09565	10
KRG90223	2
KRH56871	7
KRH09566	1154
KRG97961	2
KRH56872	4320
KRH09567	13
KRG97962	137
KRH56873	10
KRH09568	7
KRG97963	112
KRH29290	62
KRH56874	9
KRH09569	27
KRG97964	2962
KRH29291	1824
KRH56875	2
KRH56876	1436
KRG97967	75
KRH29294	2
KRH56878	280
KRH17512	338
KRH29298	10
KRH64820	1
KRH29299	329
KRH12261	40
KRH64822	24
KRH64823	39
KRH12263	4
KRH17518	9
KRH12264	10
KRH64825	23
KRH12265	4
KRH37241	29
KRH12266	53
KRH12267	188
KRH12268	17
KRH37244	57
KRH37247	67
KRH20210	3
KRH20211	5
KRH20212	86
KRH27951	3
KRH27952	11
KRH27954	20
KRH20217	35
KRH27955	20
KRH27957	4
KRH47680	7
KRH27959	5
KRG88770	1
KRH47681	5
KRG88771	3
KRH35900	10
KRH35901	19
KRG88774	15
KRH47686	14
KRH35904	1909
KRH08320	10
KRH08321	4
KRH30650	61
KRH08322	6
KRH47689	2
KRG88779	3
KRH08323	39
KRH30652	31
KRH08324	98
KRH35909	16
KRH55630	18
KRH08325	2
KRH30654	519
KRG96720	4
KRH55631	82
KRH03071	1
KRH08326	11
KRH30655	73
KRG96721	3
KRH55632	92
KRH55633	548
KRH08328	66
KRH55634	195
KRH55635	47
KRH03075	180
KRH30659	7
KRG96725	10
KRH50381	38
KRH55636	6
KRH55637	4
KRH03077	46
KRG96727	27
KRH50383	38
KRH03078	1
KRG91473	12
KRH50384	9
KRH55639	412
KRH03079	11
KRH28055	133
KRG91475	8
KRH28056	6
KRH50386	71
KRH28057	1
KRH50387	1
KRH50388	32
KRH11022	22
KRH50389	5
KRH18761	3
KRH11024	1
KRH18762	5
KRH36001	101
KRH11025	97
KRH36002	3
KRH18764	1
KRH36003	18
KRH11027	10
KRH18765	2
KRH11028	122
KRH18766	136
KRH18767	13
KRH36006	23
KRH18768	119
KRH38490	1
KRH36009	4
KRH38493	21
KRH38494	58
KRH38495	58
KRH26712	1277
KRH38496	56
KRH26713	6
KRH38497	3
KRH26714	57
KRH38498	54
KRH38499	63
KRH21461	6
KRH21462	6
KRH21463	1
KRH46440	15
KRH05882	5
KRH46442	9
KRH46443	76
KRH21467	17
KRH41190	6
KRH46445	72
KRH41191	1
KRH46446	101
KRH41192	76
KRH05888	3
KRH41194	42
KRH46449	4
KRH09570	115
KRH09572	1
KRH09574	15
KRH09575	1
KRG90233	14
KRG90235	12
KRH56883	5
KRH09578	14
KRG97973	3
KRH56884	1
KRH09579	1
KRG90237	274
KRH56886	8
KRG97976	5
KRG90239	90
KRH56887	311
KRG97978	2
KRH17522	3
KRH56889	106
KRH17523	14
KRH12272	15
KRH37250	2
KRH37252	54
KRH12277	1
KRH64838	145
KRH37255	39
KRH37257	36
KRH37258	28
KRH37259	1
KRH20222	27
KRH27960	58
KRH20223	3
KRH27961	51
KRH45200	17
KRH45201	47
KRH20226	5
KRH20227	7
KRH27965	20
KRH20228	42
KRH20229	1
KRH45205	1575
KRH27967	308
KRH45206	82
KRH27968	4
KRH47690	182
KRH27969	132
KRH45208	7
KRG88782	101
KRH47692	183
KRH45209	7
KRH35910	1942
KRG88783	100
KRH47694	346
KRG88785	329
KRH35913	95
KRG88786	41
KRH47696	127
KRG88787	954
KRH47697	1
KRG88788	17
KRH08331	12
KRH47698	26
KRH30660	434
KRH35916	1764
KRG88789	3
KRH47699	26
KRH30661	117
KRH35917	1775
KRH35918	15
KRH08334	7
KRH30663	37
KRH35919	3421
KRH08335	52
KRH30664	374
KRG96730	41
KRH55641	424
KRH03081	12
KRH30665	92
KRG96731	1
KRH03082	4
KRH30666	4
KRG96732	119
KRH03083	1
KRH30667	1
KRG96734	17
KRH28060	12
KRH50390	1
KRG96735	9
KRH50391	4
KRH55646	823
KRH03086	144
KRG91481	14
KRG96736	18
KRH28062	6
KRH50392	232
KRH55647	21
KRG96737	18
KRH28063	5
KRH50393	37
KRH55648	93
KRH03088	6
KRG96738	18
KRH50394	88
KRH55649	37
KRH03089	7
KRG96739	85
KRH28065	16
KRH50396	1
KRH28067	52
KRH50398	1
KRH28069	85
KRH50399	281
KRH18771	49
KRH36010	2
KRH11034	18
KRH18772	16
KRH36011	2
KRH11035	1765
KRH18773	3
KRH11036	24
KRH11037	225
KRH18775	302
KRH36014	1
KRH11038	1733
KRH18776	103
KRH11039	2551
KRH36016	2
KRH18778	1
KRH36019	13
KRH21471	5
KRH21472	10
KRH21473	4
KRH26729	16
KRH05891	13
KRH21475	1868
KRH05892	318
KRH46452	1
KRH05893	138
KRH46453	20
KRH46454	68
KRH21478	6
KRH05897	4
KRH46457	4
KRH05898	105
KRH46459	50
KRH54400	3
KRH54402	10
KRH09582	19
KRH54404	10
KRG90240	98
KRH09583	3
KRG90241	7
KRH54406	1693
KRH56890	3
KRH54407	16
KRG97980	2
KRH56891	317
KRH09586	8
KRG90244	209
KRH56892	3
KRG90245	21
KRG90246	39
KRG97984	118
KRG90247	2
KRH56896	9
KRG97987	1
KRH56898	176
KRH56899	71
KRG97989	7
KRH64840	2
KRH12280	36
KRH64841	2
KRH64842	4
KRH64843	3
KRH64845	352
KRH12285	3
KRH37261	54
KRH64846	1300
KRH64847	2
KRH12287	41
KRH64848	7
KRH37266	82
KRH37267	28
KRH20230	16
KRH37268	28
KRH37269	15
KRH27970	98
KRH20233	15
KRH27971	12
KRH20234	12
KRH45210	9
KRH27972	1
KRH27973	1
KRH20236	30
KRH45212	42
KRH20237	1
KRH45213	2
KRH20238	3
KRH45214	194
KRH27976	19
KRH20239	19
KRH45216	67
KRH27978	16
KRH45217	10
KRH27979	24
KRH45218	112
KRH45219	35
KRH35920	31
KRG88793	1365
KRH35921	1
KRH35922	137
KRG88796	327
KRH35924	81
KRG88797	3
KRH35925	5
KRH08342	27
KRH30671	3417
KRH30672	33
KRH35928	14
KRH08344	22
KRH30673	168
KRH35929	7
KRH55650	4
KRH03090	6
KRH08345	14
KRH30674	166
KRG96740	109
KRH55651	4
KRH03091	6
KRH08346	13
KRH30675	68
KRH55652	299
KRH03092	14
KRH30676	62
KRH55653	1
KRH08348	3
KRH30677	4261
KRG96743	19
KRH55654	8
KRH03094	5
KRH08349	4
KRG96744	51
KRH55655	8
KRH03095	1
KRG96745	4
KRH28071	1
KRH55656	5
KRG96746	145
KRH55657	22
KRG91492	2
KRH28073	105
KRH55658	26
KRG91493	3
KRG96748	86
KRH55659	72
KRG91494	345
KRG96749	10
KRH28077	2
KRH28078	19
KRH63600	16
KRH11041	67
KRG91498	3
KRH28079	126
KRH11042	624
KRH18780	1
KRH11043	4973
KRH18781	4
KRH36020	1
KRH11044	25
KRH63604	831
KRH36021	1
KRH11045	1298
KRH63605	74
KRH36022	11
KRH11046	3062
KRH36023	5
KRH11047	1
KRH11048	8
KRH18786	2
KRH63609	19
KRH11049	71
KRH18787	223
KRH36026	9
KRH18789	14
KRH36029	3
KRH26734	16
KRH21480	5
KRH26735	5
KRH26737	64
KRH46460	20
KRH46461	7
KRH46465	3
KRH46466	3
KRH07100	5
KRH46467	2
KRH07101	1
KRH07103	20
KRG95500	8
KRH54410	4
KRH07106	24
KRG95501	2
KRG95502	15
KRH09590	2622
KRH07108	1
KRH09591	1792
KRH54413	306
KRH07109	125
KRG95504	128
KRH54414	23
KRG95505	128
KRH54415	1831
KRG90251	36
KRH09594	22
KRH54416	293
KRG90252	6
KRH54417	3
KRG90253	705
KRG95508	12
KRH54418	125
KRG90254	7
KRG95509	33
KRH09597	24
KRH54419	48
KRG90255	56
KRG90256	463
KRG90257	4777
KRG97995	1
KRG97996	186
KRG90259	1
KRH17540	11
KRG97997	1894
KRG97998	9
KRH58101	1
KRG97999	25
KRH17544	3
KRH58103	1
KRH64850	7
KRH12290	3
KRH17545	7
KRH12291	3
KRH12292	116
KRH17547	497
KRH64853	1
KRH12293	45
KRH17548	28
KRH64854	15
KRH12294	1363
KRH17549	8
KRH37270	25
KRH64855	1
KRH58109	103
KRH37271	1840
KRH12296	13
KRH64857	13
KRH37273	53
KRH64858	7
KRH12298	13
KRH37274	1842
KRH64859	115
KRH37275	1614
KRH37277	1865
KRH20240	4
KRH37278	1857
KRH37279	50
KRH27980	6
KRH20243	124
KRH27981	67
KRH72804	13
KRH45220	357
KRH27982	4
KRH72805	86
KRH20245	31
KRH45221	116
KRH20246	220
KRH45222	21
KRH27984	5
KRH72807	10
KRH20247	2
KRH45223	12
KRH27985	62
KRH72808	1628
KRH20248	9
KRH45224	13
KRH20249	18
KRH27987	80
KRH27988	209
KRH27989	17
KRH45228	21
KRH45229	25
KRH35930	11
KRH35931	5
KRH35933	6
KRH35934	334
KRH30680	15
KRH35936	1
KRH08352	78
KRH08353	3
KRH35938	3
KRH08354	1868
KRH35939	14
KRH55660	60
KRG96750	74
KRH55661	38
KRH30685	13
KRH55662	1
KRH30686	19
KRH55663	20
KRH08358	2
KRH30687	7
KRG96753	16
KRH55664	23
KRH08359	1
KRH55665	27
KRH28081	2
KRH55666	2
KRH28082	3
KRH16300	228
KRH55667	32
KRH55668	2
KRG96758	129
KRH16302	2
KRH55669	27
KRG96759	1
KRH28085	3
KRH16303	4
KRH28087	51
KRH63610	10
KRH11050	154
KRH16305	310
KRH28088	115
KRH11051	138
KRH16306	51
KRH28089	1180
KRH11052	350
KRH16307	2
KRH63612	344
KRH11053	12
KRH16308	16
KRH18791	139
KRH63613	63
KRH36030	62
KRH18792	3
KRH36031	112
KRH63615	5
KRH18793	59
KRH11056	3
KRH18794	3
KRH11057	9
KRH63617	5
KRH36034	1
KRH11059	42
KRH18797	3
KRH18798	69
KRH36037	24
KRH18799	396
KRH36039	85
KRH26740	9
KRH26741	145
KRH26742	5
KRH26743	7
KRH26744	2
KRH21490	2
KRH26745	17
KRH21491	4
KRH26746	58
KRH21492	135
KRH26747	879
KRH46470	3
KRH21494	19
KRH26749	62
KRH46471	10
KRH21495	78
KRH46472	1
KRH21496	24
KRH46474	20
KRH21498	20
KRH46475	1
KRH07110	133
KRH46477	93
KRH07111	114
KRH07113	132
KRH07115	1
KRH54420	43
KRG95511	117
KRH54421	16
KRG95512	1
KRG95514	3
KRH54424	32
KRG90260	10
KRG95515	13
KRG95516	26
KRG90262	49
KRH54427	17
KRG90263	200
KRG95518	10
KRH54428	2311
KRG90264	80
KRG95519	2
KRH54429	37
KRG90265	45
KRG90266	45
KRG90268	8
KRH17551	1
KRH17552	1226
KRH17553	14
KRH58112	3
KRH17554	2
KRH64860	782
KRH17555	4
KRH64861	16
KRH17556	239
KRH64862	26
KRH17557	281
KRH17558	15
KRH58117	74
KRH64864	22
KRH17559	6
KRH58119	131
KRH37281	1627
KRH64866	25
KRH25500	22
KRH37283	83
KRH25501	81
KRH25502	25
KRH64869	65
KRH37285	444
KRH25503	6
KRH37286	136
KRH37287	4
KRH72810	7
KRH37288	41
KRH72811	22
KRH20251	51
KRH25506	10
KRH37289	4
KRH72812	1761
KRH20252	1638
KRH27990	125
KRH72813	28
KRH25508	64
KRH27991	128
KRH27992	8
KRH72815	363
KRH20255	80
KRH27993	26
KRH72816	16
KRH20256	12
KRH45232	4
KRH27994	3851
KRH72817	2
KRH27995	7
KRH72818	28
KRH72819	384
KRH20259	1
KRH27997	6
KRH35941	15
KRH35942	23
KRH08360	206
KRH35947	28
KRH30692	24
KRH08364	2
KRH35949	26
KRH55670	26
KRH30694	1
KRH55671	40
KRH30695	111
KRG96761	48
KRH55672	2
KRH30696	21
KRG96762	31
KRH08368	29
KRH30697	1
KRH08369	25
KRG96764	91
KRH28090	25
KRH55675	30
KRH30699	47
KRG96765	144
KRH28091	74
KRH55676	3
KRG96766	126
KRG96767	133
KRH16311	133
KRH55678	6
KRG96768	7
KRH16312	2
KRH16313	138
KRH28096	10
KRH16314	2
KRH63620	36
KRH11060	56
KRH16315	137
KRH11061	150
KRH16316	33
KRH28099	1
KRH63621	1
KRH11062	26
KRH16317	1
KRH11063	51
KRH16318	2
KRH63623	30
KRH16319	5
KRH36041	121
KRH63625	400
KRH36042	245
KRH11066	5
KRH63626	240
KRH36043	69
KRH63627	889
KRH36044	19
KRH11068	52
KRH63628	2
KRH11069	10
KRH63629	110
KRH26750	61
KRH26754	2
KRH26758	60
KRH46480	3
KRH26759	61
KRH46481	1
KRH46482	339
KRH34700	5
KRH46483	53
KRH34701	6
KRH46484	30
KRH34702	27
KRH34703	2
KRH34704	1507
KRH46487	57
KRH34705	7
KRH34706	356
KRH46489	25
KRH34707	64
KRH34708	18
KRH07125	1
KRH54430	28
KRH54431	18
KRH54432	55
KRH54434	31
KRG95525	7
KRH54436	9
KRG95527	13
KRH54438	34
KRG90274	42
KRH54439	1
KRG90275	3
KRG90276	166
KRG90277	16
KRG90278	1
KRH17560	80
KRH17562	3
KRH17563	3
KRH17564	6
KRH17565	6
KRH58124	12
KRH17567	6
KRH64873	9
KRH17568	255
KRH17569	7
KRH37290	10
KRH58129	1
KRH37291	420
KRH37292	191
KRH25510	4267
KRH64877	20
KRH37293	9
KRH64878	84
KRH25512	7
KRH37295	17
KRH25513	7
KRH25514	88
KRH37297	15
KRH20260	6
KRH25515	88
KRH37298	110
KRH72821	9
KRH20261	21
KRH25516	26
KRH20262	363
KRH25517	27
KRH20263	10
KRH25518	11
KRH72824	78
KRH25519	9
KRH45240	2
KRH45241	1
KRH72826	1
KRH20266	1603
KRH72827	32
KRH20267	1852
KRH45243	17
KRH72828	14
KRH20268	193
KRH45244	35
KRH72829	39
KRH45245	1
KRH45246	1
KRH45249	27
KRH35950	3
KRH35951	8
KRH35952	1
KRH35953	2
KRH08370	9
KRH35955	99
KRH08371	29
KRH35956	39
KRH08372	185
KRH35957	295
KRH08373	81
KRH08374	24
KRH55680	1
KRH55681	7
KRH08376	26
KRG96771	24
KRH55682	7
KRH08377	78
KRG96772	24
KRH55683	11
KRG96773	24
KRH55684	3
KRH08379	23
KRG96774	24
KRH55685	340
KRH43902	3
KRG96775	5
KRH43903	40
KRH16320	8
KRH55687	10
KRH43904	3
KRG96777	52
KRH55688	107
KRH43905	29
KRG96778	44
KRH16322	51
KRH55689	58
KRG96779	7
