seqnames	start	end	peptide_id	family	TAG
10	40318583	40319531	KRH34183	59	5
10	40324752	40325998	KRH34184	59	5
10	40342014	40343690	KRH34193	6499	0
10	40346298	40350307	KRH34195	10	0
10	40354794	40356358	KRH34196	1581	1
10	40361001	40361619	KRH34199	3998	0
10	40361788	40362153	KRH34200	2482	0
10	40364491	40369741	KRH34201	1581	1
10	40370938	40372608	KRH34203	4619	0
10	40377012	40379711	KRH34204	1252	0
10	40391646	40393016	KRH34208	6498	0
10	40398001	40403174	KRH34209	6497	0
10	40404204	40408470	KRH34210	6496	0
10	40411238	40414791	KRH34211	1977	0
10	40416018	40419947	KRH34212	6495	0
10	40424236	40428386	KRH34216	359	0
10	40429387	40430368	KRH34217	2968	0
10	40433155	40436396	KRH34219	2966	0
10	40448695	40450515	KRH34223	1776	0
10	40467214	40469822	KRH34224	7	9
10	40472655	40474482	KRH34225	7	9
10	40476883	40479141	KRH34226	7	9
10	40482975	40490159	KRH34227	1200	0
10	40494363	40498737	KRH34229	34	0
10	40502502	40508371	KRH34230	4617	1
10	40515311	40517656	KRH34231	4617	1
10	40519258	40523745	KRH34233	39	0
10	40523949	40538605	KRH34234	2112	0
10	40542750	40545783	KRH34236	6494	0
10	40552680	40562442	KRH34238	1026	0
10	40563768	40568736	KRH34240	2965	0
10	40573252	40577616	KRH34241	2964	0
10	40581117	40586181	KRH34244	2111	0
10	40588121	40591913	KRH34248	795	0
10	40592783	40603954	KRH34250	6492	0
10	40614446	40624015	KRH34251	6491	0
10	40628401	40633140	KRH34253	6490	0
10	40646539	40649573	KRH34255	5521	0
10	40658709	40668066	KRH34256	6489	0
10	40666359	40670242	KRH34257	244	0
10	40686435	40696440	KRH34259	1211	0
10	40699471	40701312	KRH34264	2758	0
10	40701239	40703127	KRH34266	207	0
10	40706365	40713418	KRH34267	6488	0
10	40720918	40723699	KRH34268	6487	0
10	40727178	40731800	KRH34270	6486	0
10	40742700	40743949	KRH34271	10111	0
10	40750538	40753401	KRH34272	15	0
10	40768494	40772092	KRH34273	1579	2
10	40775274	40779392	KRH34274	1579	2
10	40781574	40783660	KRH34276	6485	0
10	40785837	40786595	KRH34277	1578	0
10	40786851	40790538	KRH34278	6484	0
10	40798016	40799836	KRH34280	143	0
10	40803126	40808080	KRH34282	709	1
10	40811243	40815906	KRH34284	709	1
10	40817521	40825312	KRH34286	5288	0
10	40819675	40820214	KRH34292	10112	0
10	40830063	40834361	KRH34294	2962	0
10	40841309	40844688	KRH34297	2109	0
10	40859222	40860751	KRH34298	6483	0
10	40899554	40903235	KRH34299	605	0
10	40912777	40930094	KRH34307	6481	0
10	40940014	40941245	KRH34308	1251	1
10	40958967	40960691	KRH34310	1251	1
10	40966214	40967328	KRH34311	2960	0
10	40969927	40971537	KRH34312	4247	0
10	40975518	40976677	KRH34313	2108	0
10	40977770	40985358	KRH34315	2959	0
10	40987194	40990481	KRH34317	6480	0
10	40995307	41000074	KRH34323	2958	0
10	41003284	41003665	KRH34326	163	1
10	41003925	41004506	KRH34327	163	1
10	41005499	41006656	KRH34328	93	0
10	41007940	41009451	KRH34329	163	1
10	41013027	41014294	KRH34330	163	1
10	41027227	41028670	KRH34331	163	1
10	41036398	41040924	KRH34332	1576	0
10	41046193	41048218	KRH34333	411	0
10	41048590	41050344	KRH34334	465	0
10	41051334	41053699	KRH34335	6478	0
10	41057913	41060874	KRH34336	321	0
10	41071828	41075083	KRH34337	1025	0
10	41078452	41079605	KRH34338	2106	0
10	41096750	41098894	KRH34341	838	0
10	41111265	41113962	KRH34342	1575	0
10	41119232	41119996	KRH34343	2957	0
10	41125424	41132741	KRH34345	178	0
10	41135345	41140920	KRH34346	2955	0
10	41143186	41147196	KRH34347	6476	0
10	41158326	41160824	KRH34349	988	0
10	41169297	41171844	KRH34350	190	0
10	41178063	41180938	KRH34352	127	6
10	41181744	41185579	KRH34353	2105	0
10	41190823	41195727	KRH34355	4613	0
10	41195943	41197260	KRH34356	127	6
10	41199108	41205054	KRH34357	2848	0
10	41231456	41233653	KRH34359	1023	0
10	41242175	41250202	KRH34361	2104	0
10	41254802	41257804	KRH34362	115	0
10	41268282	41273989	KRH34364	5738	0
10	41288232	41290368	KRH34366	4612	0
10	41299440	41312650	KRH34368	4611	0
10	41315670	41318906	KRH34373	6474	0
10	41336339	41337449	KRH34375	71	7
10	41371565	41374446	KRH34377	71	7
10	41387259	41392378	KRH34378	2103	0
10	41398806	41402748	KRH34379	6473	0
10	41414467	41416424	KRH34381	2953	0
10	41417292	41422568	KRH34384	1022	0
10	41424341	41428668	KRH34385	255	0
10	41440863	41443235	KRH34387	3	0
10	41454466	41454978	KRH34388	1573	2
10	41457399	41458480	KRH34389	1573	2
10	41462028	41467447	KRH34390	6472	0
10	41475653	41477462	KRH34391	132	0
10	41487272	41492543	KRH34393	1021	0
10	41494630	41503072	KRH34394	358	0
10	41505696	41512460	KRH34398	131	0
10	41516211	41528077	KRH34399	707	0
10	41531674	41535236	KRH34402	6470	0
10	41536839	41546196	KRH34405	1020	0
10	41551429	41551986	KRH34411	4610	0
10	41556414	41558585	KRH34412	6469	0
10	41561515	41570949	KRH34414	2952	0
10	41573136	41575075	KRH34417	4609	0
10	41577972	41579422	KRH34419	1019	0
10	41580457	41584383	KRH34420	2102	0
10	41587622	41590420	KRH34422	2852	0
10	41591015	41594235	KRH34424	6468	0
10	41602272	41604035	KRH34425	6467	0
10	41605748	41617854	KRH34426	1660	0
10	41618663	41620145	KRH34427	5055	0
10	41621187	41628008	KRH34428	2951	0
10	41633675	41645158	KRH34432	1571	0
10	41657981	41659143	KRH34433	933	0
10	41664447	41669277	KRH34435	1195	0
10	41673222	41674327	KRH34438	6466	0
10	41693181	41698462	KRH34439	1570	0
10	41700028	41702137	KRH34443	2101	0
10	41719265	41728269	KRH34444	464	0
10	41747344	41752622	KRH34448	1468	1
10	41756476	41760553	KRH34450	1468	1
10	41764060	41765280	KRH34451	162	0
10	41770301	41771153	KRH34452	2098	1
10	41772756	41773515	KRH34453	2098	1
10	41774904	41779450	KRH34454	2950	0
10	41781111	41786726	KRH34456	4608	0
10	41789312	41793775	KRH34458	6022	0
10	41814294	41820711	KRH34462	6463	0
10	41826042	41831114	KRH34463	837	2
10	41840298	41840543	KRH34464	837	2
10	41840780	41848299	KRH34465	6462	0
10	41849517	41853393	KRH34466	2949	2
10	41857944	41862347	KRH34467	6461	0
10	41866596	41870846	KRH34468	2949	2
10	41885755	41890354	KRH34469	2948	1
10	41895014	41899999	KRH34470	2948	1
10	41910760	41912094	KRH34471	2971	0
10	41923891	41924483	KRH34473	6459	0
10	41926187	41928530	KRH34474	2947	0
10	41935063	41939261	KRH34475	343	3
10	41946209	41950274	KRH34477	343	3
10	41961285	41967700	KRH34478	306	0
10	41976479	41978017	KRH34482	1568	0
10	41985721	41986805	KRH34483	2	18
10	42008631	42009756	KRH34484	2	18
10	42017270	42017713	KRH34485	2	18
10	42028880	42030798	KRH34486	2757	0
10	42035654	42036941	KRH34488	2946	0
10	42036935	42040896	KRH34489	6458	0
10	42042022	42044216	KRH34491	1567	2
10	42051212	42053334	KRH34492	1567	2
10	42075794	42078176	KRH34496	1567	2
10	42083345	42086582	KRH34499	812	0
10	42092932	42095377	KRH34500	811	0
10	42098196	42100268	KRH34502	6457	0
10	42101710	42110959	KRH34504	4607	1
10	42111740	42113295	KRH34510	4607	1
10	42122685	42123732	KRH34513	2039	0
10	42133544	42135313	KRH34514	2776	0
10	42143305	42144254	KRH34516	94	0
10	42155831	42160321	KRH34517	586	0
10	42181852	42200398	KRH34524	1505	0
10	42210608	42210850	KRH34527	1566	2
10	42214652	42215447	KRH34528	1566	2
10	42220046	42225237	KRH34529	451	2
10	42227422	42231792	KRH34530	451	2
10	42232061	42236735	KRH34531	1504	0
10	42237598	42241240	KRH34532	5551	0
10	42254725	42264728	KRH34533	6456	0
10	42267022	42270765	KRH34534	523	0
10	42279711	42281610	KRH34539	6455	0
10	42281667	42284249	KRH34540	2775	0
10	42289892	42291691	KRH34541	705	0
10	42294172	42295415	KRH34542	4606	0
10	42299565	42303855	KRH34543	2773	0
10	42312252	42314225	KRH34544	1018	0
10	42314397	42318797	KRH34545	1443	0
10	42322814	42327472	KRH34546	1248	0
10	42331597	42334184	KRH34547	2772	0
10	42336298	42339902	KRH34548	6454	0
10	42353832	42357418	KRH34549	2945	0
10	42362912	42363778	KRH34551	289	1
10	42372213	42373158	KRH34552	289	1
10	42383061	42384608	KRH34553	3	0
10	42388562	42391393	KRH34554	6452	0
10	42392168	42394173	KRH34555	6451	0
10	42401261	42403608	KRH34558	6450	0
10	42404774	42409912	KRH34559	1565	0
10	42416914	42421603	KRH34560	4604	0
10	42422268	42427524	KRH34562	4603	0
10	42434017	42435482	KRH34563	790	0
10	42439119	42442119	KRH34564	4739	0
10	42443113	42446666	KRH34566	1191	0
10	42450626	42455161	KRH34568	80	0
10	42455848	42459836	KRH34572	2096	0
10	42461214	42465402	KRH34573	6448	0
10	42467953	42472437	KRH34576	6447	0
10	42475154	42487321	KRH34577	6446	0
10	42491628	42494884	KRH34580	6445	0
10	42502324	42509646	KRH34582	226	0
10	42511753	42518160	KRH34583	6444	0
10	42520164	42521317	KRH34584	6159	0
10	42528396	42540246	KRH34590	6443	0
10	42542002	42544975	KRH34593	2944	0
10	42545555	42550179	KRH34594	1501	0
10	42562106	42563793	KRH34596	2	19
10	42564218	42568587	KRH34597	2943	0
10	42570070	42571181	KRH34599	6442	0
10	42575741	42576665	KRH34600	4602	0
10	42580656	42599131	KRH34601	1495	0
10	42600687	42601680	KRH34604	2942	0
10	42617613	42619466	KRH34605	1564	1
10	42625670	42626996	KRH34606	1564	1
10	42630111	42632551	KRH34607	2	19
10	42632925	42642947	KRH34610	415	0
10	42644467	42649295	KRH34615	6441	0
10	42656950	42664986	KRH34617	6014	0
10	42666614	42669053	KRH34618	6440	0
10	42670924	42678035	KRH34621	2759	0
10	42686749	42691742	KRH34622	6439	0
10	42694105	42699129	KRH34623	1684	0
10	42702305	42705748	KRH34625	2940	2
10	42705870	42706336	KRH34626	2940	2
10	42708491	42710238	KRH34627	836	0
10	42711052	42712419	KRH34628	6438	0
10	42713356	42713802	KRH34629	2054	0
10	42720899	42721369	KRH34630	604	0
10	42722946	42727022	KRH34631	6437	0
10	42731400	42734769	KRH34632	4597	0
10	42735927	42737795	KRH34634	6436	0
10	42743520	42746720	KRH34635	2093	0
10	42752699	42761978	KRH34637	784	0
10	42765160	42768645	KRH34639	6435	0
10	42778690	42782165	KRH34640	1180	0
10	42788119	42790903	KRH34641	6434	0
10	42797101	42798670	KRH34643	4596	0
10	42802270	42805638	KRH34644	2658	0
10	42807536	42810483	KRH34647	2935	0
10	42813596	42816167	KRH34649	2092	0
10	42845226	42846669	KRH34653	4595	0
10	42853001	42855421	KRH34655	6431	0
10	42857995	42860990	KRH34656	1562	0
10	42863465	42868043	KRH34658	462	0
10	42882331	42888608	KRH34660	8	6
10	42899234	42899757	KRH34662	8	6
10	42900055	42902004	KRH34664	6355	0
10	42905294	42911464	KRH34668	6430	0
10	42916073	42918603	KRH34671	1560	1
10	42920530	42922671	KRH34673	1560	1
10	42923799	42930121	KRH34674	4593	0
10	42932760	42934470	KRH34676	1246	0
10	42943723	42950916	KRH34679	6429	0
10	42958437	42959619	KRH34681	320	0
10	42979388	42985630	KRH34682	6428	0
10	42987669	42993990	KRH34683	6427	0
10	42995962	42997094	KRH34684	2089	1
10	43000237	43003014	KRH34685	2089	1
10	43004558	43005947	KRH34686	2089	1
10	43009251	43011119	KRH34687	2089	1
10	43016234	43018688	KRH34688	6426	0
10	43021060	43026276	KRH34689	2088	0
10	43028032	43029561	KRH34690	805	0
10	43041390	43042579	KRH34691	6425	0
10	43069752	43071805	KRH34694	6424	0
10	43073315	43075919	KRH34696	6423	0
10	43077849	43085721	KRH34698	6422	0
10	43088147	43096138	KRH34699	6421	0
10	43089459	43103008	KRH34700	6420	0
10	43105921	43112967	KRH34701	6419	0
10	43127338	43129956	KRH34703	6418	0
10	43131862	43139512	KRH34704	6417	0
10	43142100	43147237	KRH34705	6416	0
10	43176609	43181023	KRH34706	563	0
10	43199111	43200212	KRH34707	33	0
10	43202432	43217236	KRH34708	4592	0
10	43218268	43226517	KRH34711	704	0
10	43234530	43237966	KRH34712	988	0
10	43244789	43259165	KRH34714	6412	0
10	43259372	43262667	KRH34715	1016	0
10	43264386	43266891	KRH34716	4591	0
10	43272290	43275391	KRH34717	522	0
10	43289460	43295354	KRH34719	461	0
10	43302114	43309900	KRH34728	6411	0
10	43315970	43318767	KRH34730	2087	0
10	43334215	43336898	KRH34731	1015	2
10	43337386	43345595	KRH34732	1015	2
10	43364538	43367507	KRH34733	6342	0
10	43382723	43384878	KRH34734	6410	0
10	43390031	43393211	KRH34735	6407	0
10	43395214	43402292	KRH34737	6406	0
10	43404189	43406246	KRH34738	1559	0
10	43409267	43414542	KRH34739	6405	0
10	43416716	43425957	KRH34743	36	0
10	43454692	43457608	KRH34744	95	0
10	43459433	43462045	KRH34745	2932	0
10	43466600	43469861	KRH34746	1490	1
10	43470820	43474509	KRH34747	1490	1
10	43476880	43479035	KRH34748	563	0
10	43483375	43489704	KRH34749	4590	1
10	43491779	43498028	KRH34750	4590	1
10	43504831	43511598	KRH34753	6404	0
10	43512879	43515798	KRH34755	2084	1
10	43516280	43520275	KRH34756	2084	1
10	43521322	43524174	KRH34757	293	0
10	43534042	43537388	KRH34759	175	0
10	43548881	43550560	KRH34760	160	0
10	43557479	43559329	KRH34761	459	0
10	43575266	43576143	KRH34762	2930	0
10	43595397	43599782	KRH34764	194	0
10	43605811	43608465	KRH34765	6403	0
10	43610422	43618458	KRH34769	2083	0
10	43638464	43641884	KRH34773	1245	0
10	43660111	43661108	KRH34775	2929	0
10	43670446	43674500	KRH34776	2928	0
10	43680788	43683910	KRH34777	1439	0
10	43691310	43692107	KRH34778	2927	0
10	43701930	43711002	KRH34779	908	0
10	43735279	43740262	KRH34780	357	0
10	43748957	43750478	KRH34783	6402	0
10	43754165	43755526	KRH34785	6401	0
10	43763030	43770594	KRH34786	2654	0
10	43789345	43792652	KRH34789	6400	0
10	43811297	43813393	KRH34790	3	24
10	43819691	43821112	KRH34791	3	24
10	43828951	43833603	KRH34792	27	0
10	43860713	43863694	KRH34798	835	0
10	43872451	43877661	KRH34801	6398	0
10	43879369	43883196	KRH34803	454	0
10	43883944	43887082	KRH34804	6397	0
10	43893288	43920222	KRH34807	2082	0
10	43930209	43934343	KRH34809	2926	0
10	43937582	43943557	KRH34810	4588	0
10	43944172	43952890	KRH34812	6396	0
10	43954077	43975666	KRH34813	6395	0
10	43993807	43999242	KRH34817	794	0
10	44003313	44009610	KRH34819	1011	0
10	44041545	44042128	KRH34824	6394	0
10	44071430	44075903	KRH34825	6393	0
10	44089723	44097958	KRH34828	1555	0
10	44103745	44111543	KRH34831	6392	0
10	44113108	44119093	KRH34835	834	0
10	44125282	44133988	KRH34842	1244	0
10	44134005	44139490	KRH34845	6391	0
10	44143204	44145661	KRH34848	6390	0
10	44146718	44148157	KRH34849	2924	0
10	44156105	44165083	KRH34852	6389	0
10	44168656	44169537	KRH34853	6	0
10	44173311	44179454	KRH34854	1010	0
10	44187230	44191333	KRH34855	2081	0
10	44196098	44201503	KRH34856	833	0
10	44220108	44221455	KRH34858	6388	0
10	44222204	44225605	KRH34860	1009	0
10	44228102	44236212	KRH34861	2080	0
10	44241832	44248014	KRH34863	1979	0
10	44266098	44269747	KRH34865	118	0
10	44284423	44287975	KRH34867	603	0
10	44294868	44302236	KRH34868	4587	0
10	44302673	44305996	KRH34871	2923	0
10	44308165	44324532	KRH34873	7356	0
10	44343751	44346957	KRH34875	117	0
10	44373760	44379361	KRH34879	6386	0
10	44391876	44402240	KRH34880	6385	0
10	44410556	44411658	KRH34881	33	0
10	44413074	44422742	KRH34882	6384	0
10	44445239	44445831	KRH34886	6383	0
10	44460237	44461486	KRH34887	4586	0
10	44463500	44472062	KRH34888	4585	0
10	44473059	44475968	KRH34890	2078	0
10	44476625	44479276	KRH34891	2922	0
10	44480712	44485816	KRH34892	173	0
10	44497054	44499043	KRH34893	2921	0
10	44501256	44505812	KRH34894	248	0
10	44515556	44524081	KRH34896	6382	0
10	44527090	44530023	KRH34899	4584	0
10	44533728	44537562	KRH34903	6381	0
10	44538120	44543537	KRH34904	1277	0
10	44548015	44549355	KRH34905	6380	0
10	44555062	44558544	KRH34906	6318	0
10	44561442	44571266	KRH34910	6379	0
10	44577721	44580859	KRH34917	6378	0
10	44589257	44591029	KRH34918	18	0
10	44616433	44617365	KRH34919	584	0
10	44627193	44629900	KRH34925	10113	1
10	44630483	44632536	KRH34928	10113	1
10	44634387	44640204	KRH34929	6377	0
10	44640345	44642782	KRH34934	6376	0
10	44650570	44651053	KRH34939	1459	0
10	44651089	44654397	KRH34940	2218	0
10	44665968	44666921	KRH34942	6375	0
10	44674211	44679379	KRH34945	408	0
10	44695259	44697549	KRH34952	6374	0
10	44702714	44710178	KRH34953	4583	0
10	44716215	44717432	KRH34954	2920	0
10	44727374	44732625	KRH34955	2919	0
10	44733853	44736696	KRH34957	602	0
10	44738403	44742659	KRH34959	6373	0
10	44744151	44748536	KRH34962	2821	0
10	44753678	44754963	KRH34964	2918	0
10	44760627	44762655	KRH34966	961	0
10	44763260	44771079	KRH34967	2917	0
10	44776824	44777411	KRH34968	6372	0
10	44778489	44782301	KRH34969	288	1
10	44783561	44785189	KRH34971	288	1
10	44786403	44792509	KRH34972	6371	0
10	44795161	44803230	KRH34973	4927	0
10	44817031	44822075	KRH34977	8	0
10	44827077	44829067	KRH34978	101	0
10	44831564	44835080	KRH34979	2916	0
10	44835816	44838960	KRH34980	6369	0
10	44845011	44849336	KRH34983	29	6
10	44851172	44856590	KRH34984	29	6
10	44861721	44862287	KRH34988	6368	0
10	44867121	44880722	KRH34989	6367	0
10	44899066	44906371	KRH34992	357	0
10	44909490	44910754	KRH34993	6366	0
10	44919091	44924920	KRH34994	4582	0
10	44935544	44942689	KRH34996	6365	0
10	44944812	44948539	KRH34997	2915	0
10	44953802	44957372	KRH34998	412	0
10	44991655	45002480	KRH34999	1243	0
10	45010493	45015435	KRH35002	2913	0
10	45016766	45020665	KRH35003	6363	0
10	45022084	45024279	KRH35004	6362	0
10	45026174	45036536	KRH35006	6018	0
10	45049984	45053117	KRH35009	2910	1
10	45053332	45054389	KRH35010	2910	1
10	45056903	45059806	KRH35011	591	0
10	45063042	45069298	KRH35013	51	0
10	45082780	45084308	KRH35015	6361	0
10	45085840	45087173	KRH35019	2	0
10	45096674	45100122	KRH35020	831	1
10	45102350	45106419	KRH35021	831	1
10	45108514	45111450	KRH35022	1550	0
10	45112688	45114994	KRH35024	6360	0
10	45115436	45122237	KRH35025	6359	0
10	45126440	45130601	KRH35027	8	0
10	45134028	45138735	KRH35029	2909	0
10	45139887	45141455	KRH35030	24	0
10	45144422	45147283	KRH35031	1183	0
10	45149594	45156871	KRH35035	6354	0
10	45160713	45166890	KRH35042	830	0
10	45169037	45170462	KRH35044	5739	1
10	45174613	45175773	KRH35045	3332	0
10	45183612	45185516	KRH35046	6353	0
10	45186649	45187830	KRH35047	5739	1
10	45188627	45189711	KRH35048	6352	0
10	45193157	45207808	KRH35050	6351	0
10	45207565	45210349	KRH35051	2907	0
10	45212738	45217121	KRH35053	4580	0
10	45225677	45239057	KRH35058	52	0
10	45248117	45254525	KRH35064	1008	0
10	45255043	45261362	KRH35066	829	0
10	45266945	45274167	KRH35071	5740	0
10	45275288	45284562	KRH35077	6350	0
10	45294737	45316113	KRH35084	4579	0
10	45320219	45322143	KRH35087	1545	0
10	45323088	45327485	KRH35091	916	0
10	45329260	45331696	KRH35097	1547	0
10	45339110	45345346	KRH35098	2906	0
10	45346323	45349130	KRH35099	2905	0
10	45351101	45356279	KRH35103	41	0
10	45358021	45358882	KRH35104	2904	0
10	45366010	45367642	KRH35105	1241	1
10	45373587	45376359	KRH35106	1241	1
10	45378675	45380536	KRH35107	2903	0
10	45381577	45387369	KRH35109	6348	0
10	45393914	45399095	KRH35110	287	0
10	45400648	45401217	KRH35111	6346	0
10	45404603	45405334	KRH35112	2779	0
10	45415775	45417826	KRH35113	2	0
10	45431024	45438012	KRH35118	2077	0
10	45440350	45443915	KRH35119	2902	0
10	45445164	45451455	KRH35122	83	0
10	45459518	45462243	KRH35124	2901	0
10	45464900	45468155	KRH35126	976	0
10	45473669	45476195	KRH35130	2900	0
10	45479863	45488314	KRH35131	828	0
10	45491509	45493565	KRH35132	6344	0
10	45494198	45496872	KRH35133	6343	0
10	45498206	45500186	KRH35135	1545	0
10	45503642	45505214	KRH35137	4578	0
10	45509340	45510452	KRH35138	2899	0
10	45514702	45516815	KRH35139	1240	0
10	45540859	45544813	KRH35143	193	0
10	45561745	45563392	KRH35147	2075	1
10	45563760	45564354	KRH35148	2075	1
10	45579021	45582548	KRH35149	1239	0
10	45598119	45603561	KRH35150	4576	0
10	45605620	45609803	KRH35151	1238	0
10	45612670	45623310	KRH35154	4575	0
10	45616985	45617457	KRH35155	44	0
10	45629065	45639027	KRH35157	4387	0
10	45640990	45641657	KRH35158	257	0
10	45658317	45660220	KRH35160	702	1
10	45666030	45668827	KRH35161	702	1
10	45674356	45684646	KRH35162	785	0
10	45682181	45682976	KRH35164	5141	0
10	45711154	45716404	KRH35167	1544	1
10	45719121	45725402	KRH35170	1544	1
10	45729028	45730338	KRH35176	2894	0
10	45734417	45741920	KRH35179	256	0
10	45753863	45755920	KRH35180	6340	0
10	45757751	45761394	KRH35181	4574	1
10	45763053	45767249	KRH35183	4574	1
10	45777447	45785455	KRH35188	1235	1
10	45789241	45796345	KRH35193	1235	1
10	45804245	45808712	KRH35199	702	0
10	45817689	45819155	KRH35200	136	0
10	45821419	45826466	KRH35201	598	0
10	45828656	45838014	KRH35202	953	2
10	45840732	45843813	KRH35203	780	1
10	45854630	45857975	KRH35204	780	1
10	45862564	45865194	KRH35205	780	1
10	45873599	45874166	KRH35206	953	2
10	45876950	45878506	KRH35208	5741	0
10	45880533	45883776	KRH35209	780	1
10	45886382	45892416	KRH35210	684	0
10	45893094	45895914	KRH35212	780	1
10	45897641	45904061	KRH35213	2602	0
10	45906187	45911386	KRH35216	2893	0
10	45914342	45915472	KRH35218	2892	0
10	45923278	45927038	KRH35219	2439	0
10	45951812	45959275	KRH35220	355	0
10	45961076	45964619	KRH35221	6339	0
10	45968793	45971854	KRH35223	827	0
10	45984999	45986740	KRH35224	6338	0
10	45996215	45996433	KRH35225	4573	1
10	45996688	45998100	KRH35226	4573	1
10	46001071	46006711	KRH35227	1543	0
10	46013366	46017442	KRH35228	1620	0
10	46018669	46021536	KRH35229	6337	0
10	46024155	46026091	KRH35230	7	0
10	46037495	46037891	KRH35231	6336	0
10	46039692	46040845	KRH35232	2891	0
10	46044438	46045534	KRH35233	130	1
10	46047209	46048615	KRH35234	130	1
10	46060022	46065739	KRH35235	180	0
10	46072235	46075548	KRH35238	82	4
10	46077416	46080227	KRH35239	82	4
10	46085150	46088062	KRH35240	82	4
10	46093079	46095496	KRH35241	2889	0
10	46101504	46102415	KRH35243	2888	0
10	46106023	46108113	KRH35244	5282	0
10	46111104	46113584	KRH35245	1436	0
10	46121830	46127235	KRH35246	2322	1
10	46133598	46138435	KRH35248	2322	1
10	46138896	46139641	KRH35249	520	1
10	46142748	46144819	KRH35250	6335	0
10	46154299	46156888	KRH35251	2887	0
10	46167448	46168037	KRH35252	5076	0
10	46170280	46174862	KRH35253	520	1
10	46180120	46186843	KRH35255	6334	0
10	46187567	46191636	KRH35256	6333	0
10	46200481	46204422	KRH35258	5204	0
10	46211763	46215772	KRH35262	1384	0
10	46217284	46220027	KRH35264	2886	0
10	46221921	46229878	KRH35266	116	0
10	46231714	46235089	KRH35270	4571	1
10	46233655	46234189	KRH35269	4571	1
10	46237132	46242683	KRH35271	225	2
10	46244533	46249380	KRH35274	225	2
10	46253499	46255020	KRH35275	2884	0
10	46257096	46261613	KRH35278	2883	0
10	46266783	46273500	KRH35280	1542	0
10	46281387	46285171	KRH35281	6332	0
10	46285252	46289700	KRH35282	825	0
10	46291715	46292565	KRH35283	6331	0
10	46295074	46296709	KRH35284	2882	0
10	46297124	46302217	KRH35286	2881	0
10	46304593	46310226	KRH35288	2879	0
10	46331672	46335217	KRH35289	6330	0
10	46346980	46355826	KRH35291	158	0
10	46357820	46377913	KRH35293	1233	0
10	46383827	46387200	KRH35295	1541	1
10	46404476	46406539	KRH35296	1541	1
10	46416494	46424985	KRH35297	4569	0
10	46440992	46442617	KRH35300	1437	0
10	46452974	46455556	KRH35301	224	0
10	46460632	46465595	KRH35302	6329	0
10	46468511	46473373	KRH35303	6328	0
10	46474976	46477770	KRH35309	255	0
10	46486132	46486957	KRH35310	4570	0
10	46491380	46492436	KRH35311	130	0
10	46494305	46498333	KRH35317	6327	0
10	46499255	46501930	KRH35321	6326	0
10	46503194	46510614	KRH35324	2877	0
10	46526782	46530177	KRH35325	6325	0
10	46538040	46540831	KRH35326	519	0
10	46541417	46544051	KRH35328	3	25
10	46546404	46548315	KRH35330	6324	0
10	46549220	46552230	KRH35334	3	25
10	46557062	46557706	KRH35335	2876	0
10	46559759	46563487	KRH35336	6323	0
10	46571852	46575791	KRH35337	6322	0
10	46580785	46583922	KRH35342	597	0
10	46586624	46587350	KRH35343	10115	0
10	46598519	46600609	KRH35346	2875	0
10	46600721	46601950	KRH35349	6321	0
10	46607666	46608625	KRH35351	2874	0
10	46614756	46616145	KRH35352	6320	0
10	46621869	46623290	KRH35353	48	0
10	46627410	46631638	KRH35354	4367	0
10	46649889	46654561	KRH35355	1540	0
10	46668214	46673206	KRH35356	159	0
10	46680865	46684088	KRH35359	596	0
10	46688122	46693051	KRH35361	2071	0
10	46696856	46699674	KRH35363	6316	0
10	46709414	46712444	KRH35367	6315	0
10	46721675	46725132	KRH35368	595	0
10	46725634	46728204	KRH35371	4566	0
10	46734289	46735513	KRH35375	2442	0
10	46755702	46757579	KRH35376	206	0
10	46771981	46776256	KRH35377	1539	0
10	46778045	46781716	KRH35381	6314	0
10	46792292	46793755	KRH35382	2	22
10	46808226	46810838	KRH35383	2	22
10	46811657	46819965	KRH35384	2873	0
10	46821690	46824640	KRH35387	6108	0
10	46829671	46830490	KRH35388	458	0
10	46840990	46844212	KRH35389	565	0
10	46854695	46857260	KRH35390	1007	0
10	46859844	46861631	KRH35391	6313	0
10	46871673	46872747	KRH35393	103	0
10	46878808	46881510	KRH35394	1250	0
10	46881013	46883124	KRH35395	6312	0
10	46884602	46894577	KRH35396	970	0
10	46902170	46906309	KRH35397	2872	0
10	46916034	46920066	KRH35399	2871	0
10	46921096	46924650	KRH35400	411	0
10	46928508	46932874	KRH35403	40	0
10	46938908	46948308	KRH35404	1538	0
10	46961500	46963113	KRH35405	518	0
10	46974987	46976720	KRH35406	502	0
10	46985576	46987104	KRH35408	5286	0
10	47002102	47004053	KRH35412	2870	0
10	47008451	47010862	KRH35413	2869	0
10	47017194	47020398	KRH35414	109	0
10	47028447	47031031	KRH35415	6203	0
10	47033188	47035730	KRH35417	6310	0
10	47038464	47043327	KRH35418	6309	0
10	47046010	47048215	KRH35419	1231	0
10	47052907	47053188	KRH35420	4565	1
10	47053602	47054186	KRH35421	4565	1
10	47063741	47068436	KRH35422	6308	0
10	47081752	47089293	KRH35424	1006	0
10	47090723	47092207	KRH35426	6307	0
10	47093002	47095838	KRH35427	6306	0
10	47097757	47102097	KRH35429	2868	0
10	47123815	47132323	KRH35432	285	0
10	47154741	47163348	KRH35435	2073	0
10	47169942	47172747	KRH35437	6305	0
10	47174455	47178553	KRH35438	2867	0
10	47178036	47180707	KRH35440	6304	0
