geneA	geneB	tag_id	startA	endA	strandA	startB	endB	strandB	orientation
KRH17741	KRH17758	9_TAG1	3099892	3100196	1	3200082	3204311	1	tandem
KRH17741	KRH17759	9_TAG1	3099892	3100196	1	3206633	3211937	1	tandem
KRH17741	KRH17760	9_TAG1	3099892	3100196	1	3214259	3219563	1	tandem
KRH17741	KRH17761	9_TAG1	3099892	3100196	1	3224386	3226813	1	tandem
KRH17741	KRH17762	9_TAG1	3099892	3100196	1	3229175	3230144	1	tandem
KRH17742	KRH17745	9_TAG1	3100344	3101566	1	3105706	3106038	1	tandem
KRH17742	KRH17748	9_TAG1	3100344	3101566	1	3110022	3110240	1	tandem
KRH17742	KRH17749	9_TAG1	3100344	3101566	1	3112572	3132442	1	tandem
KRH17742	KRH17751	9_TAG1	3100344	3101566	1	3175354	3175826	1	tandem
KRH17742	KRH17753	9_TAG1	3100344	3101566	1	3181036	3183452	1	tandem
KRH17742	KRH17754	9_TAG1	3100344	3101566	1	3185319	3187747	1	tandem
KRH17742	KRH17755	9_TAG1	3100344	3101566	1	3188662	3191078	1	tandem
KRH17742	KRH17757	9_TAG1	3100344	3101566	1	3198065	3199146	1	tandem
KRH17742	KRH17758	9_TAG1	3100344	3101566	1	3200082	3204311	1	tandem
KRH17742	KRH17759	9_TAG1	3100344	3101566	1	3206633	3211937	1	tandem
KRH17742	KRH17760	9_TAG1	3100344	3101566	1	3214259	3219563	1	tandem
KRH17742	KRH17761	9_TAG1	3100344	3101566	1	3224386	3226813	1	tandem
KRH17742	KRH17762	9_TAG1	3100344	3101566	1	3229175	3230144	1	tandem
KRH17745	KRH17748	9_TAG1	3105706	3106038	1	3110022	3110240	1	tandem
KRH17745	KRH17749	9_TAG1	3105706	3106038	1	3112572	3132442	1	tandem
KRH17745	KRH17751	9_TAG1	3105706	3106038	1	3175354	3175826	1	tandem
KRH17745	KRH17753	9_TAG1	3105706	3106038	1	3181036	3183452	1	tandem
KRH17745	KRH17754	9_TAG1	3105706	3106038	1	3185319	3187747	1	tandem
KRH17745	KRH17755	9_TAG1	3105706	3106038	1	3188662	3191078	1	tandem
KRH17745	KRH17757	9_TAG1	3105706	3106038	1	3198065	3199146	1	tandem
KRH17745	KRH17758	9_TAG1	3105706	3106038	1	3200082	3204311	1	tandem
KRH17745	KRH17759	9_TAG1	3105706	3106038	1	3206633	3211937	1	tandem
KRH17745	KRH17760	9_TAG1	3105706	3106038	1	3214259	3219563	1	tandem
KRH17745	KRH17761	9_TAG1	3105706	3106038	1	3224386	3226813	1	tandem
KRH17745	KRH17762	9_TAG1	3105706	3106038	1	3229175	3230144	1	tandem
KRH17748	KRH17749	9_TAG1	3110022	3110240	1	3112572	3132442	1	tandem
KRH17748	KRH17751	9_TAG1	3110022	3110240	1	3175354	3175826	1	tandem
KRH17748	KRH17753	9_TAG1	3110022	3110240	1	3181036	3183452	1	tandem
KRH17748	KRH17754	9_TAG1	3110022	3110240	1	3185319	3187747	1	tandem
KRH17748	KRH17755	9_TAG1	3110022	3110240	1	3188662	3191078	1	tandem
KRH17748	KRH17757	9_TAG1	3110022	3110240	1	3198065	3199146	1	tandem
KRH17748	KRH17758	9_TAG1	3110022	3110240	1	3200082	3204311	1	tandem
KRH17748	KRH17759	9_TAG1	3110022	3110240	1	3206633	3211937	1	tandem
KRH17748	KRH17760	9_TAG1	3110022	3110240	1	3214259	3219563	1	tandem
KRH17748	KRH17761	9_TAG1	3110022	3110240	1	3224386	3226813	1	tandem
KRH17748	KRH17762	9_TAG1	3110022	3110240	1	3229175	3230144	1	tandem
KRH17749	KRH17751	9_TAG1	3112572	3132442	1	3175354	3175826	1	tandem
KRH17749	KRH17753	9_TAG1	3112572	3132442	1	3181036	3183452	1	tandem
KRH17749	KRH17754	9_TAG1	3112572	3132442	1	3185319	3187747	1	tandem
KRH17749	KRH17755	9_TAG1	3112572	3132442	1	3188662	3191078	1	tandem
KRH17749	KRH17757	9_TAG1	3112572	3132442	1	3198065	3199146	1	tandem
KRH17749	KRH17758	9_TAG1	3112572	3132442	1	3200082	3204311	1	tandem
KRH17749	KRH17759	9_TAG1	3112572	3132442	1	3206633	3211937	1	tandem
KRH17749	KRH17760	9_TAG1	3112572	3132442	1	3214259	3219563	1	tandem
KRH17749	KRH17761	9_TAG1	3112572	3132442	1	3224386	3226813	1	tandem
KRH17749	KRH17762	9_TAG1	3112572	3132442	1	3229175	3230144	1	tandem
KRH17751	KRH17753	9_TAG1	3175354	3175826	1	3181036	3183452	1	tandem
KRH17751	KRH17754	9_TAG1	3175354	3175826	1	3185319	3187747	1	tandem
KRH17751	KRH17755	9_TAG1	3175354	3175826	1	3188662	3191078	1	tandem
KRH17751	KRH17757	9_TAG1	3175354	3175826	1	3198065	3199146	1	tandem
KRH17751	KRH17758	9_TAG1	3175354	3175826	1	3200082	3204311	1	tandem
KRH17751	KRH17759	9_TAG1	3175354	3175826	1	3206633	3211937	1	tandem
KRH17751	KRH17760	9_TAG1	3175354	3175826	1	3214259	3219563	1	tandem
KRH17751	KRH17761	9_TAG1	3175354	3175826	1	3224386	3226813	1	tandem
KRH17751	KRH17762	9_TAG1	3175354	3175826	1	3229175	3230144	1	tandem
KRH17753	KRH17754	9_TAG1	3181036	3183452	1	3185319	3187747	1	tandem
KRH17753	KRH17755	9_TAG1	3181036	3183452	1	3188662	3191078	1	tandem
KRH17753	KRH17757	9_TAG1	3181036	3183452	1	3198065	3199146	1	tandem
KRH17753	KRH17758	9_TAG1	3181036	3183452	1	3200082	3204311	1	tandem
KRH17753	KRH17759	9_TAG1	3181036	3183452	1	3206633	3211937	1	tandem
KRH17753	KRH17760	9_TAG1	3181036	3183452	1	3214259	3219563	1	tandem
KRH17753	KRH17761	9_TAG1	3181036	3183452	1	3224386	3226813	1	tandem
KRH17753	KRH17762	9_TAG1	3181036	3183452	1	3229175	3230144	1	tandem
KRH17754	KRH17755	9_TAG1	3185319	3187747	1	3188662	3191078	1	tandem
KRH17754	KRH17757	9_TAG1	3185319	3187747	1	3198065	3199146	1	tandem
KRH17754	KRH17758	9_TAG1	3185319	3187747	1	3200082	3204311	1	tandem
KRH17754	KRH17759	9_TAG1	3185319	3187747	1	3206633	3211937	1	tandem
KRH17754	KRH17760	9_TAG1	3185319	3187747	1	3214259	3219563	1	tandem
KRH17754	KRH17761	9_TAG1	3185319	3187747	1	3224386	3226813	1	tandem
KRH17754	KRH17762	9_TAG1	3185319	3187747	1	3229175	3230144	1	tandem
KRH17755	KRH17757	9_TAG1	3188662	3191078	1	3198065	3199146	1	tandem
KRH17755	KRH17758	9_TAG1	3188662	3191078	1	3200082	3204311	1	tandem
KRH17755	KRH17759	9_TAG1	3188662	3191078	1	3206633	3211937	1	tandem
KRH17755	KRH17760	9_TAG1	3188662	3191078	1	3214259	3219563	1	tandem
KRH17755	KRH17761	9_TAG1	3188662	3191078	1	3224386	3226813	1	tandem
KRH17755	KRH17762	9_TAG1	3188662	3191078	1	3229175	3230144	1	tandem
KRH17757	KRH17758	9_TAG1	3198065	3199146	1	3200082	3204311	1	tandem
KRH17757	KRH17759	9_TAG1	3198065	3199146	1	3206633	3211937	1	tandem
KRH17757	KRH17760	9_TAG1	3198065	3199146	1	3214259	3219563	1	tandem
KRH17757	KRH17761	9_TAG1	3198065	3199146	1	3224386	3226813	1	tandem
KRH17757	KRH17762	9_TAG1	3198065	3199146	1	3229175	3230144	1	tandem
KRH17758	KRH17759	9_TAG1	3200082	3204311	1	3206633	3211937	1	tandem
KRH17758	KRH17760	9_TAG1	3200082	3204311	1	3214259	3219563	1	tandem
KRH17758	KRH17761	9_TAG1	3200082	3204311	1	3224386	3226813	1	tandem
KRH17758	KRH17762	9_TAG1	3200082	3204311	1	3229175	3230144	1	tandem
KRH17759	KRH17760	9_TAG1	3206633	3211937	1	3214259	3219563	1	tandem
KRH17759	KRH17761	9_TAG1	3206633	3211937	1	3224386	3226813	1	tandem
KRH17759	KRH17762	9_TAG1	3206633	3211937	1	3229175	3230144	1	tandem
KRH17760	KRH17761	9_TAG1	3214259	3219563	1	3224386	3226813	1	tandem
KRH17760	KRH17762	9_TAG1	3214259	3219563	1	3229175	3230144	1	tandem
KRH17761	KRH17762	9_TAG1	3224386	3226813	1	3229175	3230144	1	tandem
KRH17750	KRH17752	498_TAG1	3124021	3126210	-1	3178903	3179392	-1	tandem
KRH17765	KRH17766	498_TAG3	3239102	3239591	-1	3240522	3241413	-1	tandem
KRH17765	KRH17768	498_TAG3	3239102	3239591	-1	3246660	3247216	-1	tandem
KRH17765	KRH17769	498_TAG3	3239102	3239591	-1	3255772	3256663	-1	tandem
KRH17766	KRH17768	498_TAG3	3240522	3241413	-1	3246660	3247216	-1	tandem
KRH17766	KRH17769	498_TAG3	3240522	3241413	-1	3255772	3256663	-1	tandem
KRH17768	KRH17769	498_TAG3	3246660	3247216	-1	3255772	3256663	-1	tandem
KRH17770	KRH17771	9_TAG3	3258263	3265494	1	3267601	3273047	1	tandem
KRH17770	KRH17772	9_TAG3	3258263	3265494	1	3278426	3283689	1	tandem
KRH17771	KRH17772	9_TAG3	3267601	3273047	1	3278426	3283689	1	tandem
KRH17775	KRH17776	9_TAG4	3301257	3306561	1	3308883	3314187	1	tandem
KRH17775	KRH17777	9_TAG4	3301257	3306561	1	3316548	3321440	1	tandem
KRH17775	KRH17778	9_TAG4	3301257	3306561	1	3324131	3329435	1	tandem
KRH17775	KRH17779	9_TAG4	3301257	3306561	1	3331756	3337059	1	tandem
KRH17775	KRH17780	9_TAG4	3301257	3306561	1	3339381	3351390	1	tandem
KRH17775	KRH17781	9_TAG4	3301257	3306561	1	3347169	3348671	1	tandem
KRH17775	KRH17783	9_TAG4	3301257	3306561	1	3366511	3367554	1	tandem
KRH17775	KRH17784	9_TAG4	3301257	3306561	1	3368098	3370191	1	tandem
KRH17775	KRH17785	9_TAG4	3301257	3306561	1	3372809	3373852	1	tandem
KRH17775	KRH17786	9_TAG4	3301257	3306561	1	3383799	3384842	1	tandem
KRH17775	KRH17787	9_TAG4	3301257	3306561	1	3387164	3392468	1	tandem
KRH17775	KRH17788	9_TAG4	3301257	3306561	1	3399051	3400094	1	tandem
KRH17775	KRH17789	9_TAG4	3301257	3306561	1	3413371	3413942	1	tandem
KRH17775	KRH17790	9_TAG4	3301257	3306561	1	3434276	3439580	1	tandem
KRH17775	KRH17791	9_TAG4	3301257	3306561	1	3445753	3446292	1	tandem
KRH17775	KRH17792	9_TAG4	3301257	3306561	1	3449496	3455371	1	tandem
KRH17775	KRH17793	9_TAG4	3301257	3306561	1	3457691	3462995	1	tandem
KRH17775	KRH17794	9_TAG4	3301257	3306561	1	3465317	3470620	1	tandem
KRH17775	KRH17796	9_TAG4	3301257	3306561	1	3480567	3485867	1	tandem
KRH17775	KRH17797	9_TAG4	3301257	3306561	1	3488189	3493493	1	tandem
KRH17775	KRH17798	9_TAG4	3301257	3306561	1	3505585	3510831	1	tandem
KRH17775	KRH17799	9_TAG4	3301257	3306561	1	3513208	3514353	1	tandem
KRH17775	KRH17800	9_TAG4	3301257	3306561	1	3514454	3515599	1	tandem
KRH17775	KRH17801	9_TAG4	3301257	3306561	1	3515729	3516819	1	tandem
KRH17775	KRH17802	9_TAG4	3301257	3306561	1	3516975	3517861	1	tandem
KRH17775	KRH17803	9_TAG4	3301257	3306561	1	3518023	3519567	1	tandem
KRH17775	KRH17804	9_TAG4	3301257	3306561	1	3521887	3534808	1	tandem
KRH17775	KRH17805	9_TAG4	3301257	3306561	1	3532814	3533385	1	tandem
KRH17775	KRH17806	9_TAG4	3301257	3306561	1	3537129	3542432	1	tandem
KRH17775	KRH17807	9_TAG4	3301257	3306561	1	3544754	3550057	1	tandem
KRH17775	KRH17808	9_TAG4	3301257	3306561	1	3552379	3557683	1	tandem
KRH17775	KRH17809	9_TAG4	3301257	3306561	1	3560005	3565309	1	tandem
KRH17775	KRH17810	9_TAG4	3301257	3306561	1	3567631	3572935	1	tandem
KRH17775	KRH17811	9_TAG4	3301257	3306561	1	3575257	3580561	1	tandem
KRH17775	KRH17812	9_TAG4	3301257	3306561	1	3582881	3595332	1	tandem
KRH17775	KRH17815	9_TAG4	3301257	3306561	1	3600039	3607143	1	tandem
KRH17775	KRH17816	9_TAG4	3301257	3306561	1	3618007	3623308	1	tandem
KRH17775	KRH17817	9_TAG4	3301257	3306561	1	3625628	3630932	1	tandem
KRH17775	KRH17818	9_TAG4	3301257	3306561	1	3633254	3638558	1	tandem
KRH17775	KRH17819	9_TAG4	3301257	3306561	1	3640880	3646184	1	tandem
KRH17775	KRH17820	9_TAG4	3301257	3306561	1	3648506	3653810	1	tandem
KRH17775	KRH17821	9_TAG4	3301257	3306561	1	3660393	3661436	1	tandem
KRH17775	KRH17822	9_TAG4	3301257	3306561	1	3671382	3672740	1	tandem
KRH17775	KRH17823	9_TAG4	3301257	3306561	1	3677286	3681045	1	tandem
KRH17775	KRH17824	9_TAG4	3301257	3306561	1	3683367	3688669	1	tandem
KRH17775	KRH17825	9_TAG4	3301257	3306561	1	3690992	3696296	1	tandem
KRH17775	KRH17826	9_TAG4	3301257	3306561	1	3698617	3703920	1	tandem
KRH17775	KRH17827	9_TAG4	3301257	3306561	1	3706242	3711546	1	tandem
KRH17775	KRH17828	9_TAG4	3301257	3306561	1	3721487	3726786	1	tandem
KRH17775	KRH17829	9_TAG4	3301257	3306561	1	3731639	3749648	1	tandem
KRH17775	KRH17830	9_TAG4	3301257	3306561	1	3744517	3744753	1	tandem
KRH17775	KRH17831	9_TAG4	3301257	3306561	1	3751969	3757273	1	tandem
KRH17775	KRH17832	9_TAG4	3301257	3306561	1	3759595	3764690	1	tandem
KRH17775	KRH17833	9_TAG4	3301257	3306561	1	3774839	3780142	1	tandem
KRH17775	KRH17835	9_TAG4	3301257	3306561	1	3792592	3795020	1	tandem
KRH17775	KRH17836	9_TAG4	3301257	3306561	1	3804766	3818255	1	tandem
KRH17775	KRH17837	9_TAG4	3301257	3306561	1	3820577	3825881	1	tandem
KRH17775	KRH17839	9_TAG4	3301257	3306561	1	3835249	3841124	1	tandem
KRH17775	KRH17840	9_TAG4	3301257	3306561	1	3843446	3848750	1	tandem
KRH17775	KRH17841	9_TAG4	3301257	3306561	1	3851072	3856380	1	tandem
KRH17775	KRH17842	9_TAG4	3301257	3306561	1	3858702	3864006	1	tandem
KRH17775	KRH17844	9_TAG4	3301257	3306561	1	3868833	3871261	1	tandem
KRH17775	KRH17845	9_TAG4	3301257	3306561	1	3881736	3882116	1	tandem
KRH17775	KRH17847	9_TAG4	3301257	3306561	1	3889186	3894484	1	tandem
KRH17775	KRH17849	9_TAG4	3301257	3306561	1	3896798	3902095	1	tandem
KRH17775	KRH17850	9_TAG4	3301257	3306561	1	3903580	3906906	1	tandem
KRH17775	KRH17852	9_TAG4	3301257	3306561	1	3910452	3912678	1	tandem
KRH17775	KRH17854	9_TAG4	3301257	3306561	1	3921934	3924017	1	tandem
KRH17775	KRH17855	9_TAG4	3301257	3306561	1	3925406	3931538	1	tandem
KRH17775	KRH17856	9_TAG4	3301257	3306561	1	3937165	3937736	1	tandem
KRH17775	KRH17857	9_TAG4	3301257	3306561	1	3949103	3961816	1	tandem
KRH17775	KRH17858	9_TAG4	3301257	3306561	1	3964509	3967392	1	tandem
KRH17775	KRH17859	9_TAG4	3301257	3306561	1	3971961	3977260	1	tandem
KRH17775	KRH17860	9_TAG4	3301257	3306561	1	3979008	3984881	1	tandem
KRH17775	KRH17861	9_TAG4	3301257	3306561	1	3987368	3988659	1	tandem
KRH17775	KRH17862	9_TAG4	3301257	3306561	1	3988735	3992501	1	tandem
KRH17775	KRH17863	9_TAG4	3301257	3306561	1	3994822	4000126	1	tandem
KRH17775	KRH17864	9_TAG4	3301257	3306561	1	4002448	4007752	1	tandem
KRH17775	KRH17865	9_TAG4	3301257	3306561	1	4010074	4015378	1	tandem
KRH17775	KRH17866	9_TAG4	3301257	3306561	1	4017700	4021590	1	tandem
KRH17775	KRH17867	9_TAG4	3301257	3306561	1	4025256	4026028	1	tandem
KRH17775	KRH17870	9_TAG4	3301257	3306561	1	4062472	4067773	1	tandem
KRH17775	KRH17871	9_TAG4	3301257	3306561	1	4076382	4081686	1	tandem
KRH17775	KRH17872	9_TAG4	3301257	3306561	1	4091199	4096092	1	tandem
KRH17775	KRH17873	9_TAG4	3301257	3306561	1	4098819	4103710	1	tandem
KRH17775	KRH17874	9_TAG4	3301257	3306561	1	4106441	4111335	1	tandem
KRH17776	KRH17777	9_TAG4	3308883	3314187	1	3316548	3321440	1	tandem
KRH17776	KRH17778	9_TAG4	3308883	3314187	1	3324131	3329435	1	tandem
KRH17776	KRH17779	9_TAG4	3308883	3314187	1	3331756	3337059	1	tandem
KRH17776	KRH17780	9_TAG4	3308883	3314187	1	3339381	3351390	1	tandem
KRH17776	KRH17781	9_TAG4	3308883	3314187	1	3347169	3348671	1	tandem
KRH17776	KRH17783	9_TAG4	3308883	3314187	1	3366511	3367554	1	tandem
KRH17776	KRH17784	9_TAG4	3308883	3314187	1	3368098	3370191	1	tandem
KRH17776	KRH17785	9_TAG4	3308883	3314187	1	3372809	3373852	1	tandem
KRH17776	KRH17786	9_TAG4	3308883	3314187	1	3383799	3384842	1	tandem
KRH17776	KRH17787	9_TAG4	3308883	3314187	1	3387164	3392468	1	tandem
KRH17776	KRH17788	9_TAG4	3308883	3314187	1	3399051	3400094	1	tandem
KRH17776	KRH17789	9_TAG4	3308883	3314187	1	3413371	3413942	1	tandem
KRH17776	KRH17790	9_TAG4	3308883	3314187	1	3434276	3439580	1	tandem
KRH17776	KRH17791	9_TAG4	3308883	3314187	1	3445753	3446292	1	tandem
KRH17776	KRH17792	9_TAG4	3308883	3314187	1	3449496	3455371	1	tandem
KRH17776	KRH17793	9_TAG4	3308883	3314187	1	3457691	3462995	1	tandem
KRH17776	KRH17794	9_TAG4	3308883	3314187	1	3465317	3470620	1	tandem
KRH17776	KRH17796	9_TAG4	3308883	3314187	1	3480567	3485867	1	tandem
KRH17776	KRH17797	9_TAG4	3308883	3314187	1	3488189	3493493	1	tandem
KRH17776	KRH17798	9_TAG4	3308883	3314187	1	3505585	3510831	1	tandem
KRH17776	KRH17799	9_TAG4	3308883	3314187	1	3513208	3514353	1	tandem
KRH17776	KRH17800	9_TAG4	3308883	3314187	1	3514454	3515599	1	tandem
KRH17776	KRH17801	9_TAG4	3308883	3314187	1	3515729	3516819	1	tandem
KRH17776	KRH17802	9_TAG4	3308883	3314187	1	3516975	3517861	1	tandem
KRH17776	KRH17803	9_TAG4	3308883	3314187	1	3518023	3519567	1	tandem
KRH17776	KRH17804	9_TAG4	3308883	3314187	1	3521887	3534808	1	tandem
KRH17776	KRH17805	9_TAG4	3308883	3314187	1	3532814	3533385	1	tandem
KRH17776	KRH17806	9_TAG4	3308883	3314187	1	3537129	3542432	1	tandem
KRH17776	KRH17807	9_TAG4	3308883	3314187	1	3544754	3550057	1	tandem
KRH17776	KRH17808	9_TAG4	3308883	3314187	1	3552379	3557683	1	tandem
KRH17776	KRH17809	9_TAG4	3308883	3314187	1	3560005	3565309	1	tandem
KRH17776	KRH17810	9_TAG4	3308883	3314187	1	3567631	3572935	1	tandem
KRH17776	KRH17811	9_TAG4	3308883	3314187	1	3575257	3580561	1	tandem
KRH17776	KRH17812	9_TAG4	3308883	3314187	1	3582881	3595332	1	tandem
KRH17776	KRH17815	9_TAG4	3308883	3314187	1	3600039	3607143	1	tandem
KRH17776	KRH17816	9_TAG4	3308883	3314187	1	3618007	3623308	1	tandem
KRH17776	KRH17817	9_TAG4	3308883	3314187	1	3625628	3630932	1	tandem
KRH17776	KRH17818	9_TAG4	3308883	3314187	1	3633254	3638558	1	tandem
KRH17776	KRH17819	9_TAG4	3308883	3314187	1	3640880	3646184	1	tandem
KRH17776	KRH17820	9_TAG4	3308883	3314187	1	3648506	3653810	1	tandem
KRH17776	KRH17821	9_TAG4	3308883	3314187	1	3660393	3661436	1	tandem
KRH17776	KRH17822	9_TAG4	3308883	3314187	1	3671382	3672740	1	tandem
KRH17776	KRH17823	9_TAG4	3308883	3314187	1	3677286	3681045	1	tandem
KRH17776	KRH17824	9_TAG4	3308883	3314187	1	3683367	3688669	1	tandem
KRH17776	KRH17825	9_TAG4	3308883	3314187	1	3690992	3696296	1	tandem
KRH17776	KRH17826	9_TAG4	3308883	3314187	1	3698617	3703920	1	tandem
KRH17776	KRH17827	9_TAG4	3308883	3314187	1	3706242	3711546	1	tandem
KRH17776	KRH17828	9_TAG4	3308883	3314187	1	3721487	3726786	1	tandem
KRH17776	KRH17829	9_TAG4	3308883	3314187	1	3731639	3749648	1	tandem
KRH17776	KRH17830	9_TAG4	3308883	3314187	1	3744517	3744753	1	tandem
KRH17776	KRH17831	9_TAG4	3308883	3314187	1	3751969	3757273	1	tandem
KRH17776	KRH17832	9_TAG4	3308883	3314187	1	3759595	3764690	1	tandem
KRH17776	KRH17833	9_TAG4	3308883	3314187	1	3774839	3780142	1	tandem
KRH17776	KRH17835	9_TAG4	3308883	3314187	1	3792592	3795020	1	tandem
KRH17776	KRH17836	9_TAG4	3308883	3314187	1	3804766	3818255	1	tandem
KRH17776	KRH17837	9_TAG4	3308883	3314187	1	3820577	3825881	1	tandem
KRH17776	KRH17839	9_TAG4	3308883	3314187	1	3835249	3841124	1	tandem
KRH17776	KRH17840	9_TAG4	3308883	3314187	1	3843446	3848750	1	tandem
KRH17776	KRH17841	9_TAG4	3308883	3314187	1	3851072	3856380	1	tandem
KRH17776	KRH17842	9_TAG4	3308883	3314187	1	3858702	3864006	1	tandem
KRH17776	KRH17844	9_TAG4	3308883	3314187	1	3868833	3871261	1	tandem
KRH17776	KRH17845	9_TAG4	3308883	3314187	1	3881736	3882116	1	tandem
KRH17776	KRH17847	9_TAG4	3308883	3314187	1	3889186	3894484	1	tandem
KRH17776	KRH17849	9_TAG4	3308883	3314187	1	3896798	3902095	1	tandem
KRH17776	KRH17850	9_TAG4	3308883	3314187	1	3903580	3906906	1	tandem
KRH17776	KRH17852	9_TAG4	3308883	3314187	1	3910452	3912678	1	tandem
KRH17776	KRH17854	9_TAG4	3308883	3314187	1	3921934	3924017	1	tandem
KRH17776	KRH17855	9_TAG4	3308883	3314187	1	3925406	3931538	1	tandem
KRH17776	KRH17856	9_TAG4	3308883	3314187	1	3937165	3937736	1	tandem
KRH17776	KRH17857	9_TAG4	3308883	3314187	1	3949103	3961816	1	tandem
KRH17776	KRH17858	9_TAG4	3308883	3314187	1	3964509	3967392	1	tandem
KRH17776	KRH17859	9_TAG4	3308883	3314187	1	3971961	3977260	1	tandem
KRH17776	KRH17860	9_TAG4	3308883	3314187	1	3979008	3984881	1	tandem
KRH17776	KRH17861	9_TAG4	3308883	3314187	1	3987368	3988659	1	tandem
KRH17776	KRH17862	9_TAG4	3308883	3314187	1	3988735	3992501	1	tandem
KRH17776	KRH17863	9_TAG4	3308883	3314187	1	3994822	4000126	1	tandem
KRH17776	KRH17864	9_TAG4	3308883	3314187	1	4002448	4007752	1	tandem
KRH17776	KRH17865	9_TAG4	3308883	3314187	1	4010074	4015378	1	tandem
KRH17776	KRH17866	9_TAG4	3308883	3314187	1	4017700	4021590	1	tandem
KRH17776	KRH17867	9_TAG4	3308883	3314187	1	4025256	4026028	1	tandem
KRH17776	KRH17870	9_TAG4	3308883	3314187	1	4062472	4067773	1	tandem
KRH17776	KRH17871	9_TAG4	3308883	3314187	1	4076382	4081686	1	tandem
KRH17776	KRH17872	9_TAG4	3308883	3314187	1	4091199	4096092	1	tandem
KRH17776	KRH17873	9_TAG4	3308883	3314187	1	4098819	4103710	1	tandem
KRH17776	KRH17874	9_TAG4	3308883	3314187	1	4106441	4111335	1	tandem
KRH17777	KRH17778	9_TAG4	3316548	3321440	1	3324131	3329435	1	tandem
KRH17777	KRH17779	9_TAG4	3316548	3321440	1	3331756	3337059	1	tandem
KRH17777	KRH17780	9_TAG4	3316548	3321440	1	3339381	3351390	1	tandem
KRH17777	KRH17781	9_TAG4	3316548	3321440	1	3347169	3348671	1	tandem
KRH17777	KRH17783	9_TAG4	3316548	3321440	1	3366511	3367554	1	tandem
KRH17777	KRH17784	9_TAG4	3316548	3321440	1	3368098	3370191	1	tandem
KRH17777	KRH17785	9_TAG4	3316548	3321440	1	3372809	3373852	1	tandem
KRH17777	KRH17786	9_TAG4	3316548	3321440	1	3383799	3384842	1	tandem
KRH17777	KRH17787	9_TAG4	3316548	3321440	1	3387164	3392468	1	tandem
KRH17777	KRH17788	9_TAG4	3316548	3321440	1	3399051	3400094	1	tandem
KRH17777	KRH17789	9_TAG4	3316548	3321440	1	3413371	3413942	1	tandem
KRH17777	KRH17790	9_TAG4	3316548	3321440	1	3434276	3439580	1	tandem
KRH17777	KRH17791	9_TAG4	3316548	3321440	1	3445753	3446292	1	tandem
KRH17777	KRH17792	9_TAG4	3316548	3321440	1	3449496	3455371	1	tandem
KRH17777	KRH17793	9_TAG4	3316548	3321440	1	3457691	3462995	1	tandem
KRH17777	KRH17794	9_TAG4	3316548	3321440	1	3465317	3470620	1	tandem
KRH17777	KRH17796	9_TAG4	3316548	3321440	1	3480567	3485867	1	tandem
KRH17777	KRH17797	9_TAG4	3316548	3321440	1	3488189	3493493	1	tandem
KRH17777	KRH17798	9_TAG4	3316548	3321440	1	3505585	3510831	1	tandem
KRH17777	KRH17799	9_TAG4	3316548	3321440	1	3513208	3514353	1	tandem
KRH17777	KRH17800	9_TAG4	3316548	3321440	1	3514454	3515599	1	tandem
KRH17777	KRH17801	9_TAG4	3316548	3321440	1	3515729	3516819	1	tandem
KRH17777	KRH17802	9_TAG4	3316548	3321440	1	3516975	3517861	1	tandem
KRH17777	KRH17803	9_TAG4	3316548	3321440	1	3518023	3519567	1	tandem
KRH17777	KRH17804	9_TAG4	3316548	3321440	1	3521887	3534808	1	tandem
KRH17777	KRH17805	9_TAG4	3316548	3321440	1	3532814	3533385	1	tandem
KRH17777	KRH17806	9_TAG4	3316548	3321440	1	3537129	3542432	1	tandem
KRH17777	KRH17807	9_TAG4	3316548	3321440	1	3544754	3550057	1	tandem
KRH17777	KRH17808	9_TAG4	3316548	3321440	1	3552379	3557683	1	tandem
KRH17777	KRH17809	9_TAG4	3316548	3321440	1	3560005	3565309	1	tandem
KRH17777	KRH17810	9_TAG4	3316548	3321440	1	3567631	3572935	1	tandem
KRH17777	KRH17811	9_TAG4	3316548	3321440	1	3575257	3580561	1	tandem
KRH17777	KRH17812	9_TAG4	3316548	3321440	1	3582881	3595332	1	tandem
KRH17777	KRH17815	9_TAG4	3316548	3321440	1	3600039	3607143	1	tandem
KRH17777	KRH17816	9_TAG4	3316548	3321440	1	3618007	3623308	1	tandem
KRH17777	KRH17817	9_TAG4	3316548	3321440	1	3625628	3630932	1	tandem
KRH17777	KRH17818	9_TAG4	3316548	3321440	1	3633254	3638558	1	tandem
KRH17777	KRH17819	9_TAG4	3316548	3321440	1	3640880	3646184	1	tandem
KRH17777	KRH17820	9_TAG4	3316548	3321440	1	3648506	3653810	1	tandem
KRH17777	KRH17821	9_TAG4	3316548	3321440	1	3660393	3661436	1	tandem
KRH17777	KRH17822	9_TAG4	3316548	3321440	1	3671382	3672740	1	tandem
KRH17777	KRH17823	9_TAG4	3316548	3321440	1	3677286	3681045	1	tandem
KRH17777	KRH17824	9_TAG4	3316548	3321440	1	3683367	3688669	1	tandem
KRH17777	KRH17825	9_TAG4	3316548	3321440	1	3690992	3696296	1	tandem
KRH17777	KRH17826	9_TAG4	3316548	3321440	1	3698617	3703920	1	tandem
KRH17777	KRH17827	9_TAG4	3316548	3321440	1	3706242	3711546	1	tandem
KRH17777	KRH17828	9_TAG4	3316548	3321440	1	3721487	3726786	1	tandem
