Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Distance_bp	Gene1_Start	Gene2_Start	Strand1	Strand2	Same_Orientation
KRH17798	KRH17812	GLYMA_13G017000	GLYMA_13G0180002	7	13	77296	3505585	3582881	+	+	True
KRH17798	KRH17815	GLYMA_13G017000	GLYMA_13G0180001	7	13	94454	3505585	3600039	+	+	True
KRH17799	KRH17800	GLYMA_13G0171002	GLYMA_13G0171003	7	13	1246	3513208	3514454	+	+	True
KRH17799	KRH17801	GLYMA_13G0171002	GLYMA_13G0171004	7	13	2521	3513208	3515729	+	+	True
KRH17799	KRH17802	GLYMA_13G0171002	GLYMA_13G0171005	7	13	3767	3513208	3516975	+	+	True
KRH17799	KRH17803	GLYMA_13G0171002	GLYMA_13G0171001	7	13	4815	3513208	3518023	+	+	True
KRH17799	KRH17804	GLYMA_13G0171002	GLYMA_13G017200	7	13	8679	3513208	3521887	+	+	True
KRH17799	KRH17805	GLYMA_13G0171002	GLYMA_13G017300	7	13	19606	3513208	3532814	+	+	True
KRH17799	KRH17806	GLYMA_13G0171002	GLYMA_13G017400	7	13	23921	3513208	3537129	+	+	True
KRH17799	KRH17807	GLYMA_13G0171002	GLYMA_13G017500	7	13	31546	3513208	3544754	+	+	True
KRH17799	KRH17808	GLYMA_13G0171002	GLYMA_13G017600	7	13	39171	3513208	3552379	+	+	True
KRH17799	KRH17809	GLYMA_13G0171002	GLYMA_13G017700	7	13	46797	3513208	3560005	+	+	True
KRH17799	KRH17810	GLYMA_13G0171002	GLYMA_13G017800	7	13	54423	3513208	3567631	+	+	True
KRH17799	KRH17811	GLYMA_13G0171002	GLYMA_13G017900	7	13	62049	3513208	3575257	+	+	True
KRH17799	KRH17812	GLYMA_13G0171002	GLYMA_13G0180002	7	13	69673	3513208	3582881	+	+	True
KRH17799	KRH17815	GLYMA_13G0171002	GLYMA_13G0180001	7	13	86831	3513208	3600039	+	+	True
KRH17800	KRH17801	GLYMA_13G0171003	GLYMA_13G0171004	7	13	1275	3514454	3515729	+	+	True
KRH17800	KRH17802	GLYMA_13G0171003	GLYMA_13G0171005	7	13	2521	3514454	3516975	+	+	True
KRH17800	KRH17803	GLYMA_13G0171003	GLYMA_13G0171001	7	13	3569	3514454	3518023	+	+	True
KRH17800	KRH17804	GLYMA_13G0171003	GLYMA_13G017200	7	13	7433	3514454	3521887	+	+	True
KRH17800	KRH17805	GLYMA_13G0171003	GLYMA_13G017300	7	13	18360	3514454	3532814	+	+	True
KRH17800	KRH17806	GLYMA_13G0171003	GLYMA_13G017400	7	13	22675	3514454	3537129	+	+	True
KRH17800	KRH17807	GLYMA_13G0171003	GLYMA_13G017500	7	13	30300	3514454	3544754	+	+	True
KRH17800	KRH17808	GLYMA_13G0171003	GLYMA_13G017600	7	13	37925	3514454	3552379	+	+	True
KRH17800	KRH17809	GLYMA_13G0171003	GLYMA_13G017700	7	13	45551	3514454	3560005	+	+	True
KRH17800	KRH17810	GLYMA_13G0171003	GLYMA_13G017800	7	13	53177	3514454	3567631	+	+	True
KRH17800	KRH17811	GLYMA_13G0171003	GLYMA_13G017900	7	13	60803	3514454	3575257	+	+	True
KRH17800	KRH17812	GLYMA_13G0171003	GLYMA_13G0180002	7	13	68427	3514454	3582881	+	+	True
KRH17800	KRH17815	GLYMA_13G0171003	GLYMA_13G0180001	7	13	85585	3514454	3600039	+	+	True
KRH17801	KRH17802	GLYMA_13G0171004	GLYMA_13G0171005	7	13	1246	3515729	3516975	+	+	True
KRH17801	KRH17803	GLYMA_13G0171004	GLYMA_13G0171001	7	13	2294	3515729	3518023	+	+	True
KRH17801	KRH17804	GLYMA_13G0171004	GLYMA_13G017200	7	13	6158	3515729	3521887	+	+	True
KRH17801	KRH17805	GLYMA_13G0171004	GLYMA_13G017300	7	13	17085	3515729	3532814	+	+	True
KRH17801	KRH17806	GLYMA_13G0171004	GLYMA_13G017400	7	13	21400	3515729	3537129	+	+	True
KRH17801	KRH17807	GLYMA_13G0171004	GLYMA_13G017500	7	13	29025	3515729	3544754	+	+	True
KRH17801	KRH17808	GLYMA_13G0171004	GLYMA_13G017600	7	13	36650	3515729	3552379	+	+	True
KRH17801	KRH17809	GLYMA_13G0171004	GLYMA_13G017700	7	13	44276	3515729	3560005	+	+	True
KRH17801	KRH17810	GLYMA_13G0171004	GLYMA_13G017800	7	13	51902	3515729	3567631	+	+	True
KRH17801	KRH17811	GLYMA_13G0171004	GLYMA_13G017900	7	13	59528	3515729	3575257	+	+	True
KRH17801	KRH17812	GLYMA_13G0171004	GLYMA_13G0180002	7	13	67152	3515729	3582881	+	+	True
KRH17801	KRH17815	GLYMA_13G0171004	GLYMA_13G0180001	7	13	84310	3515729	3600039	+	+	True
KRH17802	KRH17803	GLYMA_13G0171005	GLYMA_13G0171001	7	13	1048	3516975	3518023	+	+	True
KRH17802	KRH17804	GLYMA_13G0171005	GLYMA_13G017200	7	13	4912	3516975	3521887	+	+	True
KRH17802	KRH17805	GLYMA_13G0171005	GLYMA_13G017300	7	13	15839	3516975	3532814	+	+	True
KRH17802	KRH17806	GLYMA_13G0171005	GLYMA_13G017400	7	13	20154	3516975	3537129	+	+	True
KRH17802	KRH17807	GLYMA_13G0171005	GLYMA_13G017500	7	13	27779	3516975	3544754	+	+	True
KRH17802	KRH17808	GLYMA_13G0171005	GLYMA_13G017600	7	13	35404	3516975	3552379	+	+	True
KRH17802	KRH17809	GLYMA_13G0171005	GLYMA_13G017700	7	13	43030	3516975	3560005	+	+	True
KRH17802	KRH17810	GLYMA_13G0171005	GLYMA_13G017800	7	13	50656	3516975	3567631	+	+	True
KRH17802	KRH17811	GLYMA_13G0171005	GLYMA_13G017900	7	13	58282	3516975	3575257	+	+	True
KRH17802	KRH17812	GLYMA_13G0171005	GLYMA_13G0180002	7	13	65906	3516975	3582881	+	+	True
KRH17802	KRH17815	GLYMA_13G0171005	GLYMA_13G0180001	7	13	83064	3516975	3600039	+	+	True
KRH17803	KRH17804	GLYMA_13G0171001	GLYMA_13G017200	7	13	3864	3518023	3521887	+	+	True
KRH17803	KRH17805	GLYMA_13G0171001	GLYMA_13G017300	7	13	14791	3518023	3532814	+	+	True
KRH17803	KRH17806	GLYMA_13G0171001	GLYMA_13G017400	7	13	19106	3518023	3537129	+	+	True
KRH17803	KRH17807	GLYMA_13G0171001	GLYMA_13G017500	7	13	26731	3518023	3544754	+	+	True
KRH17803	KRH17808	GLYMA_13G0171001	GLYMA_13G017600	7	13	34356	3518023	3552379	+	+	True
KRH17803	KRH17809	GLYMA_13G0171001	GLYMA_13G017700	7	13	41982	3518023	3560005	+	+	True
KRH17803	KRH17810	GLYMA_13G0171001	GLYMA_13G017800	7	13	49608	3518023	3567631	+	+	True
KRH17803	KRH17811	GLYMA_13G0171001	GLYMA_13G017900	7	13	57234	3518023	3575257	+	+	True
KRH17803	KRH17812	GLYMA_13G0171001	GLYMA_13G0180002	7	13	64858	3518023	3582881	+	+	True
KRH17803	KRH17815	GLYMA_13G0171001	GLYMA_13G0180001	7	13	82016	3518023	3600039	+	+	True
KRH17803	KRH17816	GLYMA_13G0171001	GLYMA_13G018200	7	13	99984	3518023	3618007	+	+	True
KRH17804	KRH17805	GLYMA_13G017200	GLYMA_13G017300	7	13	10927	3521887	3532814	+	+	True
KRH17804	KRH17806	GLYMA_13G017200	GLYMA_13G017400	7	13	15242	3521887	3537129	+	+	True
KRH17804	KRH17807	GLYMA_13G017200	GLYMA_13G017500	7	13	22867	3521887	3544754	+	+	True
KRH17804	KRH17808	GLYMA_13G017200	GLYMA_13G017600	7	13	30492	3521887	3552379	+	+	True
KRH17804	KRH17809	GLYMA_13G017200	GLYMA_13G017700	7	13	38118	3521887	3560005	+	+	True
KRH17804	KRH17810	GLYMA_13G017200	GLYMA_13G017800	7	13	45744	3521887	3567631	+	+	True
KRH17804	KRH17811	GLYMA_13G017200	GLYMA_13G017900	7	13	53370	3521887	3575257	+	+	True
KRH17804	KRH17812	GLYMA_13G017200	GLYMA_13G0180002	7	13	60994	3521887	3582881	+	+	True
KRH17804	KRH17815	GLYMA_13G017200	GLYMA_13G0180001	7	13	78152	3521887	3600039	+	+	True
KRH17804	KRH17816	GLYMA_13G017200	GLYMA_13G018200	7	13	96120	3521887	3618007	+	+	True
KRH17805	KRH17806	GLYMA_13G017300	GLYMA_13G017400	7	13	4315	3532814	3537129	+	+	True
KRH17805	KRH17807	GLYMA_13G017300	GLYMA_13G017500	7	13	11940	3532814	3544754	+	+	True
KRH17805	KRH17808	GLYMA_13G017300	GLYMA_13G017600	7	13	19565	3532814	3552379	+	+	True
KRH17805	KRH17809	GLYMA_13G017300	GLYMA_13G017700	7	13	27191	3532814	3560005	+	+	True
KRH17805	KRH17810	GLYMA_13G017300	GLYMA_13G017800	7	13	34817	3532814	3567631	+	+	True
KRH17805	KRH17811	GLYMA_13G017300	GLYMA_13G017900	7	13	42443	3532814	3575257	+	+	True
KRH17805	KRH17812	GLYMA_13G017300	GLYMA_13G0180002	7	13	50067	3532814	3582881	+	+	True
KRH17805	KRH17815	GLYMA_13G017300	GLYMA_13G0180001	7	13	67225	3532814	3600039	+	+	True
KRH17805	KRH17816	GLYMA_13G017300	GLYMA_13G018200	7	13	85193	3532814	3618007	+	+	True
KRH17805	KRH17817	GLYMA_13G017300	GLYMA_13G018300	7	13	92814	3532814	3625628	+	+	True
KRH17806	KRH17807	GLYMA_13G017400	GLYMA_13G017500	7	13	7625	3537129	3544754	+	+	True
KRH17806	KRH17808	GLYMA_13G017400	GLYMA_13G017600	7	13	15250	3537129	3552379	+	+	True
KRH17806	KRH17809	GLYMA_13G017400	GLYMA_13G017700	7	13	22876	3537129	3560005	+	+	True
KRH17806	KRH17810	GLYMA_13G017400	GLYMA_13G017800	7	13	30502	3537129	3567631	+	+	True
KRH17806	KRH17811	GLYMA_13G017400	GLYMA_13G017900	7	13	38128	3537129	3575257	+	+	True
KRH17806	KRH17812	GLYMA_13G017400	GLYMA_13G0180002	7	13	45752	3537129	3582881	+	+	True
KRH17806	KRH17815	GLYMA_13G017400	GLYMA_13G0180001	7	13	62910	3537129	3600039	+	+	True
KRH17806	KRH17816	GLYMA_13G017400	GLYMA_13G018200	7	13	80878	3537129	3618007	+	+	True
KRH17806	KRH17817	GLYMA_13G017400	GLYMA_13G018300	7	13	88499	3537129	3625628	+	+	True
KRH17806	KRH17818	GLYMA_13G017400	GLYMA_13G018400	7	13	96125	3537129	3633254	+	+	True
KRH17807	KRH17808	GLYMA_13G017500	GLYMA_13G017600	7	13	7625	3544754	3552379	+	+	True
KRH17807	KRH17809	GLYMA_13G017500	GLYMA_13G017700	7	13	15251	3544754	3560005	+	+	True
KRH17807	KRH17810	GLYMA_13G017500	GLYMA_13G017800	7	13	22877	3544754	3567631	+	+	True
KRH17807	KRH17811	GLYMA_13G017500	GLYMA_13G017900	7	13	30503	3544754	3575257	+	+	True
KRH17807	KRH17812	GLYMA_13G017500	GLYMA_13G0180002	7	13	38127	3544754	3582881	+	+	True
KRH17807	KRH17815	GLYMA_13G017500	GLYMA_13G0180001	7	13	55285	3544754	3600039	+	+	True
KRH17807	KRH17816	GLYMA_13G017500	GLYMA_13G018200	7	13	73253	3544754	3618007	+	+	True
KRH17807	KRH17817	GLYMA_13G017500	GLYMA_13G018300	7	13	80874	3544754	3625628	+	+	True
KRH17807	KRH17818	GLYMA_13G017500	GLYMA_13G018400	7	13	88500	3544754	3633254	+	+	True
KRH17807	KRH17819	GLYMA_13G017500	GLYMA_13G018500	7	13	96126	3544754	3640880	+	+	True
KRH17808	KRH17809	GLYMA_13G017600	GLYMA_13G017700	7	13	7626	3552379	3560005	+	+	True
KRH17808	KRH17810	GLYMA_13G017600	GLYMA_13G017800	7	13	15252	3552379	3567631	+	+	True
KRH17808	KRH17811	GLYMA_13G017600	GLYMA_13G017900	7	13	22878	3552379	3575257	+	+	True
KRH17808	KRH17812	GLYMA_13G017600	GLYMA_13G0180002	7	13	30502	3552379	3582881	+	+	True
KRH17808	KRH17815	GLYMA_13G017600	GLYMA_13G0180001	7	13	47660	3552379	3600039	+	+	True
KRH17808	KRH17816	GLYMA_13G017600	GLYMA_13G018200	7	13	65628	3552379	3618007	+	+	True
KRH17808	KRH17817	GLYMA_13G017600	GLYMA_13G018300	7	13	73249	3552379	3625628	+	+	True
KRH17808	KRH17818	GLYMA_13G017600	GLYMA_13G018400	7	13	80875	3552379	3633254	+	+	True
KRH17808	KRH17819	GLYMA_13G017600	GLYMA_13G018500	7	13	88501	3552379	3640880	+	+	True
KRH17808	KRH17820	GLYMA_13G017600	GLYMA_13G018600	7	13	96127	3552379	3648506	+	+	True
KRH17809	KRH17810	GLYMA_13G017700	GLYMA_13G017800	7	13	7626	3560005	3567631	+	+	True
KRH17809	KRH17811	GLYMA_13G017700	GLYMA_13G017900	7	13	15252	3560005	3575257	+	+	True
KRH17809	KRH17812	GLYMA_13G017700	GLYMA_13G0180002	7	13	22876	3560005	3582881	+	+	True
KRH17809	KRH17815	GLYMA_13G017700	GLYMA_13G0180001	7	13	40034	3560005	3600039	+	+	True
KRH17809	KRH17816	GLYMA_13G017700	GLYMA_13G018200	7	13	58002	3560005	3618007	+	+	True
KRH17809	KRH17817	GLYMA_13G017700	GLYMA_13G018300	7	13	65623	3560005	3625628	+	+	True
KRH17809	KRH17818	GLYMA_13G017700	GLYMA_13G018400	7	13	73249	3560005	3633254	+	+	True
KRH17809	KRH17819	GLYMA_13G017700	GLYMA_13G018500	7	13	80875	3560005	3640880	+	+	True
KRH17809	KRH17820	GLYMA_13G017700	GLYMA_13G018600	7	13	88501	3560005	3648506	+	+	True
KRH17810	KRH17811	GLYMA_13G017800	GLYMA_13G017900	7	13	7626	3567631	3575257	+	+	True
KRH17810	KRH17812	GLYMA_13G017800	GLYMA_13G0180002	7	13	15250	3567631	3582881	+	+	True
KRH17810	KRH17815	GLYMA_13G017800	GLYMA_13G0180001	7	13	32408	3567631	3600039	+	+	True
KRH17810	KRH17816	GLYMA_13G017800	GLYMA_13G018200	7	13	50376	3567631	3618007	+	+	True
KRH17810	KRH17817	GLYMA_13G017800	GLYMA_13G018300	7	13	57997	3567631	3625628	+	+	True
KRH17810	KRH17818	GLYMA_13G017800	GLYMA_13G018400	7	13	65623	3567631	3633254	+	+	True
KRH17810	KRH17819	GLYMA_13G017800	GLYMA_13G018500	7	13	73249	3567631	3640880	+	+	True
KRH17810	KRH17820	GLYMA_13G017800	GLYMA_13G018600	7	13	80875	3567631	3648506	+	+	True
KRH17810	KRH17821	GLYMA_13G017800	GLYMA_13G018700	7	13	92762	3567631	3660393	+	+	True
KRH17811	KRH17812	GLYMA_13G017900	GLYMA_13G0180002	7	13	7624	3575257	3582881	+	+	True
KRH17811	KRH17815	GLYMA_13G017900	GLYMA_13G0180001	7	13	24782	3575257	3600039	+	+	True
KRH17811	KRH17816	GLYMA_13G017900	GLYMA_13G018200	7	13	42750	3575257	3618007	+	+	True
KRH17811	KRH17817	GLYMA_13G017900	GLYMA_13G018300	7	13	50371	3575257	3625628	+	+	True
KRH17811	KRH17818	GLYMA_13G017900	GLYMA_13G018400	7	13	57997	3575257	3633254	+	+	True
KRH17811	KRH17819	GLYMA_13G017900	GLYMA_13G018500	7	13	65623	3575257	3640880	+	+	True
KRH17811	KRH17820	GLYMA_13G017900	GLYMA_13G018600	7	13	73249	3575257	3648506	+	+	True
KRH17811	KRH17821	GLYMA_13G017900	GLYMA_13G018700	7	13	85136	3575257	3660393	+	+	True
KRH17811	KRH17822	GLYMA_13G017900	GLYMA_13G0188002	7	13	96125	3575257	3671382	+	+	True
KRH17812	KRH17815	GLYMA_13G0180002	GLYMA_13G0180001	7	13	17158	3582881	3600039	+	+	True
KRH17812	KRH17816	GLYMA_13G0180002	GLYMA_13G018200	7	13	35126	3582881	3618007	+	+	True
KRH17812	KRH17817	GLYMA_13G0180002	GLYMA_13G018300	7	13	42747	3582881	3625628	+	+	True
KRH17812	KRH17818	GLYMA_13G0180002	GLYMA_13G018400	7	13	50373	3582881	3633254	+	+	True
KRH17812	KRH17819	GLYMA_13G0180002	GLYMA_13G018500	7	13	57999	3582881	3640880	+	+	True
KRH17812	KRH17820	GLYMA_13G0180002	GLYMA_13G018600	7	13	65625	3582881	3648506	+	+	True
KRH17812	KRH17821	GLYMA_13G0180002	GLYMA_13G018700	7	13	77512	3582881	3660393	+	+	True
KRH17812	KRH17822	GLYMA_13G0180002	GLYMA_13G0188002	7	13	88501	3582881	3671382	+	+	True
KRH17812	KRH17823	GLYMA_13G0180002	GLYMA_13G0188001	7	13	94405	3582881	3677286	+	+	True
KRH17815	KRH17816	GLYMA_13G0180001	GLYMA_13G018200	7	13	17968	3600039	3618007	+	+	True
KRH17815	KRH17817	GLYMA_13G0180001	GLYMA_13G018300	7	13	25589	3600039	3625628	+	+	True
KRH17815	KRH17818	GLYMA_13G0180001	GLYMA_13G018400	7	13	33215	3600039	3633254	+	+	True
KRH17815	KRH17819	GLYMA_13G0180001	GLYMA_13G018500	7	13	40841	3600039	3640880	+	+	True
KRH17815	KRH17820	GLYMA_13G0180001	GLYMA_13G018600	7	13	48467	3600039	3648506	+	+	True
KRH17815	KRH17821	GLYMA_13G0180001	GLYMA_13G018700	7	13	60354	3600039	3660393	+	+	True
KRH17815	KRH17822	GLYMA_13G0180001	GLYMA_13G0188002	7	13	71343	3600039	3671382	+	+	True
KRH17815	KRH17823	GLYMA_13G0180001	GLYMA_13G0188001	7	13	77247	3600039	3677286	+	+	True
KRH17815	KRH17824	GLYMA_13G0180001	GLYMA_13G018900	7	13	83328	3600039	3683367	+	+	True
KRH17815	KRH17825	GLYMA_13G0180001	GLYMA_13G019000	7	13	90953	3600039	3690992	+	+	True
KRH17815	KRH17826	GLYMA_13G0180001	GLYMA_13G019100	7	13	98578	3600039	3698617	+	+	True
KRH17816	KRH17817	GLYMA_13G018200	GLYMA_13G018300	7	13	7621	3618007	3625628	+	+	True
KRH17816	KRH17818	GLYMA_13G018200	GLYMA_13G018400	7	13	15247	3618007	3633254	+	+	True
KRH17816	KRH17819	GLYMA_13G018200	GLYMA_13G018500	7	13	22873	3618007	3640880	+	+	True
KRH17816	KRH17820	GLYMA_13G018200	GLYMA_13G018600	7	13	30499	3618007	3648506	+	+	True
KRH17816	KRH17821	GLYMA_13G018200	GLYMA_13G018700	7	13	42386	3618007	3660393	+	+	True
KRH17816	KRH17822	GLYMA_13G018200	GLYMA_13G0188002	7	13	53375	3618007	3671382	+	+	True
KRH17816	KRH17823	GLYMA_13G018200	GLYMA_13G0188001	7	13	59279	3618007	3677286	+	+	True
KRH17816	KRH17824	GLYMA_13G018200	GLYMA_13G018900	7	13	65360	3618007	3683367	+	+	True
KRH17816	KRH17825	GLYMA_13G018200	GLYMA_13G019000	7	13	72985	3618007	3690992	+	+	True
KRH17816	KRH17826	GLYMA_13G018200	GLYMA_13G019100	7	13	80610	3618007	3698617	+	+	True
KRH17816	KRH17827	GLYMA_13G018200	GLYMA_13G019200	7	13	88235	3618007	3706242	+	+	True
KRH17817	KRH17818	GLYMA_13G018300	GLYMA_13G018400	7	13	7626	3625628	3633254	+	+	True
KRH17817	KRH17819	GLYMA_13G018300	GLYMA_13G018500	7	13	15252	3625628	3640880	+	+	True
KRH17817	KRH17820	GLYMA_13G018300	GLYMA_13G018600	7	13	22878	3625628	3648506	+	+	True
KRH17817	KRH17821	GLYMA_13G018300	GLYMA_13G018700	7	13	34765	3625628	3660393	+	+	True
KRH17817	KRH17822	GLYMA_13G018300	GLYMA_13G0188002	7	13	45754	3625628	3671382	+	+	True
KRH17817	KRH17823	GLYMA_13G018300	GLYMA_13G0188001	7	13	51658	3625628	3677286	+	+	True
KRH17817	KRH17824	GLYMA_13G018300	GLYMA_13G018900	7	13	57739	3625628	3683367	+	+	True
KRH17817	KRH17825	GLYMA_13G018300	GLYMA_13G019000	7	13	65364	3625628	3690992	+	+	True
KRH17817	KRH17826	GLYMA_13G018300	GLYMA_13G019100	7	13	72989	3625628	3698617	+	+	True
KRH17817	KRH17827	GLYMA_13G018300	GLYMA_13G019200	7	13	80614	3625628	3706242	+	+	True
KRH17817	KRH17828	GLYMA_13G018300	GLYMA_13G019300	7	13	95859	3625628	3721487	+	+	True
KRH17818	KRH17819	GLYMA_13G018400	GLYMA_13G018500	7	13	7626	3633254	3640880	+	+	True
KRH17818	KRH17820	GLYMA_13G018400	GLYMA_13G018600	7	13	15252	3633254	3648506	+	+	True
KRH17818	KRH17821	GLYMA_13G018400	GLYMA_13G018700	7	13	27139	3633254	3660393	+	+	True
KRH17818	KRH17822	GLYMA_13G018400	GLYMA_13G0188002	7	13	38128	3633254	3671382	+	+	True
KRH17818	KRH17823	GLYMA_13G018400	GLYMA_13G0188001	7	13	44032	3633254	3677286	+	+	True
KRH17818	KRH17824	GLYMA_13G018400	GLYMA_13G018900	7	13	50113	3633254	3683367	+	+	True
KRH17818	KRH17825	GLYMA_13G018400	GLYMA_13G019000	7	13	57738	3633254	3690992	+	+	True
KRH17818	KRH17826	GLYMA_13G018400	GLYMA_13G019100	7	13	65363	3633254	3698617	+	+	True
KRH17818	KRH17827	GLYMA_13G018400	GLYMA_13G019200	7	13	72988	3633254	3706242	+	+	True
KRH17818	KRH17828	GLYMA_13G018400	GLYMA_13G019300	7	13	88233	3633254	3721487	+	+	True
KRH17818	KRH17829	GLYMA_13G018400	GLYMA_13G019400	7	13	98385	3633254	3731639	+	+	True
KRH17819	KRH17820	GLYMA_13G018500	GLYMA_13G018600	7	13	7626	3640880	3648506	+	+	True
KRH17819	KRH17821	GLYMA_13G018500	GLYMA_13G018700	7	13	19513	3640880	3660393	+	+	True
KRH17819	KRH17822	GLYMA_13G018500	GLYMA_13G0188002	7	13	30502	3640880	3671382	+	+	True
KRH17819	KRH17823	GLYMA_13G018500	GLYMA_13G0188001	7	13	36406	3640880	3677286	+	+	True
KRH17819	KRH17824	GLYMA_13G018500	GLYMA_13G018900	7	13	42487	3640880	3683367	+	+	True
KRH17819	KRH17825	GLYMA_13G018500	GLYMA_13G019000	7	13	50112	3640880	3690992	+	+	True
KRH17819	KRH17826	GLYMA_13G018500	GLYMA_13G019100	7	13	57737	3640880	3698617	+	+	True
KRH17819	KRH17827	GLYMA_13G018500	GLYMA_13G019200	7	13	65362	3640880	3706242	+	+	True
KRH17819	KRH17828	GLYMA_13G018500	GLYMA_13G019300	7	13	80607	3640880	3721487	+	+	True
KRH17819	KRH17829	GLYMA_13G018500	GLYMA_13G019400	7	13	90759	3640880	3731639	+	+	True
KRH17820	KRH17821	GLYMA_13G018600	GLYMA_13G018700	7	13	11887	3648506	3660393	+	+	True
KRH17820	KRH17822	GLYMA_13G018600	GLYMA_13G0188002	7	13	22876	3648506	3671382	+	+	True
KRH17820	KRH17823	GLYMA_13G018600	GLYMA_13G0188001	7	13	28780	3648506	3677286	+	+	True
KRH17820	KRH17824	GLYMA_13G018600	GLYMA_13G018900	7	13	34861	3648506	3683367	+	+	True
KRH17820	KRH17825	GLYMA_13G018600	GLYMA_13G019000	7	13	42486	3648506	3690992	+	+	True
KRH17820	KRH17826	GLYMA_13G018600	GLYMA_13G019100	7	13	50111	3648506	3698617	+	+	True
KRH17820	KRH17827	GLYMA_13G018600	GLYMA_13G019200	7	13	57736	3648506	3706242	+	+	True
KRH17820	KRH17828	GLYMA_13G018600	GLYMA_13G019300	7	13	72981	3648506	3721487	+	+	True
KRH17820	KRH17829	GLYMA_13G018600	GLYMA_13G019400	7	13	83133	3648506	3731639	+	+	True
KRH17820	KRH17830	GLYMA_13G018600	GLYMA_13G019500	7	13	96011	3648506	3744517	+	+	True
KRH17821	KRH17822	GLYMA_13G018700	GLYMA_13G0188002	7	13	10989	3660393	3671382	+	+	True
KRH17821	KRH17823	GLYMA_13G018700	GLYMA_13G0188001	7	13	16893	3660393	3677286	+	+	True
KRH17821	KRH17824	GLYMA_13G018700	GLYMA_13G018900	7	13	22974	3660393	3683367	+	+	True
KRH17821	KRH17825	GLYMA_13G018700	GLYMA_13G019000	7	13	30599	3660393	3690992	+	+	True
KRH17821	KRH17826	GLYMA_13G018700	GLYMA_13G019100	7	13	38224	3660393	3698617	+	+	True
KRH17821	KRH17827	GLYMA_13G018700	GLYMA_13G019200	7	13	45849	3660393	3706242	+	+	True
KRH17821	KRH17828	GLYMA_13G018700	GLYMA_13G019300	7	13	61094	3660393	3721487	+	+	True
KRH17821	KRH17829	GLYMA_13G018700	GLYMA_13G019400	7	13	71246	3660393	3731639	+	+	True
KRH17821	KRH17830	GLYMA_13G018700	GLYMA_13G019500	7	13	84124	3660393	3744517	+	+	True
KRH17821	KRH17831	GLYMA_13G018700	GLYMA_13G019600	7	13	91576	3660393	3751969	+	+	True
KRH17821	KRH17832	GLYMA_13G018700	GLYMA_13G019700	7	13	99202	3660393	3759595	+	+	True
KRH17822	KRH17823	GLYMA_13G0188002	GLYMA_13G0188001	7	13	5904	3671382	3677286	+	+	True
KRH17822	KRH17824	GLYMA_13G0188002	GLYMA_13G018900	7	13	11985	3671382	3683367	+	+	True
KRH17822	KRH17825	GLYMA_13G0188002	GLYMA_13G019000	7	13	19610	3671382	3690992	+	+	True
KRH17822	KRH17826	GLYMA_13G0188002	GLYMA_13G019100	7	13	27235	3671382	3698617	+	+	True
KRH17822	KRH17827	GLYMA_13G0188002	GLYMA_13G019200	7	13	34860	3671382	3706242	+	+	True
KRH17822	KRH17828	GLYMA_13G0188002	GLYMA_13G019300	7	13	50105	3671382	3721487	+	+	True
KRH17822	KRH17829	GLYMA_13G0188002	GLYMA_13G019400	7	13	60257	3671382	3731639	+	+	True
KRH17822	KRH17830	GLYMA_13G0188002	GLYMA_13G019500	7	13	73135	3671382	3744517	+	+	True
KRH17822	KRH17831	GLYMA_13G0188002	GLYMA_13G019600	7	13	80587	3671382	3751969	+	+	True
KRH17822	KRH17832	GLYMA_13G0188002	GLYMA_13G019700	7	13	88213	3671382	3759595	+	+	True
KRH17823	KRH17824	GLYMA_13G0188001	GLYMA_13G018900	7	13	6081	3677286	3683367	+	+	True
KRH17823	KRH17825	GLYMA_13G0188001	GLYMA_13G019000	7	13	13706	3677286	3690992	+	+	True
KRH17823	KRH17826	GLYMA_13G0188001	GLYMA_13G019100	7	13	21331	3677286	3698617	+	+	True
KRH17823	KRH17827	GLYMA_13G0188001	GLYMA_13G019200	7	13	28956	3677286	3706242	+	+	True
KRH17823	KRH17828	GLYMA_13G0188001	GLYMA_13G019300	7	13	44201	3677286	3721487	+	+	True
KRH17823	KRH17829	GLYMA_13G0188001	GLYMA_13G019400	7	13	54353	3677286	3731639	+	+	True
KRH17823	KRH17830	GLYMA_13G0188001	GLYMA_13G019500	7	13	67231	3677286	3744517	+	+	True
KRH17823	KRH17831	GLYMA_13G0188001	GLYMA_13G019600	7	13	74683	3677286	3751969	+	+	True
KRH17823	KRH17832	GLYMA_13G0188001	GLYMA_13G019700	7	13	82309	3677286	3759595	+	+	True
KRH17823	KRH17833	GLYMA_13G0188001	GLYMA_13G019800	7	13	97553	3677286	3774839	+	+	True
KRH17824	KRH17825	GLYMA_13G018900	GLYMA_13G019000	7	13	7625	3683367	3690992	+	+	True
KRH17824	KRH17826	GLYMA_13G018900	GLYMA_13G019100	7	13	15250	3683367	3698617	+	+	True
KRH17824	KRH17827	GLYMA_13G018900	GLYMA_13G019200	7	13	22875	3683367	3706242	+	+	True
KRH17824	KRH17828	GLYMA_13G018900	GLYMA_13G019300	7	13	38120	3683367	3721487	+	+	True
KRH17824	KRH17829	GLYMA_13G018900	GLYMA_13G019400	7	13	48272	3683367	3731639	+	+	True
KRH17824	KRH17830	GLYMA_13G018900	GLYMA_13G019500	7	13	61150	3683367	3744517	+	+	True
