geneA	geneB	tag_id	startA	endA	strandA	startB	endB	strandB	orientation
KRH17786	KRH17837	31_TAG4	3383799	3384842	1	3820577	3825881	1	tandem
KRH17786	KRH17839	31_TAG4	3383799	3384842	1	3835249	3841124	1	tandem
KRH17786	KRH17840	31_TAG4	3383799	3384842	1	3843446	3848750	1	tandem
KRH17786	KRH17841	31_TAG4	3383799	3384842	1	3851072	3856380	1	tandem
KRH17786	KRH17842	31_TAG4	3383799	3384842	1	3858702	3864006	1	tandem
KRH17786	KRH17844	31_TAG4	3383799	3384842	1	3868833	3871261	1	tandem
KRH17786	KRH17845	31_TAG4	3383799	3384842	1	3881736	3882116	1	tandem
KRH17786	KRH17846	31_TAG4	3383799	3384842	1	3882967	3883750	1	tandem
KRH17786	KRH17847	31_TAG4	3383799	3384842	1	3889186	3894484	1	tandem
KRH17786	KRH17849	31_TAG4	3383799	3384842	1	3896798	3902095	1	tandem
KRH17786	KRH17850	31_TAG4	3383799	3384842	1	3903580	3906906	1	tandem
KRH17786	KRH17852	31_TAG4	3383799	3384842	1	3910452	3912678	1	tandem
KRH17786	KRH17854	31_TAG4	3383799	3384842	1	3921934	3924017	1	tandem
KRH17786	KRH17855	31_TAG4	3383799	3384842	1	3925406	3931538	1	tandem
KRH17786	KRH17856	31_TAG4	3383799	3384842	1	3937165	3937736	1	tandem
KRH17786	KRH17857	31_TAG4	3383799	3384842	1	3949103	3961816	1	tandem
KRH17786	KRH17858	31_TAG4	3383799	3384842	1	3964509	3967392	1	tandem
KRH17786	KRH17859	31_TAG4	3383799	3384842	1	3971961	3977260	1	tandem
KRH17786	KRH17860	31_TAG4	3383799	3384842	1	3979008	3984881	1	tandem
KRH17786	KRH17861	31_TAG4	3383799	3384842	1	3987368	3988659	1	tandem
KRH17786	KRH17862	31_TAG4	3383799	3384842	1	3988735	3992501	1	tandem
KRH17786	KRH17863	31_TAG4	3383799	3384842	1	3994822	4000126	1	tandem
KRH17786	KRH17864	31_TAG4	3383799	3384842	1	4002448	4007752	1	tandem
KRH17786	KRH17865	31_TAG4	3383799	3384842	1	4010074	4015378	1	tandem
KRH17786	KRH17866	31_TAG4	3383799	3384842	1	4017700	4021590	1	tandem
KRH17786	KRH17867	31_TAG4	3383799	3384842	1	4025256	4026028	1	tandem
KRH17786	KRH17869	31_TAG4	3383799	3384842	1	4058726	4059660	1	tandem
KRH17786	KRH17870	31_TAG4	3383799	3384842	1	4062472	4067773	1	tandem
KRH17786	KRH17871	31_TAG4	3383799	3384842	1	4076382	4081686	1	tandem
KRH17786	KRH17872	31_TAG4	3383799	3384842	1	4091199	4096092	1	tandem
KRH17786	KRH17873	31_TAG4	3383799	3384842	1	4098819	4103710	1	tandem
KRH17786	KRH17874	31_TAG4	3383799	3384842	1	4106441	4111335	1	tandem
KRH17787	KRH17788	31_TAG4	3387164	3392468	1	3399051	3400094	1	tandem
KRH17787	KRH17789	31_TAG4	3387164	3392468	1	3413371	3413942	1	tandem
KRH17787	KRH17790	31_TAG4	3387164	3392468	1	3434276	3439580	1	tandem
KRH17787	KRH17791	31_TAG4	3387164	3392468	1	3445753	3446292	1	tandem
KRH17787	KRH17792	31_TAG4	3387164	3392468	1	3449496	3455371	1	tandem
KRH17787	KRH17793	31_TAG4	3387164	3392468	1	3457691	3462995	1	tandem
KRH17787	KRH17794	31_TAG4	3387164	3392468	1	3465317	3470620	1	tandem
KRH17787	KRH17796	31_TAG4	3387164	3392468	1	3480567	3485867	1	tandem
KRH17787	KRH17797	31_TAG4	3387164	3392468	1	3488189	3493493	1	tandem
KRH17787	KRH17798	31_TAG4	3387164	3392468	1	3505585	3510831	1	tandem
KRH17787	KRH17799	31_TAG4	3387164	3392468	1	3513208	3514353	1	tandem
KRH17787	KRH17800	31_TAG4	3387164	3392468	1	3514454	3515599	1	tandem
KRH17787	KRH17801	31_TAG4	3387164	3392468	1	3515729	3516819	1	tandem
KRH17787	KRH17802	31_TAG4	3387164	3392468	1	3516975	3517861	1	tandem
KRH17787	KRH17803	31_TAG4	3387164	3392468	1	3518023	3519567	1	tandem
KRH17787	KRH17804	31_TAG4	3387164	3392468	1	3521887	3534808	1	tandem
KRH17787	KRH17805	31_TAG4	3387164	3392468	1	3532814	3533385	1	tandem
KRH17787	KRH17806	31_TAG4	3387164	3392468	1	3537129	3542432	1	tandem
KRH17787	KRH17807	31_TAG4	3387164	3392468	1	3544754	3550057	1	tandem
KRH17787	KRH17808	31_TAG4	3387164	3392468	1	3552379	3557683	1	tandem
KRH17787	KRH17809	31_TAG4	3387164	3392468	1	3560005	3565309	1	tandem
KRH17787	KRH17810	31_TAG4	3387164	3392468	1	3567631	3572935	1	tandem
KRH17787	KRH17811	31_TAG4	3387164	3392468	1	3575257	3580561	1	tandem
KRH17787	KRH17812	31_TAG4	3387164	3392468	1	3582881	3595332	1	tandem
KRH17787	KRH17815	31_TAG4	3387164	3392468	1	3600039	3607143	1	tandem
KRH17787	KRH17816	31_TAG4	3387164	3392468	1	3618007	3623308	1	tandem
KRH17787	KRH17817	31_TAG4	3387164	3392468	1	3625628	3630932	1	tandem
KRH17787	KRH17818	31_TAG4	3387164	3392468	1	3633254	3638558	1	tandem
KRH17787	KRH17819	31_TAG4	3387164	3392468	1	3640880	3646184	1	tandem
KRH17787	KRH17820	31_TAG4	3387164	3392468	1	3648506	3653810	1	tandem
KRH17787	KRH17821	31_TAG4	3387164	3392468	1	3660393	3661436	1	tandem
KRH17787	KRH17822	31_TAG4	3387164	3392468	1	3671382	3672740	1	tandem
KRH17787	KRH17823	31_TAG4	3387164	3392468	1	3677286	3681045	1	tandem
KRH17787	KRH17824	31_TAG4	3387164	3392468	1	3683367	3688669	1	tandem
KRH17787	KRH17825	31_TAG4	3387164	3392468	1	3690992	3696296	1	tandem
KRH17787	KRH17826	31_TAG4	3387164	3392468	1	3698617	3703920	1	tandem
KRH17787	KRH17827	31_TAG4	3387164	3392468	1	3706242	3711546	1	tandem
KRH17787	KRH17828	31_TAG4	3387164	3392468	1	3721487	3726786	1	tandem
KRH17787	KRH17829	31_TAG4	3387164	3392468	1	3731639	3749648	1	tandem
KRH17787	KRH17830	31_TAG4	3387164	3392468	1	3744517	3744753	1	tandem
KRH17787	KRH17831	31_TAG4	3387164	3392468	1	3751969	3757273	1	tandem
KRH17787	KRH17832	31_TAG4	3387164	3392468	1	3759595	3764690	1	tandem
KRH17787	KRH17833	31_TAG4	3387164	3392468	1	3774839	3780142	1	tandem
KRH17787	KRH17835	31_TAG4	3387164	3392468	1	3792592	3795020	1	tandem
KRH17787	KRH17836	31_TAG4	3387164	3392468	1	3804766	3818255	1	tandem
KRH17787	KRH17837	31_TAG4	3387164	3392468	1	3820577	3825881	1	tandem
KRH17787	KRH17839	31_TAG4	3387164	3392468	1	3835249	3841124	1	tandem
KRH17787	KRH17840	31_TAG4	3387164	3392468	1	3843446	3848750	1	tandem
KRH17787	KRH17841	31_TAG4	3387164	3392468	1	3851072	3856380	1	tandem
KRH17787	KRH17842	31_TAG4	3387164	3392468	1	3858702	3864006	1	tandem
KRH17787	KRH17844	31_TAG4	3387164	3392468	1	3868833	3871261	1	tandem
KRH17787	KRH17845	31_TAG4	3387164	3392468	1	3881736	3882116	1	tandem
KRH17787	KRH17846	31_TAG4	3387164	3392468	1	3882967	3883750	1	tandem
KRH17787	KRH17847	31_TAG4	3387164	3392468	1	3889186	3894484	1	tandem
KRH17787	KRH17849	31_TAG4	3387164	3392468	1	3896798	3902095	1	tandem
KRH17787	KRH17850	31_TAG4	3387164	3392468	1	3903580	3906906	1	tandem
KRH17787	KRH17852	31_TAG4	3387164	3392468	1	3910452	3912678	1	tandem
KRH17787	KRH17854	31_TAG4	3387164	3392468	1	3921934	3924017	1	tandem
KRH17787	KRH17855	31_TAG4	3387164	3392468	1	3925406	3931538	1	tandem
KRH17787	KRH17856	31_TAG4	3387164	3392468	1	3937165	3937736	1	tandem
KRH17787	KRH17857	31_TAG4	3387164	3392468	1	3949103	3961816	1	tandem
KRH17787	KRH17858	31_TAG4	3387164	3392468	1	3964509	3967392	1	tandem
KRH17787	KRH17859	31_TAG4	3387164	3392468	1	3971961	3977260	1	tandem
KRH17787	KRH17860	31_TAG4	3387164	3392468	1	3979008	3984881	1	tandem
KRH17787	KRH17861	31_TAG4	3387164	3392468	1	3987368	3988659	1	tandem
KRH17787	KRH17862	31_TAG4	3387164	3392468	1	3988735	3992501	1	tandem
KRH17787	KRH17863	31_TAG4	3387164	3392468	1	3994822	4000126	1	tandem
KRH17787	KRH17864	31_TAG4	3387164	3392468	1	4002448	4007752	1	tandem
KRH17787	KRH17865	31_TAG4	3387164	3392468	1	4010074	4015378	1	tandem
KRH17787	KRH17866	31_TAG4	3387164	3392468	1	4017700	4021590	1	tandem
KRH17787	KRH17867	31_TAG4	3387164	3392468	1	4025256	4026028	1	tandem
KRH17787	KRH17869	31_TAG4	3387164	3392468	1	4058726	4059660	1	tandem
KRH17787	KRH17870	31_TAG4	3387164	3392468	1	4062472	4067773	1	tandem
KRH17787	KRH17871	31_TAG4	3387164	3392468	1	4076382	4081686	1	tandem
KRH17787	KRH17872	31_TAG4	3387164	3392468	1	4091199	4096092	1	tandem
KRH17787	KRH17873	31_TAG4	3387164	3392468	1	4098819	4103710	1	tandem
KRH17787	KRH17874	31_TAG4	3387164	3392468	1	4106441	4111335	1	tandem
KRH17788	KRH17789	31_TAG4	3399051	3400094	1	3413371	3413942	1	tandem
KRH17788	KRH17790	31_TAG4	3399051	3400094	1	3434276	3439580	1	tandem
KRH17788	KRH17791	31_TAG4	3399051	3400094	1	3445753	3446292	1	tandem
KRH17788	KRH17792	31_TAG4	3399051	3400094	1	3449496	3455371	1	tandem
KRH17788	KRH17793	31_TAG4	3399051	3400094	1	3457691	3462995	1	tandem
KRH17788	KRH17794	31_TAG4	3399051	3400094	1	3465317	3470620	1	tandem
KRH17788	KRH17796	31_TAG4	3399051	3400094	1	3480567	3485867	1	tandem
KRH17788	KRH17797	31_TAG4	3399051	3400094	1	3488189	3493493	1	tandem
KRH17788	KRH17798	31_TAG4	3399051	3400094	1	3505585	3510831	1	tandem
KRH17788	KRH17799	31_TAG4	3399051	3400094	1	3513208	3514353	1	tandem
KRH17788	KRH17800	31_TAG4	3399051	3400094	1	3514454	3515599	1	tandem
KRH17788	KRH17801	31_TAG4	3399051	3400094	1	3515729	3516819	1	tandem
KRH17788	KRH17802	31_TAG4	3399051	3400094	1	3516975	3517861	1	tandem
KRH17788	KRH17803	31_TAG4	3399051	3400094	1	3518023	3519567	1	tandem
KRH17788	KRH17804	31_TAG4	3399051	3400094	1	3521887	3534808	1	tandem
KRH17788	KRH17805	31_TAG4	3399051	3400094	1	3532814	3533385	1	tandem
KRH17788	KRH17806	31_TAG4	3399051	3400094	1	3537129	3542432	1	tandem
KRH17788	KRH17807	31_TAG4	3399051	3400094	1	3544754	3550057	1	tandem
KRH17788	KRH17808	31_TAG4	3399051	3400094	1	3552379	3557683	1	tandem
KRH17788	KRH17809	31_TAG4	3399051	3400094	1	3560005	3565309	1	tandem
KRH17788	KRH17810	31_TAG4	3399051	3400094	1	3567631	3572935	1	tandem
KRH17788	KRH17811	31_TAG4	3399051	3400094	1	3575257	3580561	1	tandem
KRH17788	KRH17812	31_TAG4	3399051	3400094	1	3582881	3595332	1	tandem
KRH17788	KRH17815	31_TAG4	3399051	3400094	1	3600039	3607143	1	tandem
KRH17788	KRH17816	31_TAG4	3399051	3400094	1	3618007	3623308	1	tandem
KRH17788	KRH17817	31_TAG4	3399051	3400094	1	3625628	3630932	1	tandem
KRH17788	KRH17818	31_TAG4	3399051	3400094	1	3633254	3638558	1	tandem
KRH17788	KRH17819	31_TAG4	3399051	3400094	1	3640880	3646184	1	tandem
KRH17788	KRH17820	31_TAG4	3399051	3400094	1	3648506	3653810	1	tandem
KRH17788	KRH17821	31_TAG4	3399051	3400094	1	3660393	3661436	1	tandem
KRH17788	KRH17822	31_TAG4	3399051	3400094	1	3671382	3672740	1	tandem
KRH17788	KRH17823	31_TAG4	3399051	3400094	1	3677286	3681045	1	tandem
KRH17788	KRH17824	31_TAG4	3399051	3400094	1	3683367	3688669	1	tandem
KRH17788	KRH17825	31_TAG4	3399051	3400094	1	3690992	3696296	1	tandem
KRH17788	KRH17826	31_TAG4	3399051	3400094	1	3698617	3703920	1	tandem
KRH17788	KRH17827	31_TAG4	3399051	3400094	1	3706242	3711546	1	tandem
KRH17788	KRH17828	31_TAG4	3399051	3400094	1	3721487	3726786	1	tandem
KRH17788	KRH17829	31_TAG4	3399051	3400094	1	3731639	3749648	1	tandem
KRH17788	KRH17830	31_TAG4	3399051	3400094	1	3744517	3744753	1	tandem
KRH17788	KRH17831	31_TAG4	3399051	3400094	1	3751969	3757273	1	tandem
KRH17788	KRH17832	31_TAG4	3399051	3400094	1	3759595	3764690	1	tandem
KRH17788	KRH17833	31_TAG4	3399051	3400094	1	3774839	3780142	1	tandem
KRH17788	KRH17835	31_TAG4	3399051	3400094	1	3792592	3795020	1	tandem
KRH17788	KRH17836	31_TAG4	3399051	3400094	1	3804766	3818255	1	tandem
KRH17788	KRH17837	31_TAG4	3399051	3400094	1	3820577	3825881	1	tandem
KRH17788	KRH17839	31_TAG4	3399051	3400094	1	3835249	3841124	1	tandem
KRH17788	KRH17840	31_TAG4	3399051	3400094	1	3843446	3848750	1	tandem
KRH17788	KRH17841	31_TAG4	3399051	3400094	1	3851072	3856380	1	tandem
KRH17788	KRH17842	31_TAG4	3399051	3400094	1	3858702	3864006	1	tandem
KRH17788	KRH17844	31_TAG4	3399051	3400094	1	3868833	3871261	1	tandem
KRH17788	KRH17845	31_TAG4	3399051	3400094	1	3881736	3882116	1	tandem
KRH17788	KRH17846	31_TAG4	3399051	3400094	1	3882967	3883750	1	tandem
KRH17788	KRH17847	31_TAG4	3399051	3400094	1	3889186	3894484	1	tandem
KRH17788	KRH17849	31_TAG4	3399051	3400094	1	3896798	3902095	1	tandem
KRH17788	KRH17850	31_TAG4	3399051	3400094	1	3903580	3906906	1	tandem
KRH17788	KRH17852	31_TAG4	3399051	3400094	1	3910452	3912678	1	tandem
KRH17788	KRH17854	31_TAG4	3399051	3400094	1	3921934	3924017	1	tandem
KRH17788	KRH17855	31_TAG4	3399051	3400094	1	3925406	3931538	1	tandem
KRH17788	KRH17856	31_TAG4	3399051	3400094	1	3937165	3937736	1	tandem
KRH17788	KRH17857	31_TAG4	3399051	3400094	1	3949103	3961816	1	tandem
KRH17788	KRH17858	31_TAG4	3399051	3400094	1	3964509	3967392	1	tandem
KRH17788	KRH17859	31_TAG4	3399051	3400094	1	3971961	3977260	1	tandem
KRH17788	KRH17860	31_TAG4	3399051	3400094	1	3979008	3984881	1	tandem
KRH17788	KRH17861	31_TAG4	3399051	3400094	1	3987368	3988659	1	tandem
KRH17788	KRH17862	31_TAG4	3399051	3400094	1	3988735	3992501	1	tandem
KRH17788	KRH17863	31_TAG4	3399051	3400094	1	3994822	4000126	1	tandem
KRH17788	KRH17864	31_TAG4	3399051	3400094	1	4002448	4007752	1	tandem
KRH17788	KRH17865	31_TAG4	3399051	3400094	1	4010074	4015378	1	tandem
KRH17788	KRH17866	31_TAG4	3399051	3400094	1	4017700	4021590	1	tandem
KRH17788	KRH17867	31_TAG4	3399051	3400094	1	4025256	4026028	1	tandem
KRH17788	KRH17869	31_TAG4	3399051	3400094	1	4058726	4059660	1	tandem
KRH17788	KRH17870	31_TAG4	3399051	3400094	1	4062472	4067773	1	tandem
KRH17788	KRH17871	31_TAG4	3399051	3400094	1	4076382	4081686	1	tandem
KRH17788	KRH17872	31_TAG4	3399051	3400094	1	4091199	4096092	1	tandem
KRH17788	KRH17873	31_TAG4	3399051	3400094	1	4098819	4103710	1	tandem
KRH17788	KRH17874	31_TAG4	3399051	3400094	1	4106441	4111335	1	tandem
KRH17789	KRH17790	31_TAG4	3413371	3413942	1	3434276	3439580	1	tandem
KRH17789	KRH17791	31_TAG4	3413371	3413942	1	3445753	3446292	1	tandem
KRH17789	KRH17792	31_TAG4	3413371	3413942	1	3449496	3455371	1	tandem
KRH17789	KRH17793	31_TAG4	3413371	3413942	1	3457691	3462995	1	tandem
KRH17789	KRH17794	31_TAG4	3413371	3413942	1	3465317	3470620	1	tandem
KRH17789	KRH17796	31_TAG4	3413371	3413942	1	3480567	3485867	1	tandem
KRH17789	KRH17797	31_TAG4	3413371	3413942	1	3488189	3493493	1	tandem
KRH17789	KRH17798	31_TAG4	3413371	3413942	1	3505585	3510831	1	tandem
KRH17789	KRH17799	31_TAG4	3413371	3413942	1	3513208	3514353	1	tandem
KRH17789	KRH17800	31_TAG4	3413371	3413942	1	3514454	3515599	1	tandem
KRH17789	KRH17801	31_TAG4	3413371	3413942	1	3515729	3516819	1	tandem
KRH17789	KRH17802	31_TAG4	3413371	3413942	1	3516975	3517861	1	tandem
KRH17789	KRH17803	31_TAG4	3413371	3413942	1	3518023	3519567	1	tandem
KRH17789	KRH17804	31_TAG4	3413371	3413942	1	3521887	3534808	1	tandem
KRH17789	KRH17805	31_TAG4	3413371	3413942	1	3532814	3533385	1	tandem
KRH17789	KRH17806	31_TAG4	3413371	3413942	1	3537129	3542432	1	tandem
KRH17789	KRH17807	31_TAG4	3413371	3413942	1	3544754	3550057	1	tandem
KRH17789	KRH17808	31_TAG4	3413371	3413942	1	3552379	3557683	1	tandem
KRH17789	KRH17809	31_TAG4	3413371	3413942	1	3560005	3565309	1	tandem
KRH17789	KRH17810	31_TAG4	3413371	3413942	1	3567631	3572935	1	tandem
KRH17789	KRH17811	31_TAG4	3413371	3413942	1	3575257	3580561	1	tandem
KRH17789	KRH17812	31_TAG4	3413371	3413942	1	3582881	3595332	1	tandem
KRH17789	KRH17815	31_TAG4	3413371	3413942	1	3600039	3607143	1	tandem
KRH17789	KRH17816	31_TAG4	3413371	3413942	1	3618007	3623308	1	tandem
KRH17789	KRH17817	31_TAG4	3413371	3413942	1	3625628	3630932	1	tandem
KRH17789	KRH17818	31_TAG4	3413371	3413942	1	3633254	3638558	1	tandem
KRH17789	KRH17819	31_TAG4	3413371	3413942	1	3640880	3646184	1	tandem
KRH17789	KRH17820	31_TAG4	3413371	3413942	1	3648506	3653810	1	tandem
KRH17789	KRH17821	31_TAG4	3413371	3413942	1	3660393	3661436	1	tandem
KRH17789	KRH17822	31_TAG4	3413371	3413942	1	3671382	3672740	1	tandem
KRH17789	KRH17823	31_TAG4	3413371	3413942	1	3677286	3681045	1	tandem
KRH17789	KRH17824	31_TAG4	3413371	3413942	1	3683367	3688669	1	tandem
KRH17789	KRH17825	31_TAG4	3413371	3413942	1	3690992	3696296	1	tandem
KRH17789	KRH17826	31_TAG4	3413371	3413942	1	3698617	3703920	1	tandem
KRH17789	KRH17827	31_TAG4	3413371	3413942	1	3706242	3711546	1	tandem
KRH17789	KRH17828	31_TAG4	3413371	3413942	1	3721487	3726786	1	tandem
KRH17789	KRH17829	31_TAG4	3413371	3413942	1	3731639	3749648	1	tandem
KRH17789	KRH17830	31_TAG4	3413371	3413942	1	3744517	3744753	1	tandem
KRH17789	KRH17831	31_TAG4	3413371	3413942	1	3751969	3757273	1	tandem
KRH17789	KRH17832	31_TAG4	3413371	3413942	1	3759595	3764690	1	tandem
KRH17789	KRH17833	31_TAG4	3413371	3413942	1	3774839	3780142	1	tandem
KRH17789	KRH17835	31_TAG4	3413371	3413942	1	3792592	3795020	1	tandem
KRH17789	KRH17836	31_TAG4	3413371	3413942	1	3804766	3818255	1	tandem
KRH17789	KRH17837	31_TAG4	3413371	3413942	1	3820577	3825881	1	tandem
KRH17789	KRH17839	31_TAG4	3413371	3413942	1	3835249	3841124	1	tandem
KRH17789	KRH17840	31_TAG4	3413371	3413942	1	3843446	3848750	1	tandem
KRH17789	KRH17841	31_TAG4	3413371	3413942	1	3851072	3856380	1	tandem
KRH17789	KRH17842	31_TAG4	3413371	3413942	1	3858702	3864006	1	tandem
KRH17789	KRH17844	31_TAG4	3413371	3413942	1	3868833	3871261	1	tandem
KRH17789	KRH17845	31_TAG4	3413371	3413942	1	3881736	3882116	1	tandem
KRH17789	KRH17846	31_TAG4	3413371	3413942	1	3882967	3883750	1	tandem
KRH17789	KRH17847	31_TAG4	3413371	3413942	1	3889186	3894484	1	tandem
KRH17789	KRH17849	31_TAG4	3413371	3413942	1	3896798	3902095	1	tandem
KRH17789	KRH17850	31_TAG4	3413371	3413942	1	3903580	3906906	1	tandem
KRH17789	KRH17852	31_TAG4	3413371	3413942	1	3910452	3912678	1	tandem
KRH17789	KRH17854	31_TAG4	3413371	3413942	1	3921934	3924017	1	tandem
KRH17789	KRH17855	31_TAG4	3413371	3413942	1	3925406	3931538	1	tandem
KRH17789	KRH17856	31_TAG4	3413371	3413942	1	3937165	3937736	1	tandem
KRH17789	KRH17857	31_TAG4	3413371	3413942	1	3949103	3961816	1	tandem
KRH17789	KRH17858	31_TAG4	3413371	3413942	1	3964509	3967392	1	tandem
KRH17789	KRH17859	31_TAG4	3413371	3413942	1	3971961	3977260	1	tandem
KRH17789	KRH17860	31_TAG4	3413371	3413942	1	3979008	3984881	1	tandem
KRH17789	KRH17861	31_TAG4	3413371	3413942	1	3987368	3988659	1	tandem
KRH17789	KRH17862	31_TAG4	3413371	3413942	1	3988735	3992501	1	tandem
KRH17789	KRH17863	31_TAG4	3413371	3413942	1	3994822	4000126	1	tandem
KRH17789	KRH17864	31_TAG4	3413371	3413942	1	4002448	4007752	1	tandem
KRH17789	KRH17865	31_TAG4	3413371	3413942	1	4010074	4015378	1	tandem
KRH17789	KRH17866	31_TAG4	3413371	3413942	1	4017700	4021590	1	tandem
KRH17789	KRH17867	31_TAG4	3413371	3413942	1	4025256	4026028	1	tandem
KRH17789	KRH17869	31_TAG4	3413371	3413942	1	4058726	4059660	1	tandem
KRH17789	KRH17870	31_TAG4	3413371	3413942	1	4062472	4067773	1	tandem
KRH17789	KRH17871	31_TAG4	3413371	3413942	1	4076382	4081686	1	tandem
KRH17789	KRH17872	31_TAG4	3413371	3413942	1	4091199	4096092	1	tandem
KRH17789	KRH17873	31_TAG4	3413371	3413942	1	4098819	4103710	1	tandem
KRH17789	KRH17874	31_TAG4	3413371	3413942	1	4106441	4111335	1	tandem
KRH17790	KRH17791	31_TAG4	3434276	3439580	1	3445753	3446292	1	tandem
KRH17790	KRH17792	31_TAG4	3434276	3439580	1	3449496	3455371	1	tandem
KRH17790	KRH17793	31_TAG4	3434276	3439580	1	3457691	3462995	1	tandem
KRH17790	KRH17794	31_TAG4	3434276	3439580	1	3465317	3470620	1	tandem
KRH17790	KRH17796	31_TAG4	3434276	3439580	1	3480567	3485867	1	tandem
KRH17790	KRH17797	31_TAG4	3434276	3439580	1	3488189	3493493	1	tandem
KRH17790	KRH17798	31_TAG4	3434276	3439580	1	3505585	3510831	1	tandem
KRH17790	KRH17799	31_TAG4	3434276	3439580	1	3513208	3514353	1	tandem
KRH17790	KRH17800	31_TAG4	3434276	3439580	1	3514454	3515599	1	tandem
KRH17790	KRH17801	31_TAG4	3434276	3439580	1	3515729	3516819	1	tandem
KRH17790	KRH17802	31_TAG4	3434276	3439580	1	3516975	3517861	1	tandem
KRH17790	KRH17803	31_TAG4	3434276	3439580	1	3518023	3519567	1	tandem
KRH17790	KRH17804	31_TAG4	3434276	3439580	1	3521887	3534808	1	tandem
KRH17790	KRH17805	31_TAG4	3434276	3439580	1	3532814	3533385	1	tandem
KRH17790	KRH17806	31_TAG4	3434276	3439580	1	3537129	3542432	1	tandem
KRH17790	KRH17807	31_TAG4	3434276	3439580	1	3544754	3550057	1	tandem
KRH17790	KRH17808	31_TAG4	3434276	3439580	1	3552379	3557683	1	tandem
KRH17790	KRH17809	31_TAG4	3434276	3439580	1	3560005	3565309	1	tandem
KRH17790	KRH17810	31_TAG4	3434276	3439580	1	3567631	3572935	1	tandem
KRH17790	KRH17811	31_TAG4	3434276	3439580	1	3575257	3580561	1	tandem
KRH17790	KRH17812	31_TAG4	3434276	3439580	1	3582881	3595332	1	tandem
KRH17790	KRH17815	31_TAG4	3434276	3439580	1	3600039	3607143	1	tandem
KRH17790	KRH17816	31_TAG4	3434276	3439580	1	3618007	3623308	1	tandem
KRH17790	KRH17817	31_TAG4	3434276	3439580	1	3625628	3630932	1	tandem
KRH17790	KRH17818	31_TAG4	3434276	3439580	1	3633254	3638558	1	tandem
KRH17790	KRH17819	31_TAG4	3434276	3439580	1	3640880	3646184	1	tandem
KRH17790	KRH17820	31_TAG4	3434276	3439580	1	3648506	3653810	1	tandem
KRH17790	KRH17821	31_TAG4	3434276	3439580	1	3660393	3661436	1	tandem
KRH17790	KRH17822	31_TAG4	3434276	3439580	1	3671382	3672740	1	tandem
KRH17790	KRH17823	31_TAG4	3434276	3439580	1	3677286	3681045	1	tandem
KRH17790	KRH17824	31_TAG4	3434276	3439580	1	3683367	3688669	1	tandem
KRH17790	KRH17825	31_TAG4	3434276	3439580	1	3690992	3696296	1	tandem
KRH17790	KRH17826	31_TAG4	3434276	3439580	1	3698617	3703920	1	tandem
KRH17790	KRH17827	31_TAG4	3434276	3439580	1	3706242	3711546	1	tandem
KRH17790	KRH17828	31_TAG4	3434276	3439580	1	3721487	3726786	1	tandem
KRH17790	KRH17829	31_TAG4	3434276	3439580	1	3731639	3749648	1	tandem
KRH17790	KRH17830	31_TAG4	3434276	3439580	1	3744517	3744753	1	tandem
KRH17790	KRH17831	31_TAG4	3434276	3439580	1	3751969	3757273	1	tandem
KRH17790	KRH17832	31_TAG4	3434276	3439580	1	3759595	3764690	1	tandem
KRH17790	KRH17833	31_TAG4	3434276	3439580	1	3774839	3780142	1	tandem
KRH17790	KRH17835	31_TAG4	3434276	3439580	1	3792592	3795020	1	tandem
KRH17790	KRH17836	31_TAG4	3434276	3439580	1	3804766	3818255	1	tandem
KRH17790	KRH17837	31_TAG4	3434276	3439580	1	3820577	3825881	1	tandem
KRH17790	KRH17839	31_TAG4	3434276	3439580	1	3835249	3841124	1	tandem
KRH17790	KRH17840	31_TAG4	3434276	3439580	1	3843446	3848750	1	tandem
KRH17790	KRH17841	31_TAG4	3434276	3439580	1	3851072	3856380	1	tandem
KRH17790	KRH17842	31_TAG4	3434276	3439580	1	3858702	3864006	1	tandem
KRH17790	KRH17844	31_TAG4	3434276	3439580	1	3868833	3871261	1	tandem
KRH17790	KRH17845	31_TAG4	3434276	3439580	1	3881736	3882116	1	tandem
KRH17790	KRH17846	31_TAG4	3434276	3439580	1	3882967	3883750	1	tandem
KRH17790	KRH17847	31_TAG4	3434276	3439580	1	3889186	3894484	1	tandem
KRH17790	KRH17849	31_TAG4	3434276	3439580	1	3896798	3902095	1	tandem
KRH17790	KRH17850	31_TAG4	3434276	3439580	1	3903580	3906906	1	tandem
KRH17790	KRH17852	31_TAG4	3434276	3439580	1	3910452	3912678	1	tandem
KRH17790	KRH17854	31_TAG4	3434276	3439580	1	3921934	3924017	1	tandem
KRH17790	KRH17855	31_TAG4	3434276	3439580	1	3925406	3931538	1	tandem
KRH17790	KRH17856	31_TAG4	3434276	3439580	1	3937165	3937736	1	tandem
KRH17790	KRH17857	31_TAG4	3434276	3439580	1	3949103	3961816	1	tandem
KRH17790	KRH17858	31_TAG4	3434276	3439580	1	3964509	3967392	1	tandem
KRH17790	KRH17859	31_TAG4	3434276	3439580	1	3971961	3977260	1	tandem
KRH17790	KRH17860	31_TAG4	3434276	3439580	1	3979008	3984881	1	tandem
KRH17790	KRH17861	31_TAG4	3434276	3439580	1	3987368	3988659	1	tandem
KRH17790	KRH17862	31_TAG4	3434276	3439580	1	3988735	3992501	1	tandem
KRH17790	KRH17863	31_TAG4	3434276	3439580	1	3994822	4000126	1	tandem
