Gene_ID	Chromosome	Start	End	Strand
gene:GLYMA_01G113500	1	38933888	38934257	+
gene:GLYMA_01G113600	1	38951181	38951998	+
gene:GLYMA_01G113700	1	38958799	38959230	+
gene:GLYMA_01G113800	1	38975352	38976242	+
gene:GLYMA_01G113900	1	39285487	39286221	-
gene:GLYMA_01G114000	1	39289694	39297381	-
gene:GLYMA_01G114100	1	39440109	39440465	-
gene:GLYMA_01G114200	1	39572404	39574087	+
gene:GLYMA_01G114300	1	39578744	39579415	-
gene:GLYMA_01G114400	1	39584363	39586708	+
gene:GLYMA_01G114500	1	39599383	39604843	-
gene:GLYMA_01G114600	1	39627907	39629591	-
gene:GLYMA_01G114700	1	39638797	39649342	+
gene:GLYMA_01G114800	1	39687226	39688192	+
gene:GLYMA_01G114900	1	39688780	39690246	-
gene:GLYMA_01G115000	1	39765655	39770137	+
gene:GLYMA_01G115100	1	39801972	39803541	+
gene:GLYMA_01G115200	1	39858941	39860670	-
gene:GLYMA_01G115300	1	39914172	39915206	-
gene:GLYMA_01G115400	1	39920574	39921892	+
gene:GLYMA_01G115500	1	39968335	39970694	-
gene:GLYMA_01G115600	1	39989466	39991540	-
gene:GLYMA_01G115700	1	40039703	40041657	+
gene:GLYMA_01G115800	1	40068057	40070006	+
gene:GLYMA_01G115900	1	40071787	40074567	-
gene:GLYMA_01G116000	1	40082886	40086269	+
gene:GLYMA_01G116100	1	40088389	40093582	-
gene:GLYMA_01G116200	1	40129824	40134652	+
gene:GLYMA_01G116300	1	40138944	40152980	+
gene:GLYMA_01G116400	1	40147158	40148717	-
gene:GLYMA_01G116500	1	40154907	40156231	+
gene:GLYMA_01G116600	1	40163286	40165597	+
gene:GLYMA_01G116700	1	40191469	40199263	+
gene:GLYMA_01G1168002	1	40205966	40206434	-
gene:GLYMA_01G1168001	1	40207039	40209574	-
gene:GLYMA_01G116900	1	40318614	40319095	-
gene:GLYMA_01G117000	1	40366052	40369893	+
gene:GLYMA_01G117100	1	40481596	40482003	+
gene:GLYMA_01G117200	1	40497296	40501480	-
gene:GLYMA_01G117300	1	40513041	40513826	+
gene:GLYMA_01G117400	1	40579249	40579711	-
gene:GLYMA_01G117500	1	40581130	40582355	-
gene:GLYMA_01G117600	1	40582813	40583517	-
gene:GLYMA_01G117700	1	40591719	40591991	+
gene:GLYMA_01G117800	1	40629813	40634887	+
gene:GLYMA_01G117900	1	40635851	40645885	-
gene:GLYMA_01G118000	1	40665975	40669512	-
gene:GLYMA_01G118100	1	40699711	40700266	+
gene:GLYMA_01G118200	1	40731498	40738869	-
gene:GLYMA_01G118300	1	40757639	40777983	+
gene:GLYMA_01G118400	1	40773589	40793409	+
gene:GLYMA_01G118500	1	40786869	40787231	+
gene:GLYMA_01G118600	1	40787378	40787901	+
gene:GLYMA_01G118700	1	40803098	40803482	+
gene:GLYMA_01G1188002	1	40805269	40807834	+
gene:GLYMA_01G1188001	1	40826050	40838828	+
gene:GLYMA_01G118900	1	40859920	40890833	+
gene:GLYMA_01G119000	1	40902902	40904176	-
gene:GLYMA_01G119100	1	40904697	40906642	-
gene:GLYMA_01G119200	1	40927249	40929076	-
gene:GLYMA_01G119300	1	40965934	40969182	-
gene:GLYMA_01G119400	1	40972005	40977185	-
gene:GLYMA_01G119500	1	41159811	41170212	+
gene:GLYMA_01G119600	1	41172291	41173980	-
gene:GLYMA_01G119700	1	41191210	41191991	-
gene:GLYMA_01G119800	1	41197286	41198586	-
gene:GLYMA_01G119900	1	41239941	41242551	+
gene:GLYMA_01G120000	1	41270756	41274625	+
gene:GLYMA_01G120100	1	41290458	41293816	+
gene:GLYMA_01G120200	1	41309973	41312665	+
gene:GLYMA_01G120300	1	41331035	41332067	+
gene:GLYMA_01G120400	1	41337345	41340968	+
gene:GLYMA_01G120500	1	41348716	41349502	+
gene:GLYMA_01G120600	1	41350290	41351186	+
gene:GLYMA_01G120700	1	41357452	41358034	+
gene:GLYMA_01G120800	1	41380467	41382662	+
gene:GLYMA_01G120900	1	41421032	41421748	-
gene:GLYMA_01G121000	1	41469409	41471354	-
gene:GLYMA_01G121100	1	41546421	41547087	+
gene:GLYMA_01G121200	1	41625488	41627441	-
gene:GLYMA_01G121300	1	41795226	41800023	-
gene:GLYMA_01G121400	1	41807826	41828396	-
gene:GLYMA_01G121500	1	41809344	41811282	+
gene:GLYMA_01G121600	1	41819013	41822029	+
gene:GLYMA_01G121700	1	41857038	41858928	+
gene:GLYMA_01G121800	1	41886489	41886686	+
gene:GLYMA_01G121900	1	41894009	41896431	-
gene:GLYMA_01G122000	1	41905745	41909615	+
gene:GLYMA_01G122100	1	41909485	41918592	-
gene:GLYMA_01G122200	1	42007444	42008724	+
gene:GLYMA_01G122300	1	42016081	42020066	-
gene:GLYMA_01G122400	1	42044211	42044462	+
gene:GLYMA_01G122500	1	42049129	42051631	-
gene:GLYMA_01G122600	1	42052622	42055302	+
gene:GLYMA_01G122700	1	42066860	42069715	-
gene:GLYMA_01G122800	1	42259009	42263637	-
gene:GLYMA_01G122900	1	42284219	42284877	-
gene:GLYMA_01G123000	1	42337507	42338043	+
gene:GLYMA_01G123100	1	42339163	42340855	+
gene:GLYMA_01G123200	1	42446501	42447199	+
gene:GLYMA_01G123300	1	42526055	42535257	+
gene:GLYMA_01G123400	1	42536004	42543612	-
gene:GLYMA_01G123500	1	42557296	42558045	+
gene:GLYMA_01G123600	1	42734205	42736370	-
gene:GLYMA_01G123700	1	42763513	42769164	+
gene:GLYMA_01G123800	1	42787163	42788909	+
gene:GLYMA_01G123900	1	42831529	42837121	+
gene:GLYMA_01G124000	1	42837642	42839092	+
gene:GLYMA_01G124100	1	42886000	42891975	-
gene:GLYMA_01G124200	1	42907485	42914637	+
gene:GLYMA_01G124300	1	42916993	42919921	+
gene:GLYMA_01G124400	1	42923330	42924345	+
gene:GLYMA_01G124500	1	42969575	42973071	-
gene:GLYMA_01G124600	1	42993438	42995285	-
gene:GLYMA_01G124700	1	43007954	43009800	+
gene:GLYMA_01G124800	1	43072174	43076075	+
gene:GLYMA_01G124900	1	43078001	43081882	-
gene:GLYMA_01G125000	1	43107332	43111390	+
gene:GLYMA_01G125100	1	43218254	43221820	+
gene:GLYMA_01G125200	1	43223760	43229609	+
gene:GLYMA_01G125300	1	43315015	43319760	-
gene:GLYMA_01G125400	1	43394002	43403868	-
gene:GLYMA_01G125500	1	43398752	43401750	+
gene:GLYMA_01G125600	1	43431913	43439453	-
gene:GLYMA_01G125700	1	43443189	43444588	-
gene:GLYMA_01G125800	1	43452872	43456793	-
gene:GLYMA_01G125900	1	43473869	43475221	-
gene:GLYMA_01G126000	1	43477093	43480432	-
gene:GLYMA_01G126100	1	43483544	43484644	+
gene:GLYMA_01G126200	1	43506639	43510355	-
gene:GLYMA_01G126300	1	43512981	43516453	-
gene:GLYMA_01G126400	1	43526688	43529176	-
gene:GLYMA_01G126500	1	43543078	43549101	-
gene:GLYMA_01G126600	1	43570466	43571606	+
gene:GLYMA_01G126700	1	43597983	43598827	+
gene:GLYMA_01G126800	1	43601966	43612481	+
gene:GLYMA_01G126900	1	43631853	43635170	+
gene:GLYMA_01G127000	1	43688639	43689218	-
gene:GLYMA_01G127100	1	43712979	43713852	+
gene:GLYMA_01G127200	1	43806805	43807905	+
gene:GLYMA_01G127300	1	43873241	43873738	-
gene:GLYMA_01G127400	1	43890357	43891777	+
gene:GLYMA_01G127500	1	43934128	43937511	+
gene:GLYMA_01G127600	1	43941202	43943538	-
gene:GLYMA_01G127700	1	43955034	43959105	-
gene:GLYMA_01G127800	1	43998040	43999858	+
gene:GLYMA_01G127900	1	44005706	44009088	-
gene:GLYMA_01G128000	1	44018448	44020708	+
gene:GLYMA_01G128100	1	44021389	44025071	-
gene:GLYMA_01G128200	1	44038290	44043738	-
gene:GLYMA_01G128300	1	44081046	44088232	-
gene:GLYMA_01G128400	1	44104248	44108569	-
gene:GLYMA_01G128500	1	44114044	44118739	-
gene:GLYMA_01G128600	1	44114803	44114991	+
gene:GLYMA_01G128700	1	44127696	44135686	-
gene:GLYMA_01G128800	1	44205034	44206626	-
gene:GLYMA_01G128900	1	44216318	44219242	+
gene:GLYMA_01G129000	1	44260979	44263149	+
gene:GLYMA_01G129100	1	44287286	44289554	+
gene:GLYMA_01G129200	1	44312501	44313041	+
gene:GLYMA_01G129300	1	44323572	44324229	+
gene:GLYMA_01G129400	1	44326271	44333090	-
gene:GLYMA_01G129500	1	44330518	44331492	+
gene:GLYMA_01G129600	1	44366047	44369894	-
gene:GLYMA_01G129700	1	44418856	44421115	+
gene:GLYMA_01G129800	1	44423390	44424617	+
gene:GLYMA_01G129900	1	44430277	44430570	+
gene:GLYMA_01G130000	1	44435956	44439864	-
gene:GLYMA_01G130100	1	44470678	44472260	-
gene:GLYMA_01G130200	1	44486224	44488395	-
gene:GLYMA_01G130300	1	44503389	44503753	-
gene:GLYMA_01G130400	1	44552647	44553455	-
gene:GLYMA_01G130500	1	44585651	44587706	+
gene:GLYMA_01G130600	1	44608934	44610757	+
gene:GLYMA_01G130700	1	44639344	44639894	-
gene:GLYMA_01G130800	1	44650078	44652586	+
gene:GLYMA_01G130900	1	44666687	44668301	-
gene:GLYMA_01G131000	1	44685701	44686027	+
gene:GLYMA_01G131100	1	44694785	44698609	+
gene:GLYMA_01G131200	1	44700303	44701569	-
gene:GLYMA_01G131300	1	44736180	44739264	+
gene:GLYMA_01G131400	1	44778327	44783649	+
gene:GLYMA_01G131500	1	44788783	44792683	+
gene:GLYMA_01G131600	1	44795038	44796048	+
gene:GLYMA_01G131700	1	44819198	44820468	+
gene:GLYMA_01G131800	1	44840361	44842991	+
gene:GLYMA_01G131900	1	44855633	44857602	+
gene:GLYMA_01G132000	1	44901489	44907991	-
gene:GLYMA_01G132100	1	44908241	44908444	-
gene:GLYMA_01G132200	1	44951290	44957526	+
gene:GLYMA_01G132300	1	45073057	45078646	+
gene:GLYMA_01G132400	1	45094660	45101441	+
gene:GLYMA_01G132500	1	45184633	45186190	+
gene:GLYMA_01G132600	1	45213175	45214840	+
gene:GLYMA_01G132700	1	45218163	45222378	-
gene:GLYMA_01G132800	1	45230898	45233655	-
gene:GLYMA_01G132900	1	45246774	45249073	+
gene:GLYMA_01G133000	1	45249784	45257780	-
gene:GLYMA_01G133100	1	45283608	45295742	-
gene:GLYMA_01G133200	1	45342454	45344630	-
gene:GLYMA_01G133300	1	45351801	45356207	-
gene:GLYMA_01G133400	1	45358996	45360609	-
gene:GLYMA_01G133500	1	45366283	45368587	+
gene:GLYMA_01G133600	1	45393995	45397061	-
gene:GLYMA_01G133700	1	45397066	45397988	-
gene:GLYMA_01G133800	1	45416632	45417407	+
gene:GLYMA_01G133900	1	45424248	45425888	+
gene:GLYMA_01G134000	1	45457304	45459446	-
gene:GLYMA_01G134100	1	45500019	45501464	+
gene:GLYMA_01G134200	1	45524253	45525989	+
gene:GLYMA_01G134300	1	45567240	45574176	+
gene:GLYMA_01G134400	1	45575175	45583810	+
gene:GLYMA_01G134500	1	45576740	45580929	+
gene:GLYMA_01G134600	1	45616833	45625952	-
gene:GLYMA_01G134700	1	45655512	45656439	+
gene:GLYMA_01G134800	1	45661550	45661867	+
gene:GLYMA_01G134900	1	45670744	45672750	-
gene:GLYMA_01G135000	1	45676822	45677157	-
gene:GLYMA_01G135100	1	45693251	45698789	+
gene:GLYMA_01G135200	1	45702284	45706642	-
gene:GLYMA_01G135300	1	45730016	45730868	-
gene:GLYMA_01G135400	1	45742743	45759713	-
gene:GLYMA_01G135500	1	45776550	45780970	+
gene:GLYMA_01G135600	1	45782125	45783239	+
gene:GLYMA_01G135700	1	45807857	45808383	+
gene:GLYMA_01G135800	1	45810713	45811806	+
gene:GLYMA_01G135900	1	45833647	45838622	+
gene:GLYMA_01G136000	1	45850740	45855164	+
gene:GLYMA_01G136100	1	45917535	45924031	+
gene:GLYMA_01G136200	1	45994133	45996505	-
gene:GLYMA_01G136300	1	46034902	46038454	-
gene:GLYMA_01G136400	1	46055170	46055742	+
gene:GLYMA_01G136500	1	46101218	46105783	+
gene:GLYMA_01G136600	1	46157928	46159428	+
gene:GLYMA_01G136700	1	46169032	46172475	-
gene:GLYMA_01G136800	1	46177479	46177670	-
gene:GLYMA_01G136900	1	46188690	46191970	-
gene:GLYMA_01G137000	1	46211125	46215908	+
gene:GLYMA_01G137100	1	46223380	46226046	+
gene:GLYMA_01G137200	1	46272892	46276188	-
gene:GLYMA_01G137300	1	46306508	46328572	-
gene:GLYMA_01G137400	1	46374326	46375636	+
gene:GLYMA_01G137500	1	46403678	46404917	+
gene:GLYMA_01G137600	1	46421514	46426886	+
gene:GLYMA_01G137700	1	46433818	46438059	-
gene:GLYMA_01G137800	1	46502984	46503612	+
gene:GLYMA_01G137900	1	46513722	46517345	+
gene:GLYMA_01G138000	1	46517589	46519892	-
gene:GLYMA_01G138100	1	46542648	46544665	+
gene:GLYMA_01G138200	1	46545425	46548582	-
gene:GLYMA_01G138300	1	46561311	46568953	+
gene:GLYMA_01G138400	1	46600467	46601866	+
gene:GLYMA_01G138500	1	46605860	46606411	+
gene:GLYMA_01G138600	1	46619742	46620640	-
gene:GLYMA_01G138700	1	46658152	46658616	-
gene:GLYMA_01G138800	1	46662896	46666311	-
gene:GLYMA_01G138900	1	46671227	46671686	+
gene:GLYMA_01G139000	1	46672805	46675995	+
gene:GLYMA_01G139100	1	46679546	46682503	+
gene:GLYMA_01G139200	1	46701749	46702799	-
gene:GLYMA_01G139300	1	46703517	46706722	+
gene:GLYMA_01G139400	1	46707722	46707913	-
gene:GLYMA_01G139500	1	46728345	46731227	-
gene:GLYMA_01G139600	1	46734166	46742926	-
gene:GLYMA_01G139700	1	46767844	46776589	-
gene:GLYMA_01G139800	1	46781558	46782382	-
gene:GLYMA_01G139900	1	46787249	46789072	-
gene:GLYMA_01G140000	1	46801922	46805707	-
gene:GLYMA_01G140100	1	46808785	46809906	+
gene:GLYMA_01G140200	1	46824992	46840883	-
gene:GLYMA_01G140300	1	46837220	46838376	-
gene:GLYMA_01G140400	1	46878263	46881213	-
gene:GLYMA_01G140500	1	46882029	46887803	+
gene:GLYMA_01G140600	1	46924862	46955588	-
gene:GLYMA_01G140700	1	46957553	46958625	-
gene:GLYMA_01G140800	1	46977250	46978841	-
gene:GLYMA_01G140900	1	46984197	46985977	+
gene:GLYMA_01G141000	1	47030015	47030266	-
gene:GLYMA_01G141100	1	47118525	47120286	+
gene:GLYMA_01G141200	1	47204113	47204544	-
gene:GLYMA_01G141300	1	47207937	47208353	-
gene:GLYMA_01G141400	1	47243142	47243558	-
gene:GLYMA_01G141500	1	47288284	47288532	+
gene:GLYMA_01G141600	1	47309334	47309968	+
gene:GLYMA_01G141700	1	47317178	47317531	-
gene:GLYMA_01G141800	1	47350285	47350924	+
gene:GLYMA_01G141900	1	47400998	47414205	-
gene:GLYMA_01G142000	1	47416824	47417480	-
gene:GLYMA_01G142100	1	47419675	47420109	-
gene:GLYMA_01G142200	1	47442336	47442692	-
gene:GLYMA_01G142300	1	47456027	47465913	-
gene:GLYMA_01G142400	1	47551980	47553528	+
gene:GLYMA_01G142500	1	47569660	47570091	+
gene:GLYMA_01G142600	1	47583709	47601867	+
gene:GLYMA_01G142700	1	47607504	47616730	+
gene:GLYMA_01G142800	1	47618135	47622965	-
gene:GLYMA_01G142900	1	47630278	47634702	+
gene:GLYMA_01G143000	1	47639125	47639301	-
gene:GLYMA_01G143100	1	47640664	47647959	-
gene:GLYMA_01G143200	1	47662872	47665366	-
gene:GLYMA_01G143300	1	47680403	47682513	-
gene:GLYMA_01G143400	1	47702290	47703912	-
gene:GLYMA_01G143500	1	47711694	47714280	+
gene:GLYMA_01G143600	1	47723789	47724571	-
gene:GLYMA_01G143700	1	47745734	47753361	+
gene:GLYMA_01G143800	1	47752470	47757620	-
gene:GLYMA_01G143900	1	47782559	47787461	+
gene:GLYMA_01G144000	1	47789141	47790936	+
gene:GLYMA_01G144100	1	47789359	47789946	-
gene:GLYMA_01G144200	1	47801076	47813847	+
gene:GLYMA_01G144300	1	47816721	47818364	+
gene:GLYMA_01G144400	1	47862147	47864577	+
gene:GLYMA_01G144500	1	47870175	47886944	-
gene:GLYMA_01G144600	1	47892557	47892775	-
gene:GLYMA_01G144700	1	47919788	47921433	-
gene:GLYMA_01G144800	1	47935248	47944542	-
gene:GLYMA_01G144900	1	47957030	47960786	+
gene:GLYMA_01G145000	1	47965361	47969355	-
gene:GLYMA_01G145100	1	47987373	47992722	-
gene:GLYMA_01G145200	1	48005073	48008463	-
gene:GLYMA_01G145300	1	48012277	48016762	+
gene:GLYMA_01G145400	1	48017277	48024025	-
gene:GLYMA_01G145500	1	48033950	48034352	-
gene:GLYMA_01G145600	1	48061631	48069571	+
gene:GLYMA_01G145700	1	48066832	48068488	-
gene:GLYMA_01G145800	1	48066845	48067773	-
gene:GLYMA_01G145900	1	48092830	48096644	+
gene:GLYMA_01G146000	1	48098385	48101154	+
gene:GLYMA_01G146100	1	48126704	48134251	+
gene:GLYMA_01G146200	1	48146705	48147151	-
gene:GLYMA_01G146300	1	48150598	48154137	-
gene:GLYMA_01G146400	1	48169619	48173057	+
gene:GLYMA_01G146500	1	48175817	48177666	+
gene:GLYMA_01G146600	1	48181090	48189676	-
gene:GLYMA_01G146700	1	48254862	48258503	+
gene:GLYMA_01G146800	1	48291139	48291657	-
gene:GLYMA_01G146900	1	48292558	48297083	-
gene:GLYMA_01G147000	1	48358878	48362305	-
gene:GLYMA_01G147100	1	48359035	48359376	+
gene:GLYMA_01G147200	1	48381607	48383633	+
gene:GLYMA_01G147300	1	48383966	48388062	+
gene:GLYMA_01G147400	1	48389234	48392778	-
gene:GLYMA_01G147500	1	48393657	48397070	+
gene:GLYMA_01G147600	1	48431551	48432760	+
gene:GLYMA_01G147700	1	48480020	48483840	+
gene:GLYMA_01G147800	1	48485061	48504570	-
gene:GLYMA_01G147900	1	48509817	48512344	+
gene:GLYMA_01G148000	1	48514226	48516006	+
gene:GLYMA_01G148100	1	48521267	48533716	-
gene:GLYMA_01G148200	1	48530164	48533127	+
gene:GLYMA_01G148300	1	48548513	48552817	+
gene:GLYMA_01G148400	1	48554513	48557685	+
gene:GLYMA_01G148500	1	48558528	48567393	-
gene:GLYMA_01G148600	1	48570390	48574342	+
gene:GLYMA_01G148700	1	48577856	48579652	-
gene:GLYMA_01G148800	1	48581589	48582858	+
gene:GLYMA_01G148900	1	48592486	48599825	+
gene:GLYMA_01G149000	1	48601887	48607116	-
gene:GLYMA_01G149100	1	48607532	48608150	-
gene:GLYMA_01G149200	1	48613077	48615046	+
gene:GLYMA_01G149300	1	48618286	48623408	-
gene:GLYMA_01G149400	1	48650456	48655123	+
gene:GLYMA_01G149500	1	48670567	48676684	-
gene:GLYMA_01G149600	1	48683812	48688154	+
gene:GLYMA_01G149700	1	48690563	48696092	-
gene:GLYMA_01G149800	1	48699860	48705750	+
gene:GLYMA_01G149900	1	48706484	48708438	-
gene:GLYMA_01G150000	1	48712586	48713730	+
gene:GLYMA_01G150100	1	48714592	48716402	-
gene:GLYMA_01G150200	1	48717798	48720728	-
gene:GLYMA_01G150300	1	48726530	48728795	+
gene:GLYMA_01G150400	1	48742937	48745814	-
gene:GLYMA_01G150500	1	48750937	48753389	+
gene:GLYMA_01G150600	1	48757122	48759779	-
gene:GLYMA_01G150700	1	48765859	48775592	+
gene:GLYMA_01G150800	1	48778745	48783299	+
gene:GLYMA_01G150900	1	48784527	48785890	-
gene:GLYMA_01G151000	1	48787223	48787552	+
gene:GLYMA_01G151100	1	48800476	48805430	+
gene:GLYMA_01G151200	1	48806513	48807973	+
gene:GLYMA_01G151300	1	48808239	48813359	-
gene:GLYMA_01G151400	1	48820894	48821685	+
gene:GLYMA_01G151500	1	48824433	48827075	-
gene:GLYMA_01G151600	1	48838412	48846362	+
gene:GLYMA_01G151700	1	48849502	48854967	+
gene:GLYMA_01G151800	1	48859098	48866046	+
gene:GLYMA_01G151900	1	48865039	48865236	+
gene:GLYMA_01G152000	1	48877219	48881019	+
gene:GLYMA_01G152100	1	48886353	48894765	+
gene:GLYMA_01G152200	1	48919677	48920849	-
gene:GLYMA_01G152300	1	48920898	48923219	-
gene:GLYMA_01G152400	1	48944438	48944806	-
gene:GLYMA_01G152500	1	48952229	48957976	-
gene:GLYMA_01G152600	1	48960464	48961153	-
gene:GLYMA_01G152700	1	48962922	48966835	+
gene:GLYMA_01G152800	1	48980866	48981577	+
gene:GLYMA_01G152900	1	49006485	49014317	+
gene:GLYMA_01G153000	1	49016772	49018747	+
gene:GLYMA_01G153100	1	49019844	49026899	-
gene:GLYMA_01G153200	1	49031747	49040296	+
gene:GLYMA_01G153300	1	49049146	49052130	-
gene:GLYMA_01G153400	1	49095526	49096083	+
gene:GLYMA_01G153500	1	49096257	49097050	-
gene:GLYMA_01G153600	1	49102516	49110135	+
gene:GLYMA_01G153700	1	49110288	49113486	+
gene:GLYMA_01G153800	1	49115914	49118738	-
gene:GLYMA_01G153900	1	49120641	49124236	+
gene:GLYMA_01G154000	1	49130785	49132919	-
gene:GLYMA_01G154100	1	49136677	49139859	-
gene:GLYMA_01G154200	1	49151305	49153175	+
gene:GLYMA_01G154300	1	49154516	49158714	-
gene:GLYMA_01G154400	1	49163639	49166913	-
gene:GLYMA_01G154500	1	49196311	49201478	+
gene:GLYMA_01G154600	1	49202697	49207437	+
gene:GLYMA_01G154700	1	49209561	49213398	+
gene:GLYMA_01G154800	1	49223557	49223841	-
gene:GLYMA_01G154900	1	49241494	49244416	-
gene:GLYMA_01G155000	1	49253405	49255123	-
gene:GLYMA_01G155100	1	49255928	49257933	-
gene:GLYMA_01G155200	1	49258525	49262949	-
gene:GLYMA_01G155300	1	49271740	49281137	+
gene:GLYMA_01G155400	1	49292318	49294673	+
gene:GLYMA_01G155500	1	49298763	49301666	+
gene:GLYMA_01G155600	1	49302477	49307068	-
gene:GLYMA_01G155700	1	49311212	49312161	+
gene:GLYMA_01G155800	1	49319593	49321302	+
gene:GLYMA_01G155900	1	49322583	49327485	-
gene:GLYMA_01G156000	1	49348904	49355391	+
gene:GLYMA_01G156100	1	49356131	49357950	-
gene:GLYMA_01G156200	1	49361123	49366213	-
gene:GLYMA_01G156300	1	49376135	49377299	+
gene:GLYMA_01G156400	1	49382697	49389663	+
gene:GLYMA_01G156500	1	49395241	49396125	+
gene:GLYMA_01G156600	1	49404204	49409037	+
gene:GLYMA_01G156700	1	49417771	49422525	-
gene:GLYMA_01G156800	1	49437672	49455862	+
gene:GLYMA_01G156900	1	49459432	49460506	+
gene:GLYMA_01G157000	1	49464953	49468311	+
gene:GLYMA_01G157100	1	49479468	49483979	-
gene:GLYMA_01G157200	1	49502331	49504755	+
gene:GLYMA_01G157300	1	49512200	49516484	+
gene:GLYMA_01G157400	1	49531730	49533316	-
gene:GLYMA_01G157500	1	49541728	49548225	-
gene:GLYMA_01G157600	1	49557656	49567206	+
gene:GLYMA_01G157700	1	49570596	49577764	+
gene:GLYMA_01G157800	1	49583203	49590217	+
gene:GLYMA_01G157900	1	49591099	49596356	-
gene:GLYMA_01G158000	1	49612157	49615323	+
gene:GLYMA_01G158100	1	49616023	49618361	+
gene:GLYMA_01G158200	1	49623175	49627398	+
gene:GLYMA_01G158300	1	49631836	49634161	-
gene:GLYMA_01G158400	1	49635627	49646389	+
gene:GLYMA_01G158500	1	49648189	49650915	-
gene:GLYMA_01G158600	1	49664951	49671156	-
gene:GLYMA_01G158700	1	49682926	49688955	+
gene:GLYMA_01G158800	1	49690150	49693144	-
gene:GLYMA_01G158900	1	49692935	49696750	+
gene:GLYMA_01G159000	1	49697320	49702855	+
gene:GLYMA_01G159100	1	49703412	49705712	-
gene:GLYMA_01G159200	1	49710626	49716246	+
gene:GLYMA_01G159300	1	49727508	49728788	+
gene:GLYMA_01G159400	1	49745958	49755911	-
gene:GLYMA_01G159500	1	49784370	49790905	-
gene:GLYMA_01G159600	1	49806415	49814222	+
gene:GLYMA_01G159700	1	49820834	49824269	+
gene:GLYMA_01G159800	1	49826788	49828833	+
gene:GLYMA_01G159900	1	49843469	49853042	-
gene:GLYMA_01G1600002	1	49855344	49858284	-
gene:GLYMA_01G1600001	1	49858435	49859233	-
gene:GLYMA_01G160100	1	49869169	49871645	+
gene:GLYMA_01G160200	1	49875564	49876463	+
gene:GLYMA_01G160300	1	49878325	49884843	+
gene:GLYMA_01G160400	1	49888306	49889377	+
gene:GLYMA_01G160500	1	49891600	49892567	+
gene:GLYMA_01G160600	1	49895193	49895894	-
gene:GLYMA_01G160700	1	49903403	49904459	+
gene:GLYMA_01G160800	1	49907842	49908717	+
gene:GLYMA_01G160900	1	49910918	49911994	+
gene:GLYMA_01G161000	1	49920056	49920994	+
gene:GLYMA_01G161100	1	49933160	49938144	+
gene:GLYMA_01G161200	1	49945454	49947530	-
gene:GLYMA_01G161300	1	49950556	49950870	-
gene:GLYMA_01G161400	1	49950973	49953461	-
gene:GLYMA_01G161500	1	49955892	49958493	+
gene:GLYMA_01G161600	1	49966236	49974989	-
gene:GLYMA_01G161700	1	49988663	49991747	-
gene:GLYMA_01G161800	1	49994803	49998996	-
gene:GLYMA_01G161900	1	50000654	50003984	-
gene:GLYMA_01G162000	1	50005605	50008728	-
gene:GLYMA_01G162100	1	50010636	50018986	-
gene:GLYMA_01G162200	1	50028181	50036820	-
gene:GLYMA_01G162300	1	50039978	50041392	+
gene:GLYMA_01G162400	1	50042791	50043865	-
gene:GLYMA_01G162500	1	50046032	50049060	+
gene:GLYMA_01G162600	1	50052883	50053248	-
gene:GLYMA_01G162700	1	50057133	50060535	+
gene:GLYMA_01G162800	1	50061858	50069855	-
gene:GLYMA_01G162900	1	50078074	50080733	+
gene:GLYMA_01G163000	1	50088358	50092477	+
gene:GLYMA_01G163100	1	50095195	50097138	+
gene:GLYMA_01G163200	1	50097157	50099768	-
gene:GLYMA_01G163300	1	50101939	50107212	+
gene:GLYMA_01G163400	1	50112267	50113551	+
gene:GLYMA_01G163500	1	50118121	50119739	+
gene:GLYMA_01G163600	1	50136549	50137483	-
gene:GLYMA_01G163700	1	50139464	50141622	-
gene:GLYMA_01G163800	1	50145942	50148350	+
gene:GLYMA_01G163900	1	50149376	50151828	-
gene:GLYMA_01G164000	1	50154701	50161319	-
gene:GLYMA_01G164100	1	50172700	50181918	+
gene:GLYMA_01G164200	1	50183180	50185774	-
gene:GLYMA_01G164300	1	50189010	50192724	-
gene:GLYMA_01G164400	1	50194555	50197315	+
gene:GLYMA_01G164500	1	50206251	50210599	-
gene:GLYMA_01G164600	1	50211479	50215316	+
gene:GLYMA_01G164700	1	50218086	50222144	+
gene:GLYMA_01G164800	1	50223547	50231296	-
gene:GLYMA_01G164900	1	50240812	50246442	-
gene:GLYMA_01G165000	1	50249770	50258154	-
gene:GLYMA_01G165100	1	50261609	50267490	-
gene:GLYMA_01G165200	1	50269985	50275565	-
gene:GLYMA_01G165300	1	50276148	50278029	-
gene:GLYMA_01G165400	1	50285622	50287921	-
gene:GLYMA_01G165500	1	50288732	50290618	-
gene:GLYMA_01G165600	1	50304936	50307136	-
gene:GLYMA_01G165700	1	50316416	50316998	-
gene:GLYMA_01G165800	1	50323085	50323932	-
gene:GLYMA_01G165900	1	50339035	50341679	-
gene:GLYMA_01G166000	1	50355527	50356891	-
gene:GLYMA_01G166100	1	50366646	50372201	-
gene:GLYMA_01G166200	1	50397258	50400078	-
gene:GLYMA_01G166300	1	50401959	50403952	+
gene:GLYMA_01G166400	1	50404552	50436068	-
gene:GLYMA_01G166500	1	50441122	50442459	+
gene:GLYMA_01G166600	1	50443470	50446667	-
gene:GLYMA_01G166700	1	50447445	50451341	-
gene:GLYMA_01G166800	1	50469006	50470803	+
