Rank	Gene_ID	Paralog_Count
7957	KRH25831	284
7958	KRH23160	284
7959	KRH16131	284
7960	KRH15408	284
7961	KRH13623	284
7962	KRH09375	284
7963	KRH02411	284
7964	KRH02148	284
7965	KRH75446	283
7966	KRH75442	283
7967	KRH71447	283
7968	KRH71199	283
7969	KRH66891	283
7970	KRH62795	283
7971	KRH61981	283
7972	KRH54315	283
7973	KRH50984	283
7974	KRH50228	283
7975	KRH42362	283
7976	KRH32907	283
7977	KRH31366	283
7978	KRH07382	283
7979	KRH01399	283
7980	KRH00991	283
7981	KRG96065	283
7982	KRH73436	282
7983	KRH73352	282
7984	KRH71297	282
7985	KRH64615	282
7986	KRH60778	282
7987	KRH58932	282
7988	KRH58481	282
7989	KRH50642	282
7990	KRH49948	282
7991	KRH47765	282
7992	KRH47398	282
7993	KRH45665	282
7994	KRH42917	282
7995	KRH41081	282
7996	KRH36665	282
7997	KRH31069	282
7998	KRH29871	282
7999	KRH22294	282
8000	KRH21708	282
8001	KRH07460	282
8002	KRH01268	282
8003	KRH00979	282
8004	KRG99581	282
8005	KRG98823	282
8006	KRG90493	282
8007	KRG89885	282
8008	KRG89186	282
8009	KRH76284	281
8010	KRH73345	281
8011	KRH70679	281
8012	KRH69415	281
8013	KRH67006	281
8014	KRH66509	281
8015	KRH65721	281
8016	KRH53298	281
8017	KRH43749	281
8018	KRH42735	281
8019	KRH42495	281
8020	KRH28437	281
8021	KRH26480	281
8022	KRH18787	281
8023	KRH18457	281
8024	KRH17951	281
8025	KRH15897	281
8026	KRH10166	281
8027	KRH07890	281
8028	KRG99707	281
8029	KRH77038	280
8030	KRH73016	280
8031	KRH71028	280
8032	KRH59763	280
8033	KRH54758	280
8034	KRH51564	280
8035	KRH50982	280
8036	KRH40833	280
8037	KRH29374	280
8038	KRH29245	280
8039	KRH26619	280
8040	KRH23029	280
8041	KRH16846	280
8042	KRH14791	280
8043	KRH14043	280
8044	KRH14030	280
8045	KRH13698	280
8046	KRH10009	280
8047	KRH07574	280
8048	KRH06028	280
8049	KRH03393	280
8050	KRH00358	280
8051	KRG97360	280
8052	KRG95656	280
8053	KRG89687	280
8054	KRH74847	279
8055	KRH69546	279
8056	KRH60881	279
8057	KRH60538	279
8058	KRH58195	279
8059	KRH55099	279
8060	KRH49847	279
8061	KRH48078	279
8062	KRH43890	279
8063	KRH41775	279
8064	KRH16248	279
8065	KRG97562	279
8066	KRG96021	279
8067	KRH73206	278
8068	KRH72079	278
8069	KRH71201	278
8070	KRH70747	278
8071	KRH70677	278
8072	KRH63756	278
8073	KRH55242	278
8074	KRH52292	278
8075	KRH49391	278
8076	KRH48017	278
8077	KRH42853	278
8078	KRH36042	278
8079	KRH29829	278
8080	KRH22256	278
8081	KRH21636	278
8082	KRH18655	278
8083	KRH17568	278
8084	KRH14794	278
8085	KRH14787	278
8086	KRH12789	278
8087	KRH11118	278
8088	KRH05631	278
8089	KRH03951	278
8090	KRH00254	278
8091	KRH00008	278
8092	KRG88631	278
8093	KRH74467	277
8094	KRH71196	277
8095	KRH64203	277
8096	KRH63473	277
8097	KRH61843	277
8098	KRH58828	277
8099	KRH55931	277
8100	KRH55171	277
8101	KRH49748	277
8102	KRH46507	277
8103	KRH45094	277
8104	KRH44512	277
8105	KRH37758	277
8106	KRH32591	277
8107	KRH31895	277
8108	KRH30715	277
8109	KRH27439	277
8110	KRH27437	277
8111	KRH24190	277
8112	KRH16797	277
8113	KRH12646	277
8114	KRH10294	277
8115	KRH08805	277
8116	KRG98974	277
8117	KRG97722	277
8118	KRG96078	277
8119	KRG89202	277
8120	KRH76863	276
8121	KRH71560	276
8122	KRH71023	276
8123	KRH65395	276
8124	KRH60345	276
8125	KRH58590	276
8126	KRH55267	276
8127	KRH50226	276
8128	KRH49849	276
8129	KRH49793	276
8130	KRH48892	276
8131	KRH34856	276
8132	KRH33887	276
8133	KRH32602	276
8134	KRH32174	276
8135	KRH22257	276
8136	KRH21732	276
8137	KRH18985	276
8138	KRH17024	276
8139	KRH16798	276
8140	KRH14931	276
8141	KRH14708	276
8142	KRH10559	276
8143	KRH02234	276
8144	KRG97784	276
8145	KRG95352	276
8146	KRG94696	276
8147	KRG89246	276
8148	KRH74076	275
8149	KRH72135	275
8150	KRH71198	275
8151	KRH70561	275
8152	KRH68971	275
8153	KRH65399	275
8154	KRH65397	275
8155	KRH64291	275
8156	KRH62833	275
8157	KRH62451	275
8158	KRH58593	275
8159	KRH53203	275
8160	KRH52203	275
8161	KRH49848	275
8162	KRH46651	275
8163	KRH43748	275
8164	KRH38327	275
8165	KRH38062	275
8166	KRH33169	275
8167	KRH32512	275
8168	KRH31155	275
8169	KRH30212	275
8170	KRH29679	275
8171	KRH28617	275
8172	KRH27095	275
8173	KRH22241	275
8174	KRH20690	275
8175	KRH18340	275
8176	KRH17101	275
8177	KRH16040	275
8178	KRH12222	275
8179	KRH08804	275
8180	KRH00981	275
8181	KRG99593	275
8182	KRG98317	275
8183	KRG98268	275
8184	KRG98061	275
8185	KRG97922	275
8186	KRG93692	275
8187	KRG89823	275
8188	KRG89226	275
8189	KRH76480	274
8190	KRH74519	274
8191	KRH70685	274
8192	KRH68177	274
8193	KRH67790	274
8194	KRH57850	274
8195	KRH56380	274
8196	KRH54443	274
8197	KRH53636	274
8198	KRH51319	274
8199	KRH51147	274
8200	KRH50340	274
8201	KRH49676	274
8202	KRH48845	274
8203	KRH46130	274
8204	KRH45331	274
8205	KRH43884	274
8206	KRH43178	274
8207	KRH42070	274
8208	KRH41835	274
8209	KRH40526	274
8210	KRH30278	274
8211	KRH29725	274
8212	KRH25624	274
8213	KRH21798	274
8214	KRH14938	274
8215	KRH10620	274
8216	KRH08809	274
8217	KRH07272	274
8218	KRG99008	274
8219	KRG97146	274
8220	KRG93663	274
8221	KRH77456	273
8222	KRH76586	273
8223	KRH74634	273
8224	KRH73197	273
8225	KRH72414	273
8226	KRH71888	273
8227	KRH66284	273
8228	KRH63626	273
8229	KRH57606	273
8230	KRH54195	273
8231	KRH52518	273
8232	KRH50379	273
8233	KRH49137	273
8234	KRH48254	273
8235	KRH47509	273
8236	KRH46680	273
8237	KRH44397	273
8238	KRH38578	273
8239	KRH37129	273
8240	KRH36520	273
8241	KRH33430	273
8242	KRH31068	273
8243	KRH24721	273
8244	KRH24233	273
8245	KRH19976	273
8246	KRH16702	273
8247	KRH13456	273
8248	KRH13189	273
8249	KRH05073	273
8250	KRH04189	273
8251	KRH01983	273
8252	KRG96070	273
8253	KRG91226	273
8254	KRG89791	273
8255	KRG88570	273
8256	KRH74886	272
8257	KRH71025	272
8258	KRH69787	272
8259	KRH67726	272
8260	KRH66582	272
8261	KRH61723	272
8262	KRH58480	272
8263	KRH55397	272
8264	KRH53635	272
8265	KRH49750	272
8266	KRH46990	272
8267	KRH46945	272
8268	KRH46505	272
8269	KRH44668	272
8270	KRH44590	272
8271	KRH40844	272
8272	KRH40180	272
8273	KRH38326	272
8274	KRH32990	272
8275	KRH31719	272
8276	KRH22245	272
8277	KRH21068	272
8278	KRH16465	272
8279	KRH12435	272
8280	KRH12130	272
8281	KRH08802	272
8282	KRH08801	272
8283	KRH05240	272
8284	KRG92902	272
8285	KRG90149	272
8286	KRH75275	271
8287	KRH75224	271
8288	KRH72662	271
8289	KRH72152	271
8290	KRH71195	271
8291	KRH69547	271
8292	KRH68895	271
8293	KRH68229	271
8294	KRH64362	271
8295	KRH57748	271
8296	KRH55845	271
8297	KRH53489	271
8298	KRH48495	271
8299	KRH46420	271
8300	KRH40832	271
8301	KRH38586	271
8302	KRH38320	271
8303	KRH35405	271
8304	KRH21128	271
8305	KRH17908	271
8306	KRH16247	271
8307	KRH14789	271
8308	KRH13700	271
8309	KRH11502	271
8310	KRH09799	271
8311	KRH03607	271
8312	KRH01958	271
8313	KRG91923	271
8314	KRH75001	270
8315	KRH72664	270
8316	KRH69784	270
8317	KRH67030	270
8318	KRH66402	270
8319	KRH66400	270
8320	KRH65087	270
8321	KRH65048	270
8322	KRH64596	270
8323	KRH61511	270
8324	KRH60745	270
8325	KRH54627	270
8326	KRH54418	270
8327	KRH46512	270
8328	KRH41647	270
8329	KRH40573	270
8330	KRH33399	270
8331	KRH32878	270
8332	KRH32522	270
8333	KRH29161	270
8334	KRH27092	270
8335	KRH11186	270
8336	KRH09120	270
8337	KRH08803	270
8338	KRG99690	270
8339	KRG94277	270
8340	KRG88587	270
8341	KRH75099	269
8342	KRH74261	269
8343	KRH71879	269
8344	KRH70678	269
8345	KRH69138	269
8346	KRH64020	269
8347	KRH63788	269
8348	KRH60612	269
8349	KRH55754	269
8350	KRH55241	269
8351	KRH53918	269
8352	KRH53327	269
8353	KRH51443	269
8354	KRH51192	269
8355	KRH49622	269
8356	KRH46608	269
8357	KRH46506	269
8358	KRH42765	269
8359	KRH42116	269
8360	KRH33022	269
8361	KRH33007	269
8362	KRH31908	269
8363	KRH31167	269
8364	KRH31088	269
8365	KRH29670	269
8366	KRH27988	269
8367	KRH27597	269
8368	KRH25636	269
8369	KRH18058	269
8370	KRH08401	269
8371	KRH08080	269
8372	KRH03317	269
8373	KRH02009	269
8374	KRG99400	269
8375	KRG94922	269
8376	KRG90263	269
8377	KRH76481	268
8378	KRH66405	268
8379	KRH66404	268
8380	KRH65154	268
8381	KRH63355	268
8382	KRH53570	268
8383	KRH51213	268
8384	KRH44196	268
8385	KRH43750	268
8386	KRH40458	268
8387	KRH39174	268
8388	KRH38652	268
8389	KRH38584	268
8390	KRH28976	268
8391	KRH24678	268
8392	KRH23179	268
8393	KRH16684	268
8394	KRH14021	268
8395	KRH08789	268
8396	KRH04670	268
8397	KRH00992	268
8398	KRG97707	268
8399	KRG96560	268
8400	KRG91415	268
8401	KRH66313	267
8402	KRH65748	267
8403	KRH65199	267
8404	KRH57462	267
8405	KRH50674	267
8406	KRH48987	267
8407	KRH48895	267
8408	KRH48309	267
8409	KRH48087	267
8410	KRH46701	267
8411	KRH46511	267
8412	KRH39805	267
8413	KRH39801	267
8414	KRH38591	267
8415	KRH37698	267
8416	KRH28787	267
8417	KRH26059	267
8418	KRH25679	267
8419	KRH25674	267
8420	KRH24343	267
8421	KRH23520	267
8422	KRH21858	267
8423	KRH19537	267
8424	KRH19009	267
8425	KRH18278	267
8426	KRH17013	267
8427	KRH13354	267
8428	KRH04547	267
8429	KRG88844	267
8430	KRH76658	266
8431	KRH76176	266
8432	KRH71731	266
8433	KRH70338	266
8434	KRH68298	266
8435	KRH66217	266
8436	KRH63349	266
8437	KRH60136	266
8438	KRH55798	266
8439	KRH55791	266
8440	KRH55789	266
8441	KRH55782	266
8442	KRH55777	266
8443	KRH52639	266
8444	KRH48167	266
8445	KRH47148	266
8446	KRH42361	266
8447	KRH38582	266
8448	KRH38316	266
8449	KRH22977	266
8450	KRH19499	266
8451	KRH17009	266
8452	KRH13701	266
8453	KRH09122	266
8454	KRH07794	266
8455	KRH07196	266
8456	KRH03419	266
8457	KRH00594	266
8458	KRH00584	266
8459	KRH00010	266
8460	KRG88476	266
8461	KRH76667	265
8462	KRH74469	265
8463	KRH66586	265
8464	KRH60740	265
8465	KRH57510	265
8466	KRH50227	265
8467	KRH48491	265
8468	KRH43756	265
8469	KRH40584	265
8470	KRH37894	265
8471	KRH19903	265
8472	KRH16979	265
8473	KRH14710	265
8474	KRG93207	265
8475	KRH74106	264
8476	KRH72653	264
8477	KRH72541	264
8478	KRH58504	264
8479	KRH57339	264
8480	KRH53491	264
8481	KRH48755	264
8482	KRH47387	264
8483	KRH46509	264
8484	KRH39812	264
8485	KRH39799	264
8486	KRH39788	264
8487	KRH39784	264
8488	KRH27037	264
8489	KRH26249	264
8490	KRH24341	264
8491	KRH20014	264
8492	KRH18275	264
8493	KRH14010	264
8494	KRG94676	264
8495	KRH69379	263
8496	KRH60354	263
8497	KRH57440	263
8498	KRH55797	263
8499	KRH55790	263
8500	KRH55788	263
8501	KRH55755	263
8502	KRH48757	263
8503	KRH47070	263
8504	KRH46510	263
8505	KRH43530	263
8506	KRH42385	263
8507	KRH41935	263
8508	KRH36597	263
8509	KRH34853	263
8510	KRH23597	263
8511	KRH12409	263
8512	KRH10160	263
8513	KRH09800	263
8514	KRH07572	263
8515	KRG91070	263
8516	KRG88477	263
8517	KRH74590	262
8518	KRH70686	262
8519	KRH69061	262
8520	KRH69005	262
8521	KRH66583	262
8522	KRH60748	262
8523	KRH60744	262
8524	KRH55765	262
8525	KRH51448	262
8526	KRH49607	262
8527	KRH40093	262
8528	KRH39816	262
8529	KRH37247	262
8530	KRH36930	262
8531	KRH26479	262
8532	KRH24346	262
8533	KRH24333	262
8534	KRH18455	262
8535	KRH16365	262
8536	KRH13500	262
8537	KRG97280	262
8538	KRG96431	262
8539	KRG94598	262
8540	KRG90586	262
8541	KRH71426	261
8542	KRH55794	261
8543	KRH55781	261
8544	KRH51488	261
8545	KRH49051	261
8546	KRH47728	261
8547	KRH45333	261
8548	KRH41426	261
8549	KRH39809	261
8550	KRH39807	261
8551	KRH39803	261
8552	KRH38013	261
8553	KRH24349	261
8554	KRH18656	261
8555	KRH18273	261
8556	KRH06311	261
8557	KRH02698	261
8558	KRH00004	261
8559	KRG93718	261
8560	KRG88807	261
8561	KRG88480	261
8562	KRH75185	260
8563	KRH69796	260
8564	KRH67524	260
8565	KRH66814	260
8566	KRH61056	260
8567	KRH55758	260
8568	KRH51719	260
8569	KRH44395	260
8570	KRH32292	260
8571	KRH25746	260
8572	KRH25734	260
8573	KRH23518	260
8574	KRH16284	260
8575	KRH08360	260
8576	KRH02563	260
8577	KRG95799	260
8578	KRG89247	260
8579	KRH55764	259
8580	KRH55753	259
8581	KRH55266	259
8582	KRH43533	259
8583	KRH39815	259
8584	KRH39796	259
8585	KRH39785	259
8586	KRH38051	259
8587	KRH37551	259
8588	KRH28149	259
8589	KRH25756	259
8590	KRH18071	259
8591	KRH04977	259
8592	KRH04588	259
8593	KRG96489	259
8594	KRH76044	258
8595	KRH62893	258
8596	KRH60743	258
8597	KRH57680	258
8598	KRH55772	258
8599	KRH55767	258
8600	KRH55763	258
8601	KRH51440	258
8602	KRH49740	258
8603	KRH47511	258
8604	KRH43534	258
8605	KRH43438	258
8606	KRH39795	258
8607	KRH37610	258
8608	KRH37239	258
8609	KRH31717	258
8610	KRH25755	258
8611	KRH19911	258
8612	KRH19908	258
8613	KRH19693	258
8614	KRH17927	258
8615	KRH14793	258
8616	KRH13923	258
8617	KRH11049	258
8618	KRH09174	258
8619	KRH08093	258
8620	KRH01935	258
8621	KRG96377	258
8622	KRG95337	258
8623	KRH76291	257
8624	KRH63924	257
8625	KRH60742	257
8626	KRH55799	257
8627	KRH55785	257
8628	KRH53439	257
8629	KRH51441	257
8630	KRH43529	257
8631	KRH41644	257
8632	KRH41117	257
8633	KRH39813	257
8634	KRH39793	257
8635	KRH31100	257
8636	KRH25760	257
8637	KRH25742	257
8638	KRH24334	257
8639	KRH24330	257
8640	KRH17556	257
8641	KRH06403	257
8642	KRH04072	257
8643	KRH02086	257
8644	KRG98487	257
8645	KRG94255	257
8646	KRH56754	256
8647	KRH55796	256
8648	KRH55795	256
8649	KRH55787	256
8650	KRH55786	256
8651	KRH55776	256
8652	KRH55773	256
8653	KRH51724	256
8654	KRH51438	256
8655	KRH32518	256
8656	KRH26517	256
8657	KRH25751	256
8658	KRH13714	256
8659	KRH11583	256
8660	KRH07355	256
8661	KRH04737	256
8662	KRG99397	256
8663	KRG98321	256
8664	KRG89765	256
8665	KRG88479	256
8666	KRG88478	256
8667	KRH72613	255
8668	KRH65396	255
8669	KRH55780	255
8670	KRH55774	255
8671	KRH55766	255
8672	KRH55757	255
8673	KRH52195	255
8674	KRH46536	255
8675	KRH44681	255
8676	KRH41658	255
8677	KRH41108	255
8678	KRH39808	255
8679	KRH39806	255
8680	KRH39797	255
8681	KRH39792	255
8682	KRH39786	255
8683	KRH33891	255
8684	KRH32771	255
8685	KRH30596	255
8686	KRH25763	255
8687	KRH25731	255
8688	KRH25084	255
8689	KRH24338	255
8690	KRH22515	255
8691	KRH19368	255
8692	KRH16679	255
8693	KRH05445	255
8694	KRH03185	255
8695	KRG92899	255
8696	KRH76516	254
8697	KRH67943	254
8698	KRH67784	254
8699	KRH66826	254
8700	KRH62061	254
8701	KRH61839	254
8702	KRH60746	254
8703	KRH60741	254
8704	KRH58784	254
8705	KRH55792	254
8706	KRH55783	254
8707	KRH55778	254
8708	KRH55756	254
8709	KRH54020	254
8710	KRH53979	254
8711	KRH51399	254
8712	KRH49802	254
8713	KRH45093	254
8714	KRH43532	254
8715	KRH43531	254
8716	KRH42689	254
8717	KRH39804	254
8718	KRH26314	254
8719	KRH25759	254
8720	KRH25754	254
8721	KRH25752	254
8722	KRH24336	254
8723	KRH17405	254
8724	KRH10805	254
8725	KRH07893	254
8726	KRH05195	254
8727	KRG98211	254
8728	KRG96858	254
8729	KRG93870	254
8730	KRG88475	254
8731	KRH69661	253
8732	KRH66267	253
8733	KRH63799	253
8734	KRH59801	253
8735	KRH56831	253
8736	KRH55775	253
8737	KRH55089	253
8738	KRH53793	253
8739	KRH51436	253
8740	KRH49697	253
8741	KRH46980	253
8742	KRH45475	253
8743	KRH39802	253
8744	KRH39798	253
8745	KRH39791	253
8746	KRH39787	253
8747	KRH39782	253
8748	KRH38583	253
8749	KRH32523	253
8750	KRH26267	253
8751	KRH24350	253
8752	KRH19939	253
8753	KRH19909	253
8754	KRH17028	253
8755	KRH06420	253
8756	KRH05925	253
8757	KRH05532	253
8758	KRH02887	253
8759	KRG88604	253
8760	KRH75321	252
8761	KRH73354	252
8762	KRH73350	252
8763	KRH61059	252
8764	KRH59646	252
8765	KRH54320	252
8766	KRH51635	252
8767	KRH51444	252
8768	KRH50772	252
8769	KRH46011	252
8770	KRH39794	252
8771	KRH39783	252
8772	KRH32515	252
8773	KRH25758	252
8774	KRH25737	252
8775	KRH24342	252
8776	KRH24335	252
8777	KRH24331	252
8778	KRH22264	252
8779	KRH16185	252
8780	KRH12199	252
8781	KRH04133	252
8782	KRH02303	252
8783	KRH01178	252
8784	KRH00031	252
8785	KRG97780	252
8786	KRG93776	252
8787	KRG91926	252
8788	KRG90094	252
8789	KRH68501	251
8790	KRH67725	251
8791	KRH62368	251
8792	KRH61972	251
8793	KRH61501	251
8794	KRH53085	251
8795	KRH52631	251
8796	KRH51466	251
8797	KRH44682	251
8798	KRH40994	251
8799	KRH39789	251
8800	KRH37407	251
8801	KRH37218	251
8802	KRH32539	251
8803	KRH32521	251
8804	KRH32020	251
8805	KRH25761	251
8806	KRH25745	251
8807	KRH24345	251
8808	KRH24332	251
8809	KRH23411	251
8810	KRH13267	251
8811	KRH12629	251
8812	KRH12612	251
8813	KRH06854	251
8814	KRH73144	250
8815	KRH72276	250
8816	KRH68589	250
8817	KRH67020	250
8818	KRH65448	250
8819	KRH63996	250
8820	KRH28946	250
8821	KRH26379	250
8822	KRH25743	250
8823	KRH25741	250
8824	KRH25735	250
8825	KRH24344	250
8826	KRH08736	250
8827	KRH07812	250
8828	KRH03801	250
8829	KRG98526	250
8830	KRH72644	249
8831	KRH71630	249
8832	KRH67711	249
8833	KRH66182	249
8834	KRH60960	249
8835	KRH58614	249
8836	KRH57344	249
8837	KRH53944	249
8838	KRH53592	249
8839	KRH49731	249
8840	KRH46861	249
8841	KRH42520	249
8842	KRH39811	249
8843	KRH39810	249
8844	KRH26350	249
8845	KRH25912	249
8846	KRH18298	249
8847	KRH04818	249
8848	KRH01825	249
8849	KRG94229	249
8850	KRG89882	249
8851	KRH71900	248
8852	KRH64504	248
8853	KRH54543	248
8854	KRH54150	248
8855	KRH49792	248
8856	KRH47837	248
8857	KRH47508	248
8858	KRH44519	248
8859	KRH43739	248
8860	KRH34069	248
8861	KRH32525	248
8862	KRH31700	248
8863	KRH24337	248
8864	KRH21728	248
8865	KRH16579	248
8866	KRH15563	248
8867	KRH15561	248
8868	KRH11998	248
8869	KRG99540	248
8870	KRG96201	248
8871	KRG95997	248
8872	KRH66399	247
8873	KRH64344	247
8874	KRH37030	247
8875	KRH31823	247
8876	KRH25730	247
8877	KRH25082	247
8878	KRH22258	247
8879	KRH17448	247
8880	KRH13328	247
8881	KRH09921	247
8882	KRG99750	247
8883	KRG97446	247
8884	KRH76182	246
8885	KRH65356	246
8886	KRH63954	246
8887	KRH58754	246
8888	KRH55103	246
8889	KRH51437	246
8890	KRH47836	246
8891	KRH44764	246
8892	KRH30884	246
8893	KRH30310	246
8894	KRH30227	246
8895	KRH15521	246
8896	KRH06402	246
8897	KRG96018	246
8898	KRG91255	246
8899	KRH67724	245
8900	KRH62432	245
8901	KRH61838	245
8902	KRH54620	245
8903	KRH53611	245
8904	KRH53277	245
8905	KRH52357	245
8906	KRH43753	245
8907	KRH40960	245
8908	KRH38588	245
8909	KRH37592	245
8910	KRH29237	245
8911	KRH25733	245
8912	KRH22242	245
8913	KRH17874	245
8914	KRH12104	245
8915	KRG98004	245
8916	KRG97391	245
8917	KRG97226	245
8918	KRG94100	245
8919	KRG88603	245
8920	KRH69388	244
8921	KRH68946	244
8922	KRH66060	244
8923	KRH44087	244
8924	KRH41418	244
8925	KRH36041	244
8926	KRH34694	244
8927	KRH25739	244
8928	KRH24228	244
8929	KRH20081	244
8930	KRH19912	244
8931	KRH19907	244
8932	KRH18407	244
8933	KRH13009	244
8934	KRH00663	244
8935	KRG94066	244
8936	KRH77018	243
8937	KRH74617	243
8938	KRH67723	243
8939	KRH62770	243
8940	KRH59606	243
8941	KRH58996	243
8942	KRH54626	243
8943	KRH49940	243
8944	KRH39800	243
8945	KRH31459	243
8946	KRH26095	243
8947	KRH25355	243
8948	KRH17777	243
8949	KRH12922	243
8950	KRG97080	243
8951	KRG96017	243
8952	KRG96016	243
8953	KRH76514	242
8954	KRH74956	242
8955	KRH59225	242
8956	KRH58270	242
8957	KRH56160	242
8958	KRH54159	242
8959	KRH44399	242
8960	KRH36485	242
8961	KRH32524	242
8962	KRH24340	242
8963	KRH22849	242
8964	KRH22197	242
8965	KRH17349	242
8966	KRH06953	242
8967	KRH05623	242
8968	KRH02311	242
8969	KRG95145	242
8970	KRH72981	241
8971	KRH61691	241
8972	KRH61624	241
8973	KRH46082	241
8974	KRH44398	241
8975	KRH42372	241
8976	KRH36379	241
8977	KRH36169	241
8978	KRH32998	241
8979	KRH32517	241
8980	KRH30598	241
8981	KRH28948	241
8982	KRH26021	241
8983	KRH24765	241
8984	KRH17994	241
8985	KRH11855	241
8986	KRH11472	241
8987	KRH10697	241
8988	KRH06877	241
8989	KRH00345	241
8990	KRG98884	241
8991	KRH75973	240
8992	KRH75515	240
8993	KRH71094	240
8994	KRH71027	240
8995	KRH60128	240
8996	KRH52510	240
8997	KRH49555	240
8998	KRH47401	240
8999	KRH45511	240
9000	KRH45214	240
9001	KRH35701	240
9002	KRH29094	240
9003	KRH21099	240
9004	KRH20226	240
9005	KRH19844	240
9006	KRH09081	240
9007	KRH08675	240
9008	KRH03335	240
9009	KRG98803	240
9010	KRG89385	240
9011	KRH75571	239
9012	KRH74747	239
9013	KRH65080	239
9014	KRH61990	239
9015	KRH32519	239
9016	KRH27336	239
9017	KRH19910	239
9018	KRH08589	239
9019	KRH07973	239
9020	KRH05491	239
9021	KRG99817	239
9022	KRG92562	239
9023	KRG92184	239
9024	KRH68827	238
9025	KRH66812	238
9026	KRH65664	238
9027	KRH61668	238
9028	KRH51584	238
9029	KRH46676	238
9030	KRH43469	238
9031	KRH41336	238
9032	KRH32753	238
9033	KRH29095	238
9034	KRH27138	238
9035	KRH25747	238
9036	KRH22514	238
9037	KRH20846	238
9038	KRH20667	238
9039	KRH15992	238
9040	KRH15674	238
9041	KRH13417	238
9042	KRH04809	238
9043	KRH00528	238
9044	KRG93469	238
9045	KRG90199	238
9046	KRG89643	238
9047	KRH64057	237
9048	KRH62075	237
9049	KRH59311	237
9050	KRH55895	237
9051	KRH49263	237
9052	KRH47851	237
9053	KRH40567	237
9054	KRH28447	237
9055	KRH26839	237
9056	KRH24768	237
9057	KRH24304	237
9058	KRH22585	237
9059	KRH13902	237
9060	KRH05967	237
9061	KRG99241	237
9062	KRG94032	237
9063	KRH74060	236
9064	KRH72236	236
9065	KRH71924	236
9066	KRH69391	236
9067	KRH68628	236
9068	KRH61946	236
9069	KRH61346	236
9070	KRH58495	236
9071	KRH53887	236
9072	KRH43206	236
9073	KRH40796	236
9074	KRH29495	236
9075	KRH24122	236
9076	KRH21859	236
9077	KRH16144	236
9078	KRH07176	236
9079	KRG99186	236
9080	KRG90153	236
9081	KRH65681	235
9082	KRH54495	235
9083	KRH50789	235
9084	KRH50033	235
9085	KRH47093	235
9086	KRH45102	235
9087	KRH38259	235
9088	KRH38188	235
9089	KRH35616	235
9090	KRH32903	235
9091	KRH29282	235
9092	KRH25647	235
9093	KRH16275	235
9094	KRH07557	235
9095	KRG98616	235
9096	KRG97081	235
9097	KRG95146	235
9098	KRG95143	235
9099	KRG94105	235
9100	KRG93861	235
9101	KRH71501	234
9102	KRH70333	234
9103	KRH66825	234
9104	KRH65743	234
9105	KRH62584	234
9106	KRH57971	234
9107	KRH56983	234
9108	KRH56688	234
9109	KRH50403	234
9110	KRH45833	234
9111	KRH45828	234
9112	KRH44509	234
9113	KRH43163	234
9114	KRH25738	234
9115	KRH20460	234
9116	KRH15655	234
9117	KRH13482	234
9118	KRH06106	234
9119	KRH02502	234
9120	KRG99191	234
9121	KRG92821	234
9122	KRG90171	234
9123	KRH63623	233
9124	KRH63418	233
9125	KRH63398	233
9126	KRH59333	233
9127	KRH49714	233
9128	KRH33574	233
9129	KRH22007	233
9130	KRH21627	233
9131	KRH20517	233
9132	KRH18055	233
9133	KRH15619	233
9134	KRH15060	233
9135	KRH10703	233
9136	KRH09305	233
9137	KRH05377	233
9138	KRH04530	233
9139	KRH03400	233
9140	KRG97564	233
9141	KRG96790	233
9142	KRG96732	233
9143	KRG88849	233
9144	KRH77235	232
9145	KRH69393	232
9146	KRH68345	232
9147	KRH65726	232
9148	KRH59973	232
9149	KRH57813	232
9150	KRH57481	232
9151	KRH52755	232
9152	KRH50771	232
9153	KRH50132	232
9154	KRH49982	232
9155	KRH43476	232
9156	KRH31309	232
9157	KRH27501	232
9158	KRH26199	232
9159	KRH26113	232
9160	KRH21957	232
9161	KRH21860	232
9162	KRH19450	232
9163	KRH18154	232
9164	KRH17121	232
9165	KRH16792	232
9166	KRH05362	232
9167	KRH02317	232
9168	KRG99190	232
9169	KRG97944	232
9170	KRG96894	232
9171	KRG96892	232
9172	KRG96611	232
9173	KRG88624	232
9174	KRH76105	231
9175	KRH75968	231
9176	KRH72606	231
9177	KRH72411	231
9178	KRH69392	231
9179	KRH69236	231
9180	KRH68449	231
9181	KRH63256	231
9182	KRH61669	231
9183	KRH58124	231
9184	KRH57407	231
9185	KRH46563	231
9186	KRH46318	231
9187	KRH46096	231
9188	KRH45821	231
9189	KRH45329	231
9190	KRH42152	231
9191	KRH33292	231
9192	KRH33004	231
9193	KRH13903	231
9194	KRH13598	231
9195	KRH08246	231
9196	KRH07974	231
9197	KRH05373	231
9198	KRH04301	231
9199	KRH04023	231
9200	KRH01385	231
9201	KRH01041	231
9202	KRH00856	231
9203	KRH00608	231
9204	KRG90391	231
9205	KRG89775	231
9206	KRH77133	230
9207	KRH77048	230
9208	KRH76739	230
9209	KRH73998	230
9210	KRH73074	230
9211	KRH56339	230
9212	KRH55277	230
9213	KRH47157	230
9214	KRH43177	230
9215	KRH28723	230
9216	KRH28425	230
9217	KRH19419	230
9218	KRH17103	230
9219	KRH12220	230
9220	KRH11070	230
9221	KRH10940	230
9222	KRH10937	230
9223	KRH08822	230
9224	KRH04945	230
9225	KRG93468	230
9226	KRG92770	230
9227	KRG89590	230
