gene_id	paralog_count
KRH77322	512
KRH36764	224
KRH77323	403
KRH36765	218
KRH77324	403
KRH36766	90
KRH77325	54
KRH36767	291
KRH72071	926
KRH77326	23
KRH36768	212
KRH72072	2
KRH77327	34
KRH36769	211
KRH72073	16
KRH77328	42
KRH72074	82
KRH72075	7
KRG85800	174
KRH72078	175
KRH72079	278
KRH00100	63
KRH00101	13
KRH00102	15
KRH48400	49
KRH00103	109
KRH48401	11
KRH00104	114
KRH00105	108
KRH00106	12
KRH48404	5
KRH02590	116
KRH00107	17
KRH43150	21
KRH48405	34
KRH00108	21
KRH43151	185
KRH48406	20
KRH02592	1377
KRH00109	2075
KRH43152	357
KRH48407	39
KRH02593	9
KRH48408	21
KRH02594	23
KRH07849	40
KRH43154	8
KRH48409	45
KRH68130	83
KRG90990	47
KRH43155	38
KRH02596	138
KRH68131	12
KRH43156	8
KRH02597	30
KRH43157	27
KRH02598	58
KRH68133	88
KRG90993	14
KRH02599	26
KRH68135	21
KRH68136	8
KRG90996	80
KRH10540	45
KRH68137	14
KRG90997	11
KRH10541	288
KRH51100	45
KRH10542	171
KRH68139	155
KRH51101	7
KRH58840	3
KRH10544	181
KRH58841	34
KRH51103	27
KRH10545	58
KRH58842	9
KRH58843	2318
KRH10547	31
KRH58844	11
KRH58845	59
KRH58846	23
KRH51108	63
KRH58847	13
KRH39210	102
KRH39211	12
KRH39212	52
KRH20982	172
KRH61543	12
KRH39214	53
KRH45960	993
KRH61544	7
KRH39215	77
KRH45961	318
KRH61545	13
KRH39216	166
KRH45962	900
KRH20986	171
KRH61546	2
KRH39217	457
KRH20987	57
KRH39218	425
KRH39219	444
KRH61549	164
KRH06600	157
KRH06602	293
KRH06603	33
KRH06604	1098
KRH53910	180
KRH01350	501
KRH53911	386
KRH01351	503
KRH53912	1690
KRH01352	501
KRH53913	12
KRH01354	117
KRH06609	4
KRH49651	145
KRH01355	343
KRH49652	46
KRH53916	93
KRH01356	3
KRH53917	76
KRH01357	26
KRH53918	269
KRH49655	107
KRH53919	54
KRH49656	24
KRH49657	23
KRH69380	152
KRH49659	60
KRH69381	18
KRH69382	5
KRH69383	125
KRH57600	217
KRH69384	130
KRH57601	186
KRH69385	166
KRH57602	16
KRH69386	39
KRH57603	177
KRH69387	120
KRH57604	176
KRH11790	20
KRH69388	244
KRH52350	45
KRH57605	6
KRH11791	4
KRH69389	214
KRH52351	10
KRH57606	273
KRH11792	56
KRH57607	12
KRH11793	1989
KRH52353	135
KRH57608	190
KRH36770	215
KRH11794	3
KRH52354	1520
KRH57609	34
KRH36771	840
KRH11795	7
KRH77330	19
KRH52355	156
KRH77331	188
KRH52356	19
KRH11797	29
KRH77332	52
KRH52357	245
KRH36774	13
KRH36776	7
KRH72080	432
KRH77335	20
KRH77336	377
KRH36778	43
KRH77337	9
KRH36779	31
KRH60300	41
KRH72084	1267
KRH60301	163
KRH72085	3
KRH72086	9
KRH72087	5
KRH72088	99
KRH60305	32
KRH72089	53
KRH00110	81
KRH00111	1
KRH00112	17
KRH48410	53
KRG89500	50
KRH07851	29
KRH00113	56
KRG89501	40
KRH07852	27
KRH00114	22
KRH48412	50
KRH07853	12
KRH00115	20
KRH07854	10
KRH00116	29
KRH48414	52
KRG89504	3
KRH07855	31
KRH00117	42
KRG89505	38
KRH07856	4
KRH48416	28
KRG89506	29
KRH00119	48
KRH48417	37
KRG89507	28
KRH07858	29
KRH43163	234
KRH48418	53
KRG89508	3
KRH43164	70
KRG89509	8
KRH68140	25
KRH68141	4
KRH68142	30
KRH43169	1806
KRH15804	7
KRH10550	23
KRG92200	92
KRH15806	118
KRH68148	21
KRH15807	9
KRH68149	13
KRH51111	144
KRG92202	5
KRH15808	219
KRH58850	28
KRH51113	23
KRH58852	152
KRH51114	110
KRG92205	512
KRH10556	34
KRH51115	21
KRG92206	7
KRH58854	92
KRH10558	301
KRH51117	2
KRH10559	276
KRH58857	14
KRH66800	51
KRH66801	50
KRH66802	16
KRH66803	10
KRH39220	447
KRH61550	501
KRH39221	451
KRH20991	32
KRH39223	446
KRH66807	22
KRH61553	82
KRH39224	33
KRH66808	102
KRH39225	9
KRH66809	32
KRH20995	80
KRH61555	46
KRH45972	69
KRH20996	2
KRH39227	7
KRH20997	312
KRH61557	225
KRH39228	6
KRH61558	19
KRH45975	344
KRH20999	11
KRH06610	499
KRH45977	64
KRH06611	20
KRH06613	10
KRH06614	99
KRH53920	18
KRH01360	30
KRH53921	15
KRH01361	26
KRH06616	17
KRH53922	20
KRH06617	1186
KRH01363	20
KRH06618	497
KRH53924	15
KRH01364	417
KRH06619	5
KRH53925	506
KRH01365	8
KRH01367	502
KRH49664	29
KRH01368	503
KRH49665	54
KRH01369	502
KRH49668	3
KRH69390	229
KRH49669	217
KRH69391	236
KRH69392	231
KRH69393	232
KRG98700	91
KRG98701	178
KRH69395	10
KRH57612	27
KRG98702	11
KRH69396	20
KRH57613	6
KRG98703	64
KRH69397	6
KRG98704	9
KRH69398	505
KRH57615	1767
KRG98705	222
KRH69399	6
KRH52361	220
KRH57616	379
KRH52362	2
KRH57617	114
KRG98707	385
KRH52363	202
KRH57618	114
KRG98708	20
KRH52364	26
KRH57619	177
KRH36781	198
KRG98709	13
KRH52365	35
KRH36782	144
KRH77341	12
KRH52366	391
KRH77342	26
KRH13000	499
KRH52367	8
KRH36784	22
KRH13001	130
KRH52368	9
KRH77344	19
KRH52369	14
KRH77345	24
KRH13004	61
KRH77347	97
KRH13005	13
KRH72093	15
KRH77348	39
KRH13006	112
KRH72094	13
KRH13007	33
KRH72095	122
KRH13008	335
KRH13009	244
KRH60314	40
KRH60315	35
KRH60319	25
KRH00120	44
KRH00121	42
KRH00122	56
KRH48420	3
KRG89510	32
KRH07861	1538
KRH00123	34
KRH48421	14
KRG89511	11
KRG89512	356
KRH07863	13
KRG89513	11
KRH48424	38
KRH48425	37
KRG89515	14
KRH43171	99
KRH48426	36
KRG89516	173
KRH43172	6
KRH48427	2941
KRH43173	190
KRH48428	10
KRG89518	41
KRH43174	11
KRH68150	106
KRH43175	80
KRH68151	35
KRH15810	132
KRH68152	500
KRH43177	230
KRH15811	35
KRH68153	103
KRH43178	274
KRH15812	22
KRH68154	77
KRH43179	200
KRH68156	4
KRH10560	295
KRH10561	24
KRH68158	15
KRH51120	10
KRG92211	16
KRH10562	8
KRH68159	152
KRH10563	337
KRH15818	113
KRH51122	31
KRH10564	9
KRH15819	11
KRH58861	138
KRH51123	26
KRH58862	284
KRH51124	28
KRH10566	62
KRH58863	18
KRH51125	13
KRH10567	392
KRH76102	506
KRH58864	209
KRH76103	96
KRH51127	127
KRG92218	51
KRH10569	176
KRH76104	20
KRH51128	228
KRH76105	231
KRH58867	132
KRH51129	72
KRH76106	50
KRH58868	34
KRH76107	502
KRH66810	25
KRH66811	20
KRH66812	238
KRH66813	5
KRH39230	38
KRH66814	260
KRH61560	89
KRH66815	1
KRH61561	11
KRH39232	24
KRH66816	329
KRH61562	318
KRH39233	164
KRH66817	12
KRH61563	72
KRH66818	34
KRH45980	43
KRH61564	31
KRH45981	15
KRH61565	1952
KRH39236	8
KRH45982	1066
KRH61566	8
KRH39237	35
KRH45983	1813
KRH61567	16
KRH45984	18
KRH39239	2
KRH45985	14
KRH61569	16
KRH45986	18
KRH06620	507
KRH45987	47
KRH06621	107
KRH45988	37
KRH45989	15
KRH06623	133
KRH06624	18
KRH01370	9
KRH06625	15
KRH01371	502
KRH06626	19
KRH53932	19
KRH01372	2723
KRH06627	31
KRH06628	2539
KRH06629	10
KRH49671	5
KRH53935	42
KRH49672	17
KRH53936	15
KRH01376	502
KRH49673	12
KRH53937	14
KRH01377	286
KRH49674	118
KRH53938	12
KRH01378	370
KRH49675	399
KRH01379	365
KRH49676	274
KRH49677	216
KRH49678	51
KRH57620	101
KRG98710	23
KRH57621	25
KRG98711	19
KRG98712	27
KRH57623	71
KRG98713	8
KRH57624	22
KRG98714	19
KRG98715	3449
KRH57626	7
KRH52372	499
KRH57627	34
KRG98717	13
KRH52373	19
KRG98718	675
KRH52374	8
KRH57629	6
KRH36791	17
KRG98719	617
KRH36792	23
KRH77351	13
KRH36793	26
KRH77352	24
KRH13010	12
KRH36794	19
KRH77353	30
KRH13011	501
KRH36795	78
KRH13012	500
KRH52379	35
KRH36796	214
KRH36797	99
KRH77356	96
KRH77357	32
KRH13015	151
KRH77358	1572
KRH60320	26
KRH77359	145
KRH60323	36
KRH13019	30
KRH60324	12
KRH60325	884
KRH60326	452
KRH60327	53
KRH60329	35
KRH48430	44
KRH07871	19
KRH00133	2821
KRH48431	165
KRG89521	6
KRH07872	4
KRH00134	3
KRG89522	34
KRH07873	152
KRH48433	30
KRG89523	49
KRH00136	330
KRG89524	26
KRH07875	25
KRH00137	12
KRH43180	28
KRH48435	17
KRG89525	55
KRH43181	83
KRG89526	49
KRH07877	27
KRH00139	14
KRG89527	31
KRH43183	11
KRH43184	20
KRG89529	50
KRH68160	18
KRH43185	17
KRH68161	2
KRH43186	6
KRH15820	16
KRH43187	7
KRH15821	114
KRH68163	14
KRH43189	36
KRH15823	69
KRH68165	16
KRH15824	501
KRH68166	25
KRH10570	4
KRH15825	26
KRH68167	26
KRH10571	32
KRH15826	30
KRH68168	12
KRH15827	3
KRH68169	6
KRH51131	19
KRH15828	83
KRH58870	25
KRH51132	211
KRH10574	17
KRH15829	27
KRH58871	37
KRH51133	31
KRH10575	8
KRH76110	5
KRH58872	62
KRH10576	13
KRH76111	112
KRH58873	32
KRG92226	885
KRH10577	36
KRH51136	62
KRG92227	48
KRH10578	12
KRH76113	502
KRH58875	22
KRH51137	32
KRG92228	41
KRH10579	496
KRH58876	22
KRH51138	88
KRH58877	54
KRH51139	145
KRH76116	26
KRH76117	60
KRH58879	3
KRH76118	80
KRH66820	52
KRH61570	10
KRH39241	6
KRH66825	234
KRH61571	47
KRH66826	254
KRH61572	29
KRH39243	73
KRH66827	14
KRH39244	21
KRH66828	221
KRH61574	47
KRH39245	155
KRH66829	8
KRH45991	22
KRH45992	69
KRH61576	412
KRH39247	30
KRH45993	67
KRH45994	589
KRH61578	5
KRH45995	44
KRH61579	9
KRH45996	987
KRH06630	64
KRH45997	3
KRH45998	9
KRH06632	7
KRH06633	13
KRH06634	78
KRH01380	189
KRH06635	11
KRH53941	12
KRH53942	37
KRH01382	192
KRH06637	49
KRH53943	67
KRH49680	20
KRH53944	249
KRH49681	54
KRH53945	62
KRH01385	231
KRH49682	5
KRH53946	135
KRH49683	49
KRH53947	127
KRH49684	48
KRH49685	46
KRH49688	56
KRH57630	10
KRG98720	571
KRH57631	346
KRG98721	616
KRH57632	5
KRG98722	6
KRH57633	10
KRG98723	602
KRH57634	19
KRG98724	568
KRH52380	501
KRH57635	10
KRG98725	362
KRH52381	61
KRH57636	22
KRG98726	123
KRH52382	87
KRG98727	623
KRH57638	8
KRG98728	6
KRH52384	16
KRH57639	501
KRH77360	409
KRH52385	126
KRH77361	12
KRH52386	2
KRH77362	22
KRH52387	51
KRH77363	7
KRH13021	48
KRH52388	7
KRH77364	132
KRH52389	16
KRH77365	26
KRH13023	113
KRH77366	6
KRH13024	17
KRH77367	192
KRH13025	61
KRH38001	8
KRH60331	41
KRH38003	22
KRH60332	15
KRH38004	41
KRH60333	41
KRH38005	14
KRH60334	157
KRH60335	17
KRH38007	14
KRH60336	201
KRH38008	164
KRH60338	19
KRH60339	14
KRH00140	29
KRH07880	41
KRG89530	46
KRH48441	45
KRG89532	24
KRG89533	50
KRH07884	6
KRH00146	4
KRH48444	29
KRG89534	20
KRH07885	5
KRH00147	27
KRG89535	54
KRH07886	111
KRH00148	25
KRH43191	10
KRG89536	19
KRH07887	30
KRH00149	4
KRH43192	435
KRG89537	89
KRH07888	6
KRH48448	224
KRG89538	204
KRH07889	152
KRH48449	5
KRG89539	50
KRH68170	15
KRH43195	94
KRH68171	14
KRH43196	18
KRH15830	3
KRH68172	4
KRH43197	49
KRH15831	31
KRH68174	26
KRH43199	38
KRH15833	15
KRH10580	9
KRH15835	90
KRH68177	274
KRH15836	91
KRH51140	156
KRG92231	49
KRH10582	13
KRH15837	98
KRH68179	6
KRH51141	12
KRH10583	1500
KRH15838	6
KRH58880	41
KRH51142	38
KRG92233	17
KRH15839	31
KRH10585	11
KRH76120	14
KRH58882	11
KRH51144	45
KRH10586	87
KRH51145	9
KRH10587	90
KRH76122	770
KRH51146	319
KRG92237	5
KRH10588	11
KRH76123	503
KRH51147	274
KRG92238	11
KRH10589	49
KRH58886	9
KRH51148	144
KRG92239	321
KRH76125	95
KRH58887	32
KRH51149	15
KRH76127	32
KRH58889	99
KRH76128	18
KRH66831	52
KRH66834	8
KRH61580	7
KRH39251	43
KRH61581	87
KRH39252	163
KRH66836	12
KRH61582	1462
KRH61583	92
KRH39254	43
KRH61584	78
KRH66839	33
KRH39256	4
KRH39257	12
KRH61588	25
KRH39259	2619
KRH06641	112
KRH47200	9
KRH47201	10
KRH06643	52
KRH47202	23
KRH06644	27
KRH47203	108
KRH53950	12
KRH06645	81
KRH47204	502
KRH53951	15
KRH01391	514
KRH06646	72
KRH47205	4
KRH53952	14
KRH06647	9
KRH01393	6
KRH06648	8
KRH01394	462
KRH49692	35
KRH53956	32
KRH01396	6
KRH53957	55
KRH01397	33
KRH49694	12
KRH53958	62
KRH01398	4
KRH49695	515
KRH53959	192
KRH01399	283
KRH49696	979
KRH49697	253
KRH49698	2453
KRH49699	4
KRH57640	205
KRG98730	14
KRH57641	94
KRG98732	8
KRH57643	16
KRG98733	10
KRH57644	11
KRG98734	78
KRH57645	29
KRG98735	1598
KRH57646	109
KRG98736	71
KRH52392	26
KRG98737	31
KRH52393	21
KRG98738	88
KRH52394	29
KRH57649	59
KRG98739	207
KRH77370	85
KRH52395	289
KRH52396	54
KRH77372	5
KRH52397	547
KRH77373	42
KRH13032	17
KRH77376	21
KRH13034	44
KRH77377	22
KRH13035	3
KRH60340	181
KRH38012	63
KRH77379	25
KRH60341	8
KRH38013	261
KRH38014	448
KRH13039	13
KRH60344	108
KRH60345	276
KRH38017	541
KRH60346	386
KRH38018	23
KRH38019	24
KRH60348	11
KRH60349	18
KRH05400	329
KRH05401	100
KRH05403	15
KRH05404	499
KRH00150	30
KRG93801	6
KRH05406	31
KRH07890	281
KRH05407	490
KRH48450	17
KRH07891	501
KRH00153	7
KRH05408	33
KRH48451	76
KRG93804	130
KRG89541	5
KRH07892	502
KRH05409	19
KRH48452	30
KRG89542	13
KRH07893	254
KRG93806	11
KRH48453	9
KRG89543	9
KRH00156	12
KRG93807	9
KRG89544	223
KRH00157	199
KRG93808	43
KRH48455	18
KRG89545	16
KRH07896	744
KRH00158	198
KRG93809	5
KRG89546	12
KRH00159	38
KRG89547	18
KRH48458	441
KRG89548	11
KRH48459	450
KRG89549	388
KRH68180	2
KRH68181	158
KRH15840	12
KRH68182	126
KRH15841	501
KRH56400	15
KRH15842	41
KRH68184	5
KRH56401	11
KRH15843	158
KRH68185	39
KRH56402	101
KRH15844	4
KRH10590	15
KRH15845	12
KRH10591	34
KRH15846	683
KRH68188	443
KRH51150	19
KRG92241	13
KRH10592	5
KRH15847	7
KRH51151	89
KRH56406	21
KRH10593	20
KRH15848	524
KRH58890	94
KRH51152	499
KRH56407	2
KRG92243	10
KRH10594	73
KRH15849	51
KRH58891	7
KRH51153	5
KRH56408	1637
KRG92244	1559
KRH10595	74
KRH76130	1608
KRH58892	89
KRH51154	6
KRG92245	420
KRH10596	71
KRH76131	19
KRH51155	30
KRG92246	28
KRH10597	25
KRH76132	348
KRH58894	47
KRH51156	12
KRG92247	3
KRH58895	9
KRH51157	17
KRG92248	25
KRH10599	16
KRH76134	8
KRH58896	38
KRH51158	10
KRG92249	67
KRH76135	7
KRH51159	54
KRH76136	150
KRH58898	139
KRH76137	24
KRH76138	3
KRH76139	420
KRH66840	3
KRH66841	26
KRH66842	7
KRH66843	103
KRH39260	36
KRH66844	12
KRH39261	44
KRH66845	97
KRH39262	8
KRH66846	104
KRH39263	51
KRH66847	9
KRH61593	67
KRH39264	26
KRH66848	97
KRH39265	27
KRH66849	19
KRH61596	31
KRH39267	56
KRH61597	67
KRH39268	52
KRH39269	2
KRH61599	500
KRH06650	12
KRH06651	16
KRH47210	8
KRH06652	10
KRH06653	16
KRH47212	33
KRH47214	24
KRH53961	146
KRH06656	1499
KRH47215	621
KRH53962	8
KRH47216	198
KRH53963	6
KRH53964	105
KRH06659	19
KRH47218	13
KRH53965	8
KRH47219	499
KRH53966	27
KRH14600	51
KRH14601	10
KRH53968	57
KRH14602	34
KRH14603	16
KRH14606	8
KRG91000	11
KRH14608	13
KRH57650	95
KRG98740	52
KRG91002	19
KRH14609	84
KRH57651	15
KRG91003	19
KRH57652	223
KRG98742	4
KRG91004	500
KRG98743	63
KRG91005	2658
KRH57654	102
KRH57655	3
KRG91007	7
KRH57656	1595
KRG98746	54
KRH57657	15
KRG91009	27
KRH57658	1276
KRG98748	390
KRH57659	57
KRG98749	13
KRH77380	148
KRH77382	37
KRH13040	500
KRH65600	407
KRH13041	18
KRH65601	226
KRH65602	227
KRH13043	500
KRH65603	413
KRH13044	40
KRH65604	64
KRH13045	38
KRH60350	15
KRH65605	853
KRH13046	8
KRH38022	18
KRH60351	90
KRH65606	18
KRH38023	32
KRH65607	1381
KRH38024	15
KRH60353	8
KRH65608	12
KRH38025	8
KRH60354	263
KRH65609	11
KRH38026	60
KRH60355	9
KRH60356	16
KRH38028	211
KRH60357	42
KRH38029	54
KRH05410	538
KRH05412	17
KRH05413	8
KRH05414	1453
KRG93810	1
KRH00160	37
KRG93811	13
KRH00161	139
KRH05416	26
KRG93812	10
KRH00162	87
KRH05417	34
KRH48460	451
KRG89550	64
KRH00163	8
KRH05418	33
KRG93814	8
KRH48461	167
KRG89551	8
KRH00164	1855
KRH05419	23
KRG93815	23
KRH48462	61
KRH00165	12
KRG93816	9
KRH48463	27
KRG89553	501
KRH00166	122
KRG93817	32
KRH48464	51
KRG89554	27
KRH00167	297
KRH48465	53
KRG93818	26
KRG93819	146
KRH48466	14
KRG89556	83
KRH00169	60
KRH09100	9
KRH48467	104
KRG89557	22
KRH09101	57
KRH48468	85
KRG89558	48
KRH09102	32
KRH48469	6
KRG89559	15
KRH68191	9
KRH15850	8
KRH68192	123
KRH09105	423
KRG97500	138
KRH68193	124
KRH09106	15
KRG97501	9
KRG97502	6
KRH56412	858
KRH09108	36
KRG97503	17
KRH15854	24
KRH56413	35
KRH09109	198
KRG97504	5
KRH68197	66
KRG92250	55
KRG97505	226
KRH51160	5
KRH56415	8
KRG97506	46
KRH68199	7
KRH51161	115
KRG92252	120
KRG97507	48
KRH15858	44
KRH51162	117
KRG97508	50
KRH15859	13
KRG92254	7
KRG97509	38
KRH76140	424
KRG92255	1791
KRH76141	12
KRH23800	43
KRG92256	204
KRH76142	43
KRH51166	213
KRH23801	184
KRH76143	11
KRH51167	13
KRH23802	187
KRH51168	23
KRH23803	35
KRG92259	17
KRH51169	13
KRH76147	24
KRH23807	45
KRH23808	33
KRH66850	28
KRH66851	18
KRH66852	65
KRH66853	10
KRH39270	55
KRH66854	353
KRH39271	42
KRH39272	18
KRH66856	29
KRH39273	39
KRH39274	49
KRH66858	165
KRH39275	29
KRH39276	10
KRH39278	7
KRH39279	1
KRH74802	107
KRH74803	1311
KRH06660	1307
KRH06661	17
KRH47220	615
KRH74805	151
KRH06662	12
KRH47221	33
KRH06663	12
KRH47222	38
KRH06664	9
KRH47223	191
KRH74808	15
KRH06665	718
KRH47224	4
KRH74809	500
KRH53971	37
KRH47225	183
KRH06667	27
KRH47227	76
KRH53974	13
KRH47228	10
KRH53975	11
KRH47229	38
KRH14610	454
KRH53977	215
KRH14611	94
KRH53978	13
KRH14612	31
KRH53979	254
KRH14615	11
KRH14616	6
KRG91010	11
KRG91011	40
KRH57660	9
KRG98750	42
KRG91012	29
KRH57661	19
KRH57662	109
KRG98752	11
KRG91014	5
KRH57663	80
KRG91015	2
KRH57664	100
KRG98754	12
KRG91016	294
KRH57665	119
KRG91017	9
KRH57666	28
KRG98756	90
KRG91018	15
KRH57667	21
KRG98757	28
KRG91019	3
KRH18301	44
KRH57668	25
KRG98758	9
KRH57669	12
KRG98759	22
KRH18303	17
KRH18304	11
KRH13050	189
KRH18305	1639
KRH77393	26
KRH13051	69
KRH77394	27
KRH65612	133
KRH18308	171
KRH77396	6
KRH13054	144
KRH18309	380
KRH38030	175
KRH77397	35
KRH38031	123
KRH77398	8
KRH13056	429
KRH38032	358
KRH77399	452
KRH65616	36
KRH13057	123
KRH38033	27
KRH13058	509
KRH65618	140
KRH38035	130
KRH60364	3
KRH38036	31
KRH38037	26
KRH60366	148
KRH38038	173
KRH21000	108
KRH38039	8
KRH21001	302
KRH21003	10
KRH05421	9
KRH21005	199
KRH05423	64
KRG93820	13
KRH21008	504
KRH00170	16
KRH05425	32
KRG93821	15
KRH21009	19
KRH00171	30
KRH05426	11
KRG93822	13
KRH00172	20
KRH05427	27
KRG93823	28
KRH48470	17
KRH00173	1213
KRH05428	21
KRG93824	12
KRH48471	17
KRG89561	30
KRG93825	14
KRG89562	77
KRH00175	7
KRH48473	11
KRG89563	36
KRH48474	385
KRG89564	34
KRH00177	1908
KRG93828	19
KRH48475	22
KRG89565	29
KRH00178	90
KRG93829	55
KRH48476	9
KRG89566	45
KRG89567	49
KRH48478	160
KRG89568	45
KRH09112	31
KRG89569	137
KRH09113	135
KRH09114	32
KRH09115	54
KRG97510	224
KRH09116	92
KRH09117	9
KRG97512	635
KRH56422	39
KRG97513	24
KRH56423	20
KRH09119	2
KRG97514	15
KRH15865	501
KRH56424	47
KRG97515	11
KRH51170	22
KRG97516	105
KRG92262	70
KRH51172	37
KRG92263	122
KRG97518	45
KRH51173	293
KRG92264	1
KRH76150	17
KRG92265	22
KRH76151	5
KRH51175	121
KRH23810	21
KRG92266	10
KRH76152	30
KRH51176	11
KRH23811	6
KRH76153	55
KRH51177	122
KRH23812	1296
KRH76154	548
KRH51178	54
KRH23813	7
KRG92269	18
KRH76155	446
KRH76156	20
KRH76157	20
KRH76158	63
KRH23817	8
KRH76159	501
KRH23818	526
KRH66860	16
KRH23819	6
KRH66861	22
KRH39280	56
KRH39282	159
KRH39283	76
KRH27500	2432
KRH39284	61
KRH27501	232
KRH39286	26
KRH27503	189
KRH39287	192
KRH39288	8
KRH27505	64
KRH27506	28
KRH74812	17
KRH27507	454
KRH74813	15
KRH27508	640
KRH06670	16
KRH27509	1453
KRH06671	99
KRH47230	68
KRH06672	86
KRH47231	10
KRH74816	415
KRH06673	12
KRH06674	34
KRH47233	395
KRH53980	161
KRH47234	2
KRH74819	16
KRH53981	14
KRH47235	10
KRH47236	18
KRH06678	455
KRH06679	4
KRH47238	19
KRH30200	11
KRH47239	15
KRH30201	10
KRH30202	1061
KRH14620	20
KRH30203	54
KRH14621	58
KRH30204	203
KRH14622	58
KRH53989	13
KRH14623	56
KRH30206	114
KRH14624	20
KRH30207	118
KRH14626	15
KRH30209	91
KRG91020	11
KRG91021	76
KRH14628	7
KRH57670	18
KRG91022	6
KRH14629	26
KRG91023	10
KRG91024	38
KRH57673	13
KRG98763	539
KRG91025	31
KRH57675	6
KRG98765	482
KRG91027	3
KRH57676	3
KRG98766	31
KRG91028	1157
KRH18310	2540
KRH57677	109
KRG98767	6
KRG91029	8
KRH18311	66
KRH57678	76
KRH18312	163
KRH57679	34
KRG98769	10
KRH18313	439
KRH18315	11
KRH65621	24
KRH13062	26
KRH18317	14
KRH65622	34
KRH13063	531
KRH65623	12
KRH18319	86
KRH38040	36
KRH38041	37
KRH65625	10
KRH38042	38
KRH60371	53
KRH65626	12
KRH13067	525
KRH38043	36
KRH60372	28
KRH65627	26
KRH13068	152
KRH38044	33
KRH65628	13
KRH13069	7
KRH38045	34
KRH38046	34
KRH38047	37
KRH38048	60
KRH21010	20
KRH60377	19
KRH38049	95
KRH60378	10
KRH21012	24
KRH60379	36
KRH21013	9
KRH05430	33
KRH05432	10
KRH21016	78
KRH05433	103
KRH21017	27
KRG93830	1
KRH05435	440
KRG93831	11
KRH21019	35
KRG93832	2093
KRH00182	96
KRH05437	57
KRG93833	683
KRG89570	6
KRH00183	2263
KRH05438	77
KRG93834	14
KRH48481	10
KRG89571	410
KRH00184	3
KRH05439	34
KRH48482	91
KRG93835	7
KRG89572	14
KRH00185	69
KRG93836	552
KRH48483	155
KRG89573	771
KRH00186	1818
KRH48484	20
KRG93837	11
KRG89574	462
KRH00187	112
KRG89575	193
KRH00188	1806
KRG93839	4
KRH48486	20
KRG89576	52
KRH09120	270
KRH48487	183
KRG89577	201
KRH09121	2564
KRH48488	48
KRG89578	26
KRH09122	266
KRH48489	3
KRG89579	50
KRH09123	44
KRH09124	7
KRH56430	7
KRG97521	6
KRG97522	88
KRH09129	8
KRG97524	20
KRH56434	12
KRG92270	41
KRG97525	5
KRH51180	3
KRG97526	36
KRH51181	586
KRH56436	74
KRG92272	17
KRG97527	484
KRH15878	17
KRH51182	442
KRG97528	6
KRH15879	75
KRH51183	12
KRG97529	9
KRH51184	8
KRH56439	25
KRG92275	14
KRH76161	10
KRH23820	10
KRH76162	9
KRH51186	23
KRH23821	7
KRG92277	618
KRH76163	25
KRH23822	1514
KRG92278	82
KRH76164	40
KRH51188	2138
KRG92279	32
KRH76165	38
KRH51189	8
KRH23824	27
KRH76166	5
KRH76167	141
KRH76168	14
KRH39290	471
KRH39291	140
KRH39292	516
KRH39293	164
KRH27510	80
KRH27511	225
KRH27512	354
KRH66879	8
KRH27513	808
KRH27514	869
KRH39298	13
KRH74821	183
KRH27516	82
KRH27518	77
KRH06680	9
KRH74824	12
KRH27519	812
KRH06681	7
KRH47240	98
KRH74825	69
KRH06682	39
KRH47241	98
KRH74826	47
KRH06683	38
KRH47242	110
KRH74827	6
KRH53990	35
KRH06685	160
KRH74829	76
KRH06686	150
KRH47245	7
KRH53992	54
KRH06687	61
KRH06688	2
KRH53994	49
KRH06689	65
KRH30210	35
KRH47249	51
KRH30211	83
KRH53996	67
KRH30212	275
KRH14630	43
KRH53997	130
KRG83086	14
KRH30213	88
KRH14631	113
KRH53998	38
KRH30214	39
KRH14632	41
KRH30215	17
KRH30217	7
KRH30218	45
KRH14636	107
KRH30219	148
KRG91030	28
KRH14637	149
KRG91031	28
KRH14638	36
KRH57680	258
KRH57681	4
KRG98772	14
KRH57683	53
KRG91035	24
KRG91037	20
KRG91038	8
KRH18320	9
KRG98777	49
KRG91039	7
KRH18321	8
KRG98778	15
KRH18323	1
KRH13070	91
KRH18325	51
KRH65630	3298
KRH13071	7
KRH18326	427
KRH65631	15
KRH13072	2
KRH18327	45
KRH65632	120
KRH13073	499
KRH18328	300
KRH65633	29
KRH13074	522
KRH18329	26
KRH65634	20
KRH38051	259
KRH60380	44
KRH65635	506
KRH38052	11
KRH60381	45
KRH65636	34
KRH38053	3
KRH60382	44
KRH65637	37
KRH38054	204
KRH60383	125
KRH65638	148
KRH13079	10
KRH38055	228
KRH60384	34
KRH38056	110
KRH60385	163
KRH38057	2
KRH60386	167
KRH38058	13
KRH21020	26
KRH38059	5
KRH21021	501
KRH60388	8
KRH21022	9
KRH60389	505
KRH21023	80
KRH46000	86
KRH21024	50
KRH05441	33
KRH46001	79
KRH46002	74
KRH21026	103
KRH05443	103
KRH46003	20
KRG93840	12
KRH46004	145
KRH21028	11
KRH00190	499
KRH05445	255
KRG93841	6
KRH46005	64
KRH21029	73
KRH00191	1567
KRG93842	3
KRH46006	136
KRH00192	19
KRH05447	5
KRH48490	54
KRH46007	14
KRH05448	50
KRG93844	29
KRH48491	265
KRH46008	4
KRG89581	52
KRH00194	13
KRH48492	23
KRH46009	68
KRG89582	89
KRH48493	22
