Gene	tagpairs	genecount	Overlap_Count
KRH08753	True	True	2
KRH08754	True	True	2
KRH08755	True	True	2
KRH08760	True	True	2
KRH08764	True	True	2
KRH08775	True	True	2
KRH08777	True	True	2
KRH08780	False	True	1
KRH08785	True	True	2
KRH08787	True	True	2
KRH08788	True	True	2
KRH08789	False	True	1
KRH08790	True	True	2
KRH08792	True	True	2
KRH08793	True	True	2
KRH08794	True	True	2
KRH08795	True	True	2
KRH08796	False	True	1
KRH08797	True	True	2
KRH08799	True	True	2
KRH08801	True	True	2
KRH08802	True	True	2
KRH08803	True	True	2
KRH08804	True	True	2
KRH08805	True	True	2
KRH08808	True	True	2
KRH08819	True	True	2
KRH08821	True	True	2
KRH08822	False	True	1
KRH08824	True	True	2
KRH08825	True	True	2
KRH08826	False	True	1
KRH08846	True	True	2
KRH08848	True	True	2
KRH08849	True	True	2
KRH08850	True	True	2
KRH08852	True	True	2
KRH08853	True	True	2
KRH08854	True	True	2
KRH08881	True	True	2
KRH08882	True	True	2
KRH08883	True	True	2
KRH08884	True	True	2
KRH08885	True	True	2
KRH08888	True	True	2
KRH08890	True	True	2
KRH08891	True	True	2
KRH08894	True	True	2
KRH08895	True	True	2
KRH08897	True	True	2
KRH08898	True	True	2
KRH08947	True	True	2
KRH08948	False	True	1
KRH08949	True	True	2
KRH08950	True	True	2
KRH08951	True	True	2
KRH08952	False	True	1
KRH08953	False	True	1
KRH08954	True	True	2
KRH08955	False	True	1
KRH08956	True	True	2
KRH08957	True	True	2
KRH08960	False	True	1
KRH08961	True	True	2
KRH08962	False	True	1
KRH08963	True	True	2
KRH08964	False	True	1
KRH08965	True	True	2
KRH08966	True	True	2
KRH08967	True	True	2
KRH08968	True	True	2
KRH08969	False	True	1
KRH08971	False	True	1
KRH08972	True	True	2
KRH08973	True	True	2
KRH08974	True	True	2
KRH08975	True	True	2
KRH08976	True	True	2
KRH08978	False	True	1
KRH08979	False	True	1
KRH08981	False	True	1
KRH08982	True	True	2
KRH08983	True	True	2
KRH08984	False	True	1
KRH08985	True	True	2
KRH08986	True	True	2
KRH08987	True	True	2
KRH08988	True	True	2
KRH08989	False	True	1
KRH08990	True	True	2
KRH08991	True	True	2
KRH08992	True	True	2
KRH08993	True	True	2
KRH08994	True	True	2
KRH08995	True	True	2
KRH08996	True	True	2
KRH08997	True	True	2
KRH08998	True	True	2
KRH08999	True	True	2
KRH09000	True	True	2
KRH09001	True	True	2
KRH09002	False	True	1
KRH09003	False	True	1
KRH09004	True	True	2
KRH09005	False	True	1
KRH09006	True	True	2
KRH09007	True	True	2
KRH09008	False	True	1
KRH09009	True	True	2
KRH09010	True	True	2
KRH09012	True	True	2
KRH09025	True	True	2
KRH09027	True	True	2
KRH09028	True	True	2
KRH09029	True	True	2
KRH09030	True	True	2
KRH09031	True	True	2
KRH09032	True	True	2
KRH09033	True	True	2
KRH09035	False	True	1
KRH09036	True	True	2
KRH09037	True	True	2
KRH09038	False	True	1
KRH09039	True	True	2
KRH09040	True	True	2
KRH09041	True	True	2
KRH09042	True	True	2
KRH09043	False	True	1
KRH09044	False	True	1
KRH09045	False	True	1
KRH09046	False	True	1
KRH09047	True	True	2
KRH09048	True	True	2
KRH09049	True	True	2
KRH09050	True	True	2
KRH09051	False	True	1
KRH09053	True	True	2
KRH09054	False	True	1
KRH09056	True	True	2
KRH09057	True	True	2
KRH09058	True	True	2
KRH09059	True	True	2
KRH09060	False	True	1
KRH09061	True	True	2
KRH09062	False	True	1
KRH09064	True	True	2
KRH09065	True	True	2
KRH09066	False	True	1
KRH09067	True	True	2
KRH09082	True	True	2
KRH09084	True	True	2
KRH09085	True	True	2
KRH09093	True	True	2
KRH09094	True	True	2
KRH09095	True	True	2
KRH09096	True	True	2
KRH09097	True	True	2
KRH09120	True	True	2
KRH09122	True	True	2
KRH09131	True	True	2
KRH09133	True	True	2
KRH09137	True	True	2
KRH09139	True	True	2
KRH09175	True	True	2
KRH09176	True	True	2
KRH09189	False	True	1
KRH09190	True	True	2
KRH09191	False	True	1
KRH09192	True	True	2
KRH09193	True	True	2
KRH09197	False	True	1
KRH09199	True	True	2
KRH09201	False	True	1
KRH09202	True	True	2
KRH09205	True	True	2
KRH09206	True	True	2
KRH09207	True	True	2
KRH09223	True	True	2
KRH09224	True	True	2
KRH09240	True	True	2
KRH09245	True	True	2
KRH09250	True	True	2
KRH09252	True	True	2
KRH09269	True	True	2
KRH09270	True	True	2
KRH09273	True	True	2
KRH09274	True	True	2
KRH09280	True	True	2
KRH09281	True	True	2
KRH09282	True	True	2
KRH09297	True	True	2
KRH09299	True	True	2
KRH09332	True	True	2
KRH09337	True	True	2
KRH09351	True	True	2
KRH09360	False	True	1
KRH09363	False	True	1
KRH09369	False	True	1
KRH09372	True	True	2
KRH09373	True	True	2
KRH09376	True	True	2
KRH09377	True	True	2
KRH09378	False	True	1
KRH09379	True	True	2
KRH09402	True	True	2
KRH09404	True	True	2
KRH09406	True	True	2
KRH09408	True	True	2
KRH09412	True	True	2
KRH09414	True	True	2
KRH09415	True	True	2
KRH09417	True	True	2
KRH09418	True	True	2
KRH09419	True	True	2
KRH09420	True	True	2
KRH09422	True	True	2
KRH09428	True	True	2
KRH09429	True	True	2
KRH09431	True	True	2
KRH09432	True	True	2
KRH09457	True	True	2
KRH09464	True	True	2
KRH09465	True	True	2
KRH09466	True	True	2
KRH09467	True	True	2
KRH09482	True	True	2
KRH09485	True	True	2
KRH09489	True	True	2
KRH09490	True	True	2
KRH09512	True	True	2
KRH09515	True	True	2
KRH09516	True	True	2
KRH09558	True	True	2
KRH09561	True	True	2
KRH09564	True	True	2
KRH09565	True	True	2
KRH09728	True	True	2
KRH09729	True	True	2
KRH09735	True	True	2
KRH09736	True	True	2
KRH09795	True	True	2
KRH09796	True	True	2
KRH09797	True	True	2
KRH09836	True	True	2
KRH09838	True	True	2
KRH09892	True	True	2
KRH09893	True	True	2
KRH09974	True	True	2
KRH09977	True	True	2
KRH09978	True	True	2
KRH09979	True	True	2
KRH09980	True	True	2
KRH09995	True	True	2
KRH09996	True	True	2
KRH10050	True	True	2
KRH10051	True	True	2
KRH10053	True	True	2
KRH10157	True	True	2
KRH10158	True	True	2
KRH10230	True	True	2
KRH10232	True	True	2
KRH10239	True	True	2
KRH10240	True	True	2
KRH10288	True	True	2
KRH10289	True	True	2
KRH10290	True	True	2
KRH10340	True	False	1
KRH10342	True	False	1
KRH10398	True	True	2
KRH10400	True	True	2
KRH10438	False	True	1
KRH10448	False	True	1
KRH10458	True	True	2
KRH10459	True	True	2
KRH10478	True	True	2
KRH10479	True	True	2
KRH10480	True	True	2
KRH10500	True	True	2
KRH10501	True	True	2
KRH10502	True	True	2
KRH10503	True	True	2
KRH10518	True	True	2
KRH10519	True	True	2
KRH10520	True	True	2
KRH10547	True	True	2
KRH10550	True	True	2
KRH10558	True	True	2
KRH10559	True	True	2
KRH10560	True	True	2
KRH10577	False	True	1
KRH10578	False	True	1
KRH10594	True	True	2
KRH10595	True	True	2
KRH10596	True	True	2
KRH10603	True	True	2
KRH10606	True	True	2
KRH10629	True	True	2
KRH10630	True	True	2
KRH10636	True	True	2
KRH10637	True	True	2
KRH10645	True	True	2
KRH10648	True	True	2
KRH10673	True	True	2
KRH10675	True	True	2
KRH10678	True	True	2
KRH10679	True	True	2
KRH10680	True	True	2
KRH10681	False	True	1
KRH10682	True	True	2
KRH10683	True	True	2
KRH10684	True	True	2
KRH10685	False	True	1
KRH10696	True	True	2
KRH10697	True	True	2
KRH10705	True	True	2
KRH10706	True	True	2
KRH10711	True	True	2
KRH10712	True	True	2
KRH10713	True	True	2
KRH10715	True	True	2
KRH10716	True	True	2
KRH10718	True	True	2
KRH10732	True	True	2
KRH10734	True	True	2
KRH10811	True	True	2
KRH10812	True	True	2
KRH10820	True	True	2
KRH10821	True	True	2
KRH10822	True	True	2
KRH10824	False	True	1
KRH10843	False	True	1
KRH10853	True	True	2
KRH10854	True	True	2
KRH10868	True	True	2
KRH10870	True	True	2
KRH10904	True	True	2
KRH10907	True	True	2
KRH10926	True	True	2
KRH10927	True	True	2
KRH10937	True	True	2
KRH10940	True	True	2
KRH10951	True	True	2
KRH10952	True	True	2
KRH10962	True	True	2
KRH10963	True	True	2
KRH10993	True	True	2
KRH10995	True	True	2
KRH10997	True	True	2
KRH10999	True	True	2
KRH11005	True	True	2
KRH11006	True	True	2
KRH11012	True	True	2
KRH11013	True	True	2
KRH11014	True	True	2
KRH11037	True	True	2
KRH11038	True	True	2
KRH11059	True	True	2
KRH11060	True	True	2
KRH11068	True	True	2
KRH11070	True	True	2
KRH11078	False	True	1
KRH11079	False	True	1
KRH11083	True	True	2
KRH11084	True	True	2
KRH11099	True	True	2
KRH11100	True	True	2
KRH11101	True	True	2
KRH11102	True	True	2
KRH11103	True	True	2
KRH11104	True	True	2
KRH11116	True	True	2
KRH11117	True	True	2
KRH11237	True	True	2
KRH11238	True	True	2
KRH11290	True	True	2
KRH11291	True	True	2
KRH11304	True	True	2
KRH11306	True	True	2
KRH11340	True	False	1
KRH11341	True	False	1
KRH11386	True	True	2
KRH11387	True	True	2
KRH11395	True	True	2
KRH11396	True	True	2
KRH11399	False	True	1
KRH11401	False	True	1
KRH11462	True	True	2
KRH11463	True	True	2
KRH11464	True	True	2
KRH11466	True	True	2
KRH11539	True	True	2
KRH11540	True	True	2
KRH11577	True	True	2
KRH11578	True	True	2
KRH11579	True	True	2
KRH11596	True	False	1
KRH11598	True	False	1
KRH11600	True	True	2
KRH11601	True	True	2
KRH11602	True	True	2
KRH11603	True	True	2
KRH11652	True	True	2
KRH11653	True	True	2
KRH11678	True	True	2
KRH11679	True	True	2
KRH11709	True	True	2
KRH11714	True	True	2
KRH11738	True	True	2
KRH11739	True	True	2
KRH11761	True	True	2
KRH11762	True	True	2
KRH11763	True	True	2
KRH11764	True	True	2
KRH11765	True	True	2
KRH11766	True	True	2
KRH11767	True	True	2
KRH11800	True	True	2
KRH11801	True	True	2
KRH11824	True	True	2
KRH11825	True	True	2
KRH11826	True	True	2
KRH11827	True	True	2
KRH11829	True	True	2
KRH11830	True	True	2
KRH11838	True	True	2
KRH11839	True	True	2
KRH11840	True	True	2
KRH11841	False	True	1
KRH11844	True	True	2
KRH11845	True	True	2
KRH11900	True	True	2
KRH11901	True	True	2
KRH11902	True	True	2
KRH11912	True	True	2
KRH11916	True	True	2
KRH11931	True	True	2
KRH11933	True	True	2
KRH11942	True	True	2
KRH11944	True	True	2
KRH11955	True	True	2
KRH11956	True	True	2
KRH11958	False	True	1
KRH11960	True	True	2
KRH11961	True	True	2
KRH11962	True	True	2
KRH11963	False	True	1
KRH11966	True	True	2
KRH11967	True	True	2
KRH12010	True	True	2
KRH12011	True	True	2
KRH12012	True	True	2
KRH12013	True	True	2
KRH12015	True	True	2
KRH12016	True	True	2
KRH12022	True	True	2
KRH12023	True	True	2
KRH12076	True	True	2
KRH12077	True	True	2
KRH12091	True	True	2
KRH12092	True	True	2
KRH12096	False	True	1
KRH12103	True	True	2
KRH12104	True	True	2
KRH12105	True	True	2
KRH12116	False	True	1
KRH12117	True	True	2
KRH12118	True	True	2
KRH12122	False	True	1
KRH12149	True	True	2
KRH12150	True	True	2
KRH12162	True	True	2
KRH12165	True	True	2
KRH12207	True	True	2
KRH12208	True	True	2
KRH12215	False	True	1
KRH12216	True	True	2
KRH12217	True	True	2
KRH12218	False	True	1
KRH12220	True	True	2
KRH12222	True	True	2
KRH12228	True	True	2
KRH12239	True	True	2
KRH12240	True	True	2
KRH12241	True	True	2
KRH12242	True	True	2
KRH12243	True	True	2
KRH12244	True	True	2
KRH12245	True	True	2
KRH12247	True	True	2
KRH12248	True	True	2
KRH12249	True	True	2
KRH12290	True	True	2
KRH12291	True	True	2
KRH12292	True	True	2
KRH12293	True	True	2
KRH12298	True	True	2
KRH12300	True	True	2
KRH12321	True	True	2
KRH12326	True	True	2
KRH12421	True	True	2
KRH12422	True	True	2
KRH12426	False	True	1
KRH12488	True	True	2
KRH12489	True	True	2
KRH12490	True	True	2
KRH12491	True	True	2
KRH12492	True	True	2
KRH12494	True	True	2
KRH12497	True	True	2
KRH12499	True	True	2
KRH12502	True	True	2
KRH12503	True	True	2
KRH12504	True	True	2
KRH12505	True	True	2
KRH12506	True	True	2
KRH12508	True	True	2
KRH12509	True	True	2
KRH12533	False	True	1
KRH12547	False	True	1
KRH12611	True	True	2
KRH12613	True	True	2
KRH12619	True	True	2
KRH12620	True	True	2
KRH12630	True	True	2
KRH12633	True	True	2
KRH12637	True	True	2
KRH12638	True	True	2
KRH12650	True	True	2
KRH12653	True	True	2
KRH12694	True	True	2
KRH12696	True	True	2
KRH12722	True	True	2
KRH12723	True	True	2
KRH12724	True	True	2
KRH12730	True	True	2
KRH12740	True	True	2
KRH12741	True	True	2
KRH12759	True	True	2
KRH12760	True	True	2
KRH12778	True	True	2
KRH12779	True	True	2
KRH12802	False	True	1
KRH12807	False	True	1
KRH12821	False	True	1
KRH12831	False	True	1
KRH12833	True	True	2
KRH12834	True	True	2
KRH12837	False	True	1
KRH12855	True	True	2
KRH12856	True	True	2
KRH12866	True	True	2
KRH12867	True	True	2
KRH12871	False	True	1
KRH12910	True	True	2
KRH12911	True	True	2
KRH12916	True	True	2
KRH12917	True	True	2
KRH12918	True	True	2
KRH12919	True	True	2
KRH12920	True	True	2
KRH12921	True	True	2
KRH12948	True	True	2
KRH12949	True	True	2
KRH12962	False	True	1
KRH12972	True	True	2
KRH12975	True	True	2
KRH12976	True	True	2
KRH12977	True	True	2
KRH12978	True	True	2
KRH12979	True	True	2
KRH12985	True	True	2
KRH13005	False	True	1
KRH13006	False	True	1
KRH13008	True	True	2
KRH13009	True	True	2
KRH13023	False	True	1
KRH13024	False	True	1
KRH13063	True	True	2
KRH13067	True	True	2
KRH13068	True	True	2
KRH13073	True	False	1
KRH13074	True	True	2
KRH13103	True	True	2
KRH13104	True	True	2
KRH13130	True	True	2
KRH13132	True	True	2
KRH13149	True	True	2
KRH13151	True	True	2
KRH13173	False	True	1
KRH13176	False	True	1
KRH13190	True	True	2
KRH13192	True	True	2
KRH13221	True	True	2
KRH13222	True	True	2
KRH13251	True	True	2
KRH13252	True	True	2
KRH13263	True	True	2
KRH13264	True	True	2
KRH13266	True	True	2
KRH13268	True	True	2
KRH13284	True	True	2
KRH13285	True	True	2
KRH13287	False	True	1
KRH13293	True	True	2
KRH13296	True	True	2
KRH13309	True	False	1
KRH13312	True	True	2
KRH13316	False	True	1
KRH13317	True	True	2
KRH13320	True	True	2
KRH13321	True	True	2
KRH13323	True	True	2
KRH13324	False	True	1
KRH13325	True	True	2
KRH13327	True	True	2
KRH13352	False	True	1
KRH13353	True	True	2
KRH13354	True	True	2
KRH13355	True	True	2
KRH13356	True	True	2
KRH13358	True	True	2
KRH13360	False	True	1
KRH13419	False	True	1
KRH13429	True	True	2
KRH13430	True	True	2
KRH13435	False	True	1
KRH13441	True	True	2
KRH13442	True	True	2
KRH13444	True	True	2
KRH13445	True	True	2
KRH13446	True	True	2
KRH13471	False	True	1
KRH13475	False	True	1
KRH13476	True	True	2
KRH13478	True	True	2
KRH13480	True	True	2
KRH13491	True	True	2
KRH13493	True	True	2
KRH13497	True	True	2
KRH13499	True	True	2
KRH13500	True	True	2
KRH13501	True	True	2
KRH13502	True	True	2
KRH13504	True	True	2
KRH13506	True	True	2
KRH13507	True	True	2
KRH13511	True	True	2
KRH13512	True	True	2
KRH13514	True	True	2
KRH13515	True	True	2
KRH13517	True	True	2
KRH13525	True	True	2
KRH13527	True	True	2
KRH13529	False	True	1
KRH13536	False	True	1
KRH13541	True	True	2
KRH13542	True	True	2
KRH13543	True	True	2
KRH13547	True	True	2
KRH13558	True	True	2
KRH13560	True	True	2
KRH13561	True	True	2
KRH13562	True	True	2
KRH13616	True	True	2
KRH13617	True	True	2
KRH13618	True	True	2
KRH13619	True	True	2
KRH13621	True	True	2
KRH13622	True	True	2
KRH13625	True	True	2
KRH13627	True	True	2
KRH13666	True	True	2
KRH13667	True	True	2
KRH13676	True	True	2
KRH13677	True	True	2
KRH13678	True	True	2
KRH13692	True	True	2
KRH13693	True	True	2
KRH13696	True	True	2
KRH13698	True	True	2
KRH13699	True	True	2
KRH13700	True	True	2
KRH13701	True	True	2
KRH13735	True	True	2
KRH13736	True	True	2
KRH13740	True	True	2
KRH13742	True	True	2
KRH13755	True	True	2
KRH13759	True	True	2
KRH13762	True	True	2
KRH13763	True	True	2
KRH13793	True	True	2
KRH13794	True	True	2
KRH13799	False	True	1
KRH13801	True	True	2
KRH13802	True	True	2
KRH13803	False	True	1
KRH13836	True	True	2
KRH13837	True	True	2
KRH13893	False	True	1
KRH13895	True	True	2
KRH13896	True	True	2
KRH13899	False	True	1
KRH13916	True	True	2
KRH13923	True	True	2
KRH13944	True	True	2
KRH13946	True	True	2
KRH13947	True	True	2
KRH13969	True	True	2
KRH13970	True	True	2
KRH13988	False	True	1
KRH13991	False	True	1
KRH13997	False	True	1
KRH14012	False	True	1
KRH14019	True	True	2
KRH14020	True	True	2
KRH14151	True	True	2
KRH14152	True	True	2
KRH14166	True	True	2
KRH14179	True	True	2
KRH14189	True	True	2
KRH14191	True	True	2
KRH14211	True	True	2
KRH14213	True	True	2
KRH14242	True	True	2
KRH14243	True	True	2
KRH14244	True	True	2
KRH14252	True	True	2
KRH14253	True	True	2
KRH14311	True	True	2
KRH14314	False	True	1
KRH14315	True	True	2
KRH14319	True	True	2
KRH14320	True	True	2
KRH14322	False	True	1
KRH14344	True	True	2
KRH14345	True	True	2
KRH14346	True	True	2
KRH14349	False	True	1
KRH14384	True	True	2
KRH14385	True	True	2
KRH14416	True	True	2
KRH14417	True	True	2
KRH14451	True	True	2
KRH14453	True	True	2
KRH14501	True	True	2
KRH14502	True	True	2
KRH14516	True	True	2
KRH14517	True	True	2
KRH14556	True	True	2
KRH14557	True	True	2
KRH14616	False	True	1
KRH14621	True	True	2
KRH14622	True	True	2
KRH14623	True	True	2
KRH14626	False	True	1
KRH14629	True	True	2
KRH14630	True	True	2
KRH14631	True	True	2
KRH14632	True	True	2
KRH14636	True	True	2
KRH14637	True	True	2
KRH14690	True	True	2
KRH14691	True	True	2
KRH14692	True	True	2
KRH14693	True	True	2
KRH14694	True	True	2
KRH14695	True	True	2
KRH14696	True	True	2
KRH14697	True	True	2
KRH14698	True	True	2
KRH14699	True	True	2
KRH14700	True	True	2
KRH14701	True	True	2
KRH14703	True	True	2
KRH14708	True	True	2
KRH14709	True	True	2
KRH14710	True	True	2
KRH14747	True	True	2
KRH14749	True	True	2
KRH14769	True	True	2
KRH14770	True	True	2
KRH14771	True	True	2
KRH14772	True	True	2
KRH14773	True	True	2
KRH14774	True	True	2
KRH14777	True	True	2
KRH14778	True	True	2
KRH14787	True	True	2
KRH14789	True	True	2
KRH14791	True	True	2
KRH14792	True	True	2
KRH14793	True	True	2
KRH14794	False	True	1
KRH14804	True	True	2
KRH14805	True	True	2
KRH14825	True	True	2
KRH14826	True	True	2
KRH14837	True	True	2
KRH14838	True	True	2
KRH14839	True	True	2
KRH14840	True	True	2
KRH14842	False	True	1
KRH14857	True	True	2
KRH14859	False	True	1
KRH14860	False	True	1
KRH14872	True	True	2
KRH14873	True	True	2
KRH14877	False	True	1
KRH14879	True	False	1
KRH14882	True	False	1
KRH14885	False	True	1
KRH14910	True	True	2
KRH14911	True	True	2
KRH14912	False	True	1
KRH14922	False	True	1
KRH14945	True	True	2
KRH14947	True	True	2
KRH14948	True	True	2
KRH14952	True	True	2
KRH14963	True	True	2
KRH14964	True	True	2
KRH14974	True	True	2
KRH14976	True	True	2
KRH15019	True	True	2
KRH15020	True	True	2
KRH15024	True	True	2
KRH15027	True	True	2
KRH15029	True	True	2
KRH15030	True	True	2
KRH15031	True	True	2
KRH15032	True	True	2
KRH15033	True	True	2
KRH15035	True	True	2
KRH15169	True	True	2
KRH15171	True	True	2
KRH15172	True	True	2
KRH15257	True	True	2
KRH15258	True	True	2
KRH15272	False	True	1
KRH15275	False	True	1
KRH15291	True	True	2
KRH15292	True	True	2
KRH15294	True	True	2
KRH15296	True	True	2
KRH15334	True	True	2
KRH15336	True	True	2
KRH15337	True	True	2
KRH15338	True	True	2
KRH15404	True	True	2
KRH15406	True	True	2
KRH15457	False	True	1
KRH15461	True	True	2
KRH15462	True	True	2
KRH15463	False	True	1
KRH15479	False	True	1
KRH15488	False	True	1
KRH15514	True	True	2
KRH15515	True	True	2
KRH15558	False	True	1
KRH15559	False	True	1
KRH15561	True	True	2
KRH15563	True	True	2
KRH15564	False	True	1
KRH15569	False	True	1
KRH15620	True	True	2
KRH15621	True	True	2
KRH15625	True	True	2
KRH15626	True	True	2
KRH15628	True	True	2
KRH15629	True	True	2
KRH15630	True	True	2
KRH15634	True	True	2
KRH15635	True	True	2
KRH15653	True	True	2
KRH15654	True	True	2
KRH15655	True	False	1
KRH15674	True	False	1
KRH15678	True	True	2
KRH15679	True	True	2
KRH15760	True	True	2
KRH15761	True	True	2
KRH15766	True	True	2
KRH15767	True	True	2
KRH15773	True	True	2
KRH15775	True	True	2
KRH15823	True	True	2
KRH15824	True	True	2
KRH15825	True	True	2
KRH15837	False	True	1
KRH15841	True	True	2
KRH15842	True	True	2
KRH15843	True	True	2
KRH15846	True	True	2
KRH15895	True	True	2
KRH15896	True	True	2
KRH15914	True	True	2
KRH15915	True	True	2
KRH15952	True	False	1
KRH15954	True	False	1
KRH16004	True	True	2
KRH16007	True	True	2
KRH16021	False	True	1
KRH16023	True	True	2
KRH16024	True	True	2
KRH16033	False	True	1
KRH16046	False	True	1
KRH16054	True	True	2
KRH16056	True	True	2
KRH16058	True	True	2
KRH16059	True	True	2
KRH16061	True	True	2
KRH16077	False	True	1
KRH16095	False	True	1
KRH16146	True	True	2
KRH16147	True	True	2
KRH16188	False	True	1
KRH16192	False	True	1
KRH16195	True	True	2
KRH16196	True	True	2
KRH16218	True	True	2
KRH16219	True	True	2
KRH16230	True	True	2
KRH16231	True	True	2
KRH16236	True	True	2
KRH16240	True	True	2
KRH16244	False	True	1
KRH16245	True	True	2
KRH16246	True	True	2
KRH16248	False	True	1
KRH16259	True	True	2
KRH16264	True	True	2
KRH16266	True	True	2
KRH16269	False	True	1
KRH16284	True	True	2
KRH16285	True	True	2
KRH16293	True	True	2
KRH16294	True	True	2
KRH16311	True	True	2
KRH16313	True	True	2
KRH16342	True	True	2
KRH16344	True	True	2
KRH16468	True	True	2
KRH16469	True	True	2
KRH16470	True	True	2
KRH16471	True	True	2
KRH16474	True	True	2
KRH16475	True	True	2
KRH16479	True	True	2
KRH16511	True	True	2
KRH16514	True	True	2
KRH16553	True	True	2
KRH16555	True	True	2
KRH16605	True	True	2
KRH16606	True	True	2
KRH16614	True	True	2
KRH16617	True	True	2
KRH16622	True	True	2
KRH16623	True	True	2
KRH16640	True	True	2
KRH16642	True	True	2
KRH16644	True	True	2
KRH16645	True	True	2
KRH16670	True	True	2
KRH16677	True	True	2
KRH16713	True	True	2
KRH16714	True	True	2
KRH16721	True	True	2
KRH16723	True	True	2
KRH16724	True	True	2
KRH16729	True	True	2
KRH16732	False	True	1
KRH16748	True	True	2
KRH16749	True	True	2
KRH16752	True	True	2
KRH16753	True	True	2
KRH16756	False	True	1
KRH16760	False	True	1
KRH16765	True	True	2
KRH16766	True	True	2
KRH16767	True	True	2
KRH16797	True	True	2
KRH16798	True	True	2
KRH16888	True	True	2
KRH16893	True	True	2
KRH16894	True	True	2
KRH16918	True	True	2
KRH16920	True	True	2
KRH16921	True	True	2
KRH16964	True	True	2
KRH16965	True	True	2
KRH16983	True	True	2
KRH16984	True	True	2
KRH17026	True	True	2
KRH17027	True	True	2
KRH17095	True	True	2
KRH17097	True	True	2
KRH17100	True	True	2
KRH17101	True	True	2
KRH17102	False	True	1
KRH17103	True	True	2
KRH17104	False	True	1
KRH17105	False	True	1
KRH17106	False	True	1
KRH17114	False	True	1
KRH17116	True	True	2
KRH17118	True	True	2
KRH17119	True	True	2
KRH17120	True	True	2
KRH17121	False	True	1
KRH17123	True	True	2
KRH17124	True	True	2
KRH17133	True	True	2
KRH17134	True	True	2
KRH17135	True	True	2
KRH17136	True	True	2
KRH17137	True	True	2
KRH17142	True	True	2
KRH17143	True	True	2
KRH17144	True	True	2
KRH17157	True	True	2
KRH17158	True	True	2
KRH17160	False	True	1
KRH17163	False	True	1
KRH17191	True	True	2
KRH17193	True	True	2
KRH17195	True	True	2
KRH17196	True	True	2
KRH17197	True	True	2
KRH17201	False	True	1
KRH17214	True	True	2
KRH17216	True	True	2
KRH17219	False	True	1
KRH17228	False	True	1
KRH17248	True	True	2
KRH17249	True	True	2
KRH17266	False	True	1
KRH17322	True	True	2
KRH17323	True	True	2
KRH17328	True	True	2
KRH17329	True	True	2
KRH17355	True	True	2
KRH17357	True	True	2
KRH17370	True	False	1
KRH17377	True	False	1
KRH17460	True	True	2
KRH17461	True	True	2
KRH17462	True	True	2
KRH17463	True	True	2
KRH17464	True	True	2
KRH17489	True	True	2
KRH17491	True	True	2
KRH17552	False	True	1
KRH17553	False	True	1
KRH17556	True	True	2
KRH17557	True	True	2
KRH17568	False	True	1
KRH17574	False	True	1
KRH17597	False	True	1
KRH17605	True	True	2
KRH17606	True	True	2
KRH17607	True	True	2
KRH17608	False	True	1
KRH17620	False	True	1
KRH17640	False	True	1
KRH17656	False	True	1
KRH17658	True	True	2
KRH17660	True	True	2
KRH17699	True	True	2
KRH17700	True	True	2
KRH17701	True	True	2
KRH17702	True	True	2
KRH17738	True	True	2
KRH17739	True	True	2
KRH17740	True	True	2
KRH17741	True	True	2
KRH17742	True	True	2
KRH17745	True	True	2
KRH17748	True	True	2
KRH17749	True	True	2
KRH17750	True	True	2
KRH17751	True	True	2
KRH17752	True	True	2
KRH17753	True	True	2
KRH17754	True	True	2
KRH17755	True	True	2
KRH17756	False	True	1
KRH17757	True	True	2
KRH17758	True	True	2
KRH17759	True	True	2
KRH17760	True	True	2
KRH17761	True	True	2
KRH17762	True	True	2
KRH17765	True	True	2
KRH17766	True	True	2
KRH17767	False	True	1
KRH17768	True	True	2
KRH17769	True	True	2
KRH17770	True	True	2
KRH17771	True	True	2
KRH17772	True	True	2
KRH17774	False	True	1
KRH17775	True	True	2
KRH17776	True	True	2
KRH17777	True	True	2
KRH17778	True	True	2
KRH17779	True	True	2
KRH17780	True	True	2
KRH17781	True	True	2
KRH17782	False	True	1
KRH17783	True	True	2
KRH17784	True	True	2
KRH17785	True	True	2
KRH17786	True	True	2
KRH17787	True	True	2
KRH17788	True	True	2
KRH17789	True	True	2
KRH17790	True	True	2
KRH17791	True	True	2
KRH17792	True	True	2
KRH17793	True	True	2
KRH17794	True	True	2
KRH17796	True	True	2
KRH17797	True	True	2
KRH17798	True	True	2
KRH17799	True	True	2
KRH17800	True	True	2
KRH17801	True	True	2
KRH17802	True	True	2
KRH17803	True	True	2
KRH17804	True	True	2
KRH17805	True	True	2
KRH17806	True	True	2
KRH17807	True	True	2
KRH17808	True	True	2
KRH17809	True	True	2
KRH17810	True	True	2
KRH17811	True	True	2
KRH17812	True	True	2
KRH17815	True	True	2
KRH17816	True	True	2
KRH17817	True	True	2
KRH17818	True	True	2
KRH17819	True	True	2
KRH17820	True	True	2
KRH17821	True	True	2
KRH17822	True	True	2
KRH17823	True	True	2
KRH17824	True	True	2
KRH17825	True	True	2
KRH17826	True	True	2
KRH17827	True	True	2
KRH17828	True	True	2
KRH17829	True	True	2
KRH17830	True	True	2
KRH17831	True	True	2
KRH17832	True	True	2
KRH17833	True	True	2
KRH17834	False	True	1
KRH17835	True	True	2
KRH17836	True	True	2
KRH17837	True	True	2
KRH17839	True	True	2
KRH17840	True	True	2
