gene1	gene2	ks	chrom	collinear
KRH30780	KRH30783	3.4416	11	True
KRH30780	KRH30789	3.463	11	True
KRH30781	KRH30783	0.0427	11	True
KRH30781	KRH30789	0.2555	11	True
KRH30783	KRH30789	0.2549	11	True
KRH30785	KRH30786	1.7505	11	True
KRH30794	KRH30798	1.0547	11	True
KRH30794	KRH30803	0.207	11	True
KRH30794	KRH30805	1.0113	11	True
KRH30798	KRH30803	0.8375	11	True
KRH30798	KRH30805	0.1779	11	True
KRH30803	KRH30805	0.8246	11	True
KRH30854	KRH30855	0.4164	11	True
KRH30854	KRH30858	0.4149	11	True
KRH30855	KRH30858	0.0543	11	True
KRH30869	KRH30870	2.141	11	True
KRH30923	KRH30925	0.1593	11	True
KRH30955	KRH30956	3.0585	11	True
KRH30957	KRH30975	3.3307	11	True
KRH30957	KRH30976	3.2689	11	True
KRH30975	KRH30976	2.934	11	True
KRH30987	KRH31001	4.4921	11	True
KRH30992	KRH30994	3.6999	11	True
KRH31007	KRH31020	0.7862	11	True
KRH31007	KRH31021	0.8817	11	True
KRH31007	KRH31025	0.8783	11	True
KRH31007	KRH31026	0.7478	11	True
KRH31020	KRH31021	0.485	11	True
KRH31020	KRH31025	0.1869	11	True
KRH31020	KRH31026	0.5578	11	True
KRH31021	KRH31025	0.3284	11	True
KRH31021	KRH31026	0.7729	11	True
KRH31025	KRH31026	0.7449	11	True
KRH31013	KRH31014	0.563	11	True
KRH31038	KRH31039	0.6209	11	True
KRH31040	KRH31043	0.8174	11	True
KRH31046	KRH31047	0.3215	11	True
KRH31046	KRH31048	0.7021	11	True
KRH31046	KRH31049	0.3678	11	True
KRH31046	KRH31051	0.349	11	True
KRH31046	KRH31052	0.3371	11	True
KRH31047	KRH31048	3.2261	11	True
KRH31047	KRH31049	0.5545	11	True
KRH31047	KRH31051	0.5164	11	True
KRH31047	KRH31052	0.3937	11	True
KRH31048	KRH31049	0.7688	11	True
KRH31048	KRH31051	0.6812	11	True
KRH31048	KRH31052	0.8267	11	True
KRH31049	KRH31051	0.0145	11	True
KRH31049	KRH31052	0.3233	11	True
KRH31051	KRH31052	0.3192	11	True
KRH31057	KRH31058	0.1952	11	True
KRH31068	KRH31069	0.8996	11	True
KRH31096	KRH31099	0.3605	11	True
KRH31114	KRH31118	1.2291	11	True
KRH31144	KRH31146	1.1286	11	True
KRH31144	KRH31148	2.2934	11	True
KRH31146	KRH31148	1.6516	11	True
KRH31150	KRH31151	0.3404	11	True
KRH31150	KRH31152	0.4673	11	True
KRH31150	KRH31153	0.9078	11	True
KRH31151	KRH31152	0.5113	11	True
KRH31151	KRH31153	0.4784	11	True
KRH31152	KRH31153	0.6602	11	True
KRH31227	KRH31230	0.0441	11	True
KRH31228	KRH31229	3.21	11	True
KRH31250	KRH31251	0.8721	11	True
KRH31250	KRH31253	0.7185	11	True
KRH31251	KRH31253	1.037	11	True
KRH31266	KRH31267	0.2268	11	True
KRH31268	KRH31269	1.4879	11	True
KRH31293	KRH31313	3.4478	11	True
KRH31322	KRH31323	0.1223	11	True
KRH31337	KRH31340	2.5589	11	True
KRH31337	KRH31346	3.3488	11	True
KRH31340	KRH31346	1.4267	11	True
KRH31343	KRH31344	0.2301	11	True
KRH31364	KRH31366	3.4642	11	True
KRH31373	KRH31375	1.0665	11	True
KRH31384	KRH31385	1.5266	11	True
KRH31391	KRH31402	3.8386	11	True
KRH31522	KRH31523	1.5514	11	True
KRH23751	KRH23753	4.2088	12	True
KRH23795	KRH23812	4.1532	12	True
KRH23797	KRH23798	2.2807	12	True
KRH23799	KRH23800	1.5924	12	True
KRH23852	KRH23856	0.2151	12	True
KRH23854	KRH23855	1.1177	12	True
KRH23897	KRH23899	0.3003	12	True
KRH23910	KRH23911	3.6602	12	True
KRH23919	KRH23920	0.1027	12	True
KRH23921	KRH23922	1.2016	12	True
KRH23965	KRH23967	0.2771	12	True
KRH23974	KRH23976	0.1581	12	True
KRH23988	KRH23989	0.249	12	True
KRH23988	KRH23995	0.3051	12	True
KRH23988	KRH23996	0.249	12	True
KRH23989	KRH23995	0.3031	12	True
KRH23989	KRH23997	0.2196	12	True
KRH23995	KRH23996	0.3031	12	True
KRH23995	KRH23997	0.2435	12	True
KRH23996	KRH23997	0.2196	12	True
KRH24041	KRH24043	0.0586	12	True
KRH24064	KRH24066	0.5604	12	True
KRH24064	KRH24068	0.5592	12	True
KRH24066	KRH24068	0.5627	12	True
KRH24072	KRH24075	1.5272	12	True
KRH24121	KRH24122	1.1174	12	True
KRH24134	KRH24135	0.4156	12	True
KRH24166	KRH24171	1.7776	12	True
KRH24286	KRH24288	1.8414	12	True
KRH24330	KRH24331	1.5391	12	True
KRH24330	KRH24332	1.1341	12	True
KRH24330	KRH24333	2.8671	12	True
KRH24330	KRH24334	1.3157	12	True
KRH24330	KRH24335	2.9297	12	True
KRH24330	KRH24336	1.6226	12	True
KRH24330	KRH24337	1.7205	12	True
KRH24330	KRH24338	1.4741	12	True
KRH24330	KRH24339	1.4873	12	True
KRH24330	KRH24340	1.0142	12	True
KRH24331	KRH24332	1.5517	12	True
KRH24331	KRH24333	2.5146	12	True
KRH24331	KRH24334	1.5792	12	True
KRH24331	KRH24335	1.8801	12	True
KRH24331	KRH24336	1.334	12	True
KRH24331	KRH24337	2.2557	12	True
KRH24331	KRH24338	1.4693	12	True
KRH24331	KRH24339	3.3364	12	True
KRH24331	KRH24340	1.2825	12	True
KRH24331	KRH24341	2.1502	12	True
KRH24332	KRH24333	0.6064	12	True
KRH24332	KRH24334	1.3586	12	True
KRH24332	KRH24335	0.989	12	True
KRH24332	KRH24336	0.3771	12	True
KRH24332	KRH24337	0.4563	12	True
KRH24332	KRH24338	0.607	12	True
KRH24332	KRH24339	0.7842	12	True
KRH24332	KRH24340	0.1633	12	True
KRH24332	KRH24341	0.7671	12	True
KRH24332	KRH24342	0.198	12	True
KRH24333	KRH24334	1.6701	12	True
KRH24333	KRH24335	0.883	12	True
KRH24333	KRH24336	1.2168	12	True
KRH24333	KRH24337	0.7853	12	True
KRH24333	KRH24338	1.3485	12	True
KRH24333	KRH24339	0.8883	12	True
KRH24333	KRH24340	0.7436	12	True
KRH24333	KRH24341	0.5905	12	True
KRH24333	KRH24342	0.8678	12	True
KRH24333	KRH24343	0.8196	12	True
KRH24334	KRH24335	1.2551	12	True
KRH24334	KRH24336	1.5414	12	True
KRH24334	KRH24337	1.4453	12	True
KRH24334	KRH24338	1.9515	12	True
KRH24334	KRH24339	1.0116	12	True
KRH24334	KRH24340	1.4329	12	True
KRH24334	KRH24341	2.2718	12	True
KRH24334	KRH24342	1.4024	12	True
KRH24334	KRH24343	1.3668	12	True
KRH24334	KRH24344	2.0244	12	True
KRH24335	KRH24336	1.5303	12	True
KRH24335	KRH24337	0.6175	12	True
KRH24335	KRH24338	2.0972	12	True
KRH24335	KRH24339	1.0457	12	True
KRH24335	KRH24340	1.6016	12	True
KRH24335	KRH24341	1.2542	12	True
KRH24335	KRH24342	0.934	12	True
KRH24335	KRH24343	1.098	12	True
KRH24335	KRH24344	2.5474	12	True
KRH24335	KRH24345	1.036	12	True
KRH24336	KRH24337	0.8069	12	True
KRH24336	KRH24338	0.3286	12	True
KRH24336	KRH24339	1.4935	12	True
KRH24336	KRH24340	0.3609	12	True
KRH24336	KRH24341	1.0338	12	True
KRH24336	KRH24342	0.4542	12	True
KRH24336	KRH24343	1.1402	12	True
KRH24336	KRH24344	1.1202	12	True
KRH24336	KRH24345	0.4271	12	True
KRH24336	KRH24346	1.3191	12	True
KRH24337	KRH24338	1.3343	12	True
KRH24337	KRH24339	0.6321	12	True
KRH24337	KRH24340	0.5409	12	True
KRH24337	KRH24341	1.424	12	True
KRH24337	KRH24342	0.4539	12	True
KRH24337	KRH24343	0.8581	12	True
KRH24337	KRH24344	1.4835	12	True
KRH24337	KRH24345	0.4811	12	True
KRH24337	KRH24346	1.0467	12	True
KRH24337	KRH24349	2.4464	12	True
KRH24338	KRH24339	1.8501	12	True
KRH24338	KRH24340	0.317	12	True
KRH24338	KRH24341	1.4087	12	True
KRH24338	KRH24342	0.6131	12	True
KRH24338	KRH24343	1.536	12	True
KRH24338	KRH24344	2.3916	12	True
KRH24338	KRH24345	0.5919	12	True
KRH24338	KRH24346	2.9466	12	True
KRH24338	KRH24349	3.0428	12	True
KRH24338	KRH24350	4.9208	12	True
KRH24339	KRH24340	1.053	12	True
KRH24339	KRH24341	1.7218	12	True
KRH24339	KRH24342	0.4867	12	True
KRH24339	KRH24343	1.1592	12	True
KRH24339	KRH24344	1.4942	12	True
KRH24339	KRH24345	0.5336	12	True
KRH24339	KRH24346	1.8057	12	True
KRH24339	KRH24349	2.8327	12	True
KRH24339	KRH24350	3.1661	12	True
KRH24340	KRH24341	1.4077	12	True
KRH24340	KRH24342	0.2866	12	True
KRH24340	KRH24343	1.4253	12	True
KRH24340	KRH24344	1.3058	12	True
KRH24340	KRH24345	0.2481	12	True
KRH24340	KRH24346	2.1477	12	True
KRH24340	KRH24349	2.9226	12	True
KRH24340	KRH24350	2.8228	12	True
KRH24341	KRH24342	0.9393	12	True
KRH24341	KRH24343	0.3353	12	True
KRH24341	KRH24344	1.1648	12	True
KRH24341	KRH24345	1.0938	12	True
KRH24341	KRH24346	0.2757	12	True
KRH24341	KRH24349	3.0984	12	True
KRH24341	KRH24350	3.0997	12	True
KRH24342	KRH24343	1.1865	12	True
KRH24342	KRH24344	1.3926	12	True
KRH24342	KRH24345	0.0258	12	True
KRH24342	KRH24346	1.1747	12	True
KRH24342	KRH24349	3.1279	12	True
KRH24342	KRH24350	3.0637	12	True
KRH24343	KRH24344	0.9614	12	True
KRH24343	KRH24345	1.3727	12	True
KRH24343	KRH24346	0.1044	12	True
KRH24343	KRH24349	3.0756	12	True
KRH24343	KRH24350	3.2528	12	True
KRH24344	KRH24345	1.2645	12	True
KRH24344	KRH24346	1.6001	12	True
KRH24344	KRH24349	2.9883	12	True
KRH24344	KRH24350	3.1332	12	True
KRH24345	KRH24346	1.3598	12	True
KRH24345	KRH24349	3.1075	12	True
KRH24345	KRH24350	3.084	12	True
KRH24346	KRH24349	3.0794	12	True
KRH24346	KRH24350	3.2552	12	True
KRH24349	KRH24350	2.5995	12	True
KRH24353	KRH24354	0.2775	12	True
KRH24372	KRH24392	4.6161	12	True
KRH24382	KRH24383	2.692	12	True
KRH24438	KRH24439	3.9358	12	True
KRH24445	KRH24446	0.8466	12	True
KRH24445	KRH24447	0.4811	12	True
KRH24445	KRH24448	0.8106	12	True
KRH24445	KRH24449	1.5775	12	True
KRH24445	KRH24450	0.6436	12	True
KRH24445	KRH24451	0.6593	12	True
KRH24445	KRH24452	2.2275	12	True
KRH24445	KRH24453	2.9664	12	True
KRH24445	KRH24454	2.1036	12	True
KRH24446	KRH24447	0.3	12	True
KRH24446	KRH24448	0.4634	12	True
KRH24446	KRH24449	1.3342	12	True
KRH24446	KRH24450	0.4644	12	True
KRH24446	KRH24451	0.4824	12	True
KRH24446	KRH24452	1.518	12	True
KRH24446	KRH24453	1.8141	12	True
KRH24446	KRH24454	1.6543	12	True
KRH24447	KRH24448	0.3406	12	True
KRH24447	KRH24449	1.7137	12	True
KRH24447	KRH24450	0.3926	12	True
KRH24447	KRH24451	0.4763	12	True
KRH24447	KRH24452	1.7392	12	True
KRH24447	KRH24453	1.9195	12	True
KRH24447	KRH24454	1.9195	12	True
KRH24448	KRH24449	1.4999	12	True
KRH24448	KRH24450	0.5924	12	True
KRH24448	KRH24451	0.5366	12	True
KRH24448	KRH24452	2.9207	12	True
KRH24448	KRH24453	1.3379	12	True
KRH24448	KRH24454	1.4501	12	True
KRH24449	KRH24450	1.6059	12	True
KRH24449	KRH24451	1.1842	12	True
KRH24449	KRH24452	0.8789	12	True
KRH24449	KRH24453	1.3306	12	True
KRH24449	KRH24454	1.1032	12	True
KRH24450	KRH24451	0.1645	12	True
KRH24450	KRH24452	1.6056	12	True
KRH24450	KRH24453	1.4732	12	True
KRH24450	KRH24454	1.422	12	True
KRH24451	KRH24452	1.4108	12	True
KRH24451	KRH24453	1.6335	12	True
KRH24451	KRH24454	1.3495	12	True
KRH24452	KRH24453	0.1505	12	True
KRH24452	KRH24454	0.1451	12	True
KRH24453	KRH24454	0.0243	12	True
KRH24514	KRH24515	0.2483	12	True
KRH24530	KRH24548	2.3968	12	True
KRH24564	KRH24565	0.6159	12	True
KRH24607	KRH24623	3.6901	12	True
KRH24616	KRH24617	2.9852	12	True
KRH24655	KRH24657	2.0598	12	True
KRH24655	KRH24660	1.2817	12	True
KRH24655	KRH24661	0.9706	12	True
KRH24655	KRH24663	1.0957	12	True
KRH24655	KRH24664	1.7113	12	True
KRH24655	KRH24665	1.3108	12	True
KRH24655	KRH24667	1.7452	12	True
KRH24655	KRH24670	1.5943	12	True
KRH24657	KRH24660	1.2773	12	True
KRH24657	KRH24661	0.9226	12	True
KRH24657	KRH24663	1.0709	12	True
KRH24657	KRH24664	0.9542	12	True
KRH24657	KRH24665	1.3268	12	True
KRH24657	KRH24667	1.55	12	True
KRH24657	KRH24670	1.6259	12	True
KRH24660	KRH24661	0.8173	12	True
KRH24660	KRH24663	0.8702	12	True
KRH24660	KRH24664	0.6839	12	True
KRH24660	KRH24665	1.9404	12	True
KRH24660	KRH24667	1.3489	12	True
KRH24660	KRH24670	1.569	12	True
KRH24661	KRH24663	0.3328	12	True
KRH24661	KRH24664	0.3455	12	True
KRH24661	KRH24665	2.5033	12	True
KRH24661	KRH24667	1.3044	12	True
KRH24661	KRH24670	1.2753	12	True
KRH24663	KRH24664	0.2541	12	True
KRH24663	KRH24665	3.258	12	True
KRH24663	KRH24667	1.8468	12	True
KRH24663	KRH24670	1.8191	12	True
KRH24664	KRH24665	1.7266	12	True
KRH24664	KRH24667	1.1695	12	True
KRH24664	KRH24670	1.772	12	True
KRH24665	KRH24667	0.2404	12	True
KRH24665	KRH24670	1.1539	12	True
KRH24667	KRH24670	0.9898	12	True
KRH24680	KRH24681	3.8332	12	True
KRH24683	KRH24684	0.1985	12	True
KRH24724	KRH24728	0.2377	12	True
KRH24731	KRH24732	0.2515	12	True
KRH24731	KRH24733	0.2674	12	True
KRH24731	KRH24734	2.2257	12	True
KRH24732	KRH24733	0.2797	12	True
KRH24732	KRH24734	2.1452	12	True
KRH24733	KRH24734	2.0668	12	True
KRH24752	KRH24754	0.0674	12	True
KRH24759	KRH24760	3.7709	12	True
KRH24765	KRH24768	0.0307	12	True
KRH24765	KRH24769	0.0374	12	True
KRH24768	KRH24769	0.0221	12	True
KRH24773	KRH24775	4.353	12	True
KRH24773	KRH24779	4.1218	12	True
KRH24773	KRH24780	4.4805	12	True
KRH24775	KRH24779	0.3177	12	True
KRH24775	KRH24780	1.7069	12	True
KRH24779	KRH24780	2.0536	12	True
KRH24788	KRH24792	4.1989	12	True
KRH24788	KRH24798	3.4674	12	True
KRH24792	KRH24798	3.3435	12	True
KRH24821	KRH24825	0.7307	12	True
KRH24828	KRH24829	2.1385	12	True
KRH24828	KRH24832	2.9935	12	True
KRH24829	KRH24832	0.6975	12	True
KRH24830	KRH24831	0.1174	12	True
KRH24830	KRH24833	0.0848	12	True
KRH24831	KRH24833	0.1045	12	True
KRH24861	KRH24862	0.1133	12	True
KRH24886	KRH24887	0.2289	12	True
KRH24888	KRH24893	1.1894	12	True
KRH24888	KRH24894	0.8667	12	True
KRH24888	KRH24895	1.3214	12	True
KRH24888	KRH24897	0.2615	12	True
KRH24888	KRH24898	1.137	12	True
KRH24888	KRH24899	1.3509	12	True
KRH24888	KRH24900	0.2642	12	True
KRH24888	KRH24904	0.2707	12	True
KRH24893	KRH24894	1.742	12	True
KRH24893	KRH24895	1.2471	12	True
KRH24893	KRH24897	1.0989	12	True
KRH24893	KRH24898	1.2226	12	True
KRH24893	KRH24899	1.1635	12	True
KRH24893	KRH24900	1.1182	12	True
KRH24893	KRH24904	1.0244	12	True
KRH24894	KRH24895	1.0264	12	True
KRH24894	KRH24897	1.0758	12	True
KRH24894	KRH24898	0.892	12	True
KRH24894	KRH24899	1.0097	12	True
KRH24894	KRH24900	1.1375	12	True
KRH24894	KRH24904	1.0864	12	True
KRH24895	KRH24897	1.438	12	True
KRH24895	KRH24898	0.1648	12	True
KRH24895	KRH24900	1.4383	12	True
KRH24895	KRH24904	1.408	12	True
KRH24897	KRH24898	1.2305	12	True
KRH24897	KRH24899	1.4014	12	True
KRH24897	KRH24900	0.0112	12	True
KRH24897	KRH24904	0.0149	12	True
KRH24898	KRH24899	0.1661	12	True
KRH24898	KRH24900	1.2318	12	True
KRH24898	KRH24904	1.1796	12	True
KRH24899	KRH24900	1.4018	12	True
KRH24899	KRH24904	1.3753	12	True
KRH24900	KRH24904	0.0037	12	True
KRH24891	KRH24892	0.4164	12	True
KRH24907	KRH24908	3.2786	12	True
KRH24954	KRH24968	2.9846	12	True
KRH24964	KRH24965	1.7729	12	True
KRH24971	KRH24985	4.0859	12	True
KRH25038	KRH25039	0.35	12	True
KRH25050	KRH25057	4.0844	12	True
KRH25096	KRH25097	0.3222	12	True
KRH25123	KRH25143	0.6581	12	True
KRH25195	KRH25196	0.2959	12	True
KRH25201	KRH25202	0.2833	12	True
KRH25201	KRH25203	0.3771	12	True
KRH25202	KRH25203	0.0849	12	True
KRH25254	KRH25257	0.5537	12	True
KRH25260	KRH25261	0.4986	12	True
KRH25289	KRH25291	0.4953	12	True
KRH25289	KRH25292	1.0511	12	True
KRH25291	KRH25292	1.1316	12	True
KRH25307	KRH25309	0.2199	12	True
KRH25307	KRH25312	0.6932	12	True
KRH25309	KRH25312	0.5956	12	True
KRH25323	KRH25324	1.9057	12	True
KRH25410	KRH25412	0.4393	12	True
KRH25423	KRH25424	2.5586	12	True
KRH25425	KRH25428	2.4929	12	True
KRH25434	KRH25435	0.2085	12	True
KRH25448	KRH25454	4.665	12	True
KRH25458	KRH25459	1.5555	12	True
KRH25458	KRH25461	1.3908	12	True
KRH25458	KRH25468	3.601	12	True
KRH25458	KRH25478	3.7388	12	True
KRH25459	KRH25461	0.4197	12	True
KRH25459	KRH25468	3.5277	12	True
KRH25459	KRH25478	3.241	12	True
KRH25461	KRH25468	3.6267	12	True
KRH25461	KRH25478	3.8163	12	True
KRH25468	KRH25478	3.6155	12	True
KRH25488	KRH25490	2.1333	12	True
KRH25492	KRH25494	0.2711	12	True
KRH25546	KRH25547	0.2493	12	True
KRH25546	KRH25548	0.4097	12	True
KRH25547	KRH25548	0.004	12	True
KRH25551	KRH25552	3.8416	12	True
KRH25555	KRH25558	0.385	12	True
KRH25555	KRH25567	0.4755	12	True
KRH25558	KRH25567	0.3768	12	True
KRH25578	KRH25579	3.86	12	True
KRH25599	KRH25606	0.9209	12	True
KRH25608	KRH25609	3.338	12	True
KRH25618	KRH25630	2.5948	12	True
KRH25644	KRH25649	3.5463	12	True
KRH25667	KRH25674	3.9479	12	True
KRH25681	KRH25686	3.6731	12	True
KRH25717	KRH25718	1.6943	12	True
KRH25717	KRH25719	0.395	12	True
KRH25718	KRH25719	0.3612	12	True
KRH25723	KRH25728	0.4035	12	True
KRH25723	KRH25729	0.3711	12	True
KRH25723	KRH25736	0.6549	12	True
KRH25728	KRH25729	0.3736	12	True
KRH25728	KRH25736	0.4654	12	True
KRH25729	KRH25736	0.2774	12	True
KRH25724	KRH25727	0.3068	12	True
KRH25730	KRH25731	0.4221	12	True
KRH25730	KRH25733	0.8002	12	True
KRH25730	KRH25734	0.2122	12	True
KRH25730	KRH25735	0.4366	12	True
KRH25730	KRH25737	0.41	12	True
KRH25730	KRH25738	0.2444	12	True
KRH25730	KRH25739	1.0663	12	True
KRH25730	KRH25741	0.2631	12	True
KRH25730	KRH25742	0.2143	12	True
KRH25730	KRH25743	0.4029	12	True
KRH25731	KRH25733	0.5518	12	True
KRH25731	KRH25734	0.3388	12	True
KRH25731	KRH25735	0.0886	12	True
KRH25731	KRH25737	0.0867	12	True
KRH25731	KRH25738	0.389	12	True
KRH25731	KRH25739	0.656	12	True
KRH25731	KRH25741	0.4079	12	True
KRH25731	KRH25742	0.3429	12	True
KRH25731	KRH25743	0.0701	12	True
KRH25731	KRH25745	0.094	12	True
KRH25733	KRH25734	0.5944	12	True
KRH25733	KRH25735	0.6299	12	True
KRH25733	KRH25737	0.6808	12	True
KRH25733	KRH25738	0.6589	12	True
KRH25733	KRH25739	1.6275	12	True
KRH25733	KRH25741	0.3858	12	True
KRH25733	KRH25742	0.6261	12	True
KRH25733	KRH25743	0.6692	12	True
KRH25733	KRH25745	0.509	12	True
KRH25733	KRH25746	0.5085	12	True
KRH25734	KRH25735	0.3434	12	True
KRH25734	KRH25737	0.3684	12	True
KRH25734	KRH25738	0.0873	12	True
KRH25734	KRH25739	1.0233	12	True
KRH25734	KRH25741	0.3017	12	True
KRH25734	KRH25743	0.3101	12	True
KRH25734	KRH25745	0.329	12	True
KRH25734	KRH25746	0.0636	12	True
KRH25734	KRH25747	2.0568	12	True
KRH25735	KRH25737	0.1152	12	True
KRH25735	KRH25738	0.3426	12	True
KRH25735	KRH25739	0.5978	12	True
KRH25735	KRH25741	0.3058	12	True
KRH25735	KRH25742	0.3468	12	True
KRH25735	KRH25743	0.0134	12	True
KRH25735	KRH25745	0.113	12	True
KRH25735	KRH25746	0.3263	12	True
KRH25735	KRH25747	1.454	12	True
KRH25737	KRH25738	0.4121	12	True
KRH25737	KRH25739	0.7519	12	True
KRH25737	KRH25741	0.3918	12	True
KRH25737	KRH25742	0.3724	12	True
KRH25737	KRH25743	0.0922	12	True
KRH25737	KRH25745	0.026	12	True
KRH25737	KRH25746	0.3681	12	True
KRH25737	KRH25747	1.9368	12	True
KRH25738	KRH25739	1.3353	12	True
KRH25738	KRH25741	0.2878	12	True
KRH25738	KRH25742	0.0883	12	True
KRH25738	KRH25743	0.3101	12	True
KRH25738	KRH25745	0.3712	12	True
KRH25738	KRH25746	0.0343	12	True
KRH25738	KRH25747	1.1915	12	True
KRH25739	KRH25741	1.9519	12	True
KRH25739	KRH25742	0.9494	12	True
KRH25739	KRH25743	0.6009	12	True
KRH25739	KRH25745	0.623	12	True
KRH25739	KRH25746	1.123	12	True
KRH25739	KRH25747	0.4749	12	True
KRH25741	KRH25742	0.3043	12	True
KRH25741	KRH25743	0.3022	12	True
KRH25741	KRH25745	0.3194	12	True
KRH25741	KRH25746	0.2875	12	True
KRH25741	KRH25747	0.8927	12	True
KRH25742	KRH25743	0.3133	12	True
KRH25742	KRH25745	0.3324	12	True
KRH25742	KRH25746	0.0642	12	True
KRH25742	KRH25747	1.6338	12	True
KRH25743	KRH25745	0.0931	12	True
KRH25743	KRH25746	0.2983	12	True
KRH25743	KRH25747	1.3755	12	True
KRH25745	KRH25746	0.3316	12	True
KRH25745	KRH25747	2.2682	12	True
KRH25746	KRH25747	2.6679	12	True
KRH25744	KRH25753	0.0993	12	True
KRH25751	KRH25752	0.3458	12	True
KRH25751	KRH25754	0.3429	12	True
KRH25751	KRH25755	0.0603	12	True
KRH25751	KRH25756	0.6275	12	True
KRH25751	KRH25757	1.5287	12	True
KRH25751	KRH25758	0.9659	12	True
KRH25751	KRH25759	0.3431	12	True
KRH25751	KRH25760	0.6989	12	True
KRH25751	KRH25761	0.4156	12	True
KRH25751	KRH25763	0.2986	12	True
KRH25752	KRH25754	0.1321	12	True
KRH25752	KRH25755	0.2676	12	True
KRH25752	KRH25756	0.6474	12	True
KRH25752	KRH25757	2.7645	12	True
KRH25752	KRH25758	0.8661	12	True
KRH25752	KRH25759	0.4057	12	True
KRH25752	KRH25760	0.6464	12	True
KRH25752	KRH25761	0.7989	12	True
KRH25752	KRH25763	0.3354	12	True
KRH25752	KRH25764	0.7019	12	True
KRH25754	KRH25755	0.2854	12	True
KRH25754	KRH25756	0.7498	12	True
KRH25754	KRH25757	1.6553	12	True
KRH25754	KRH25758	1.0201	12	True
KRH25754	KRH25759	0.4492	12	True
KRH25754	KRH25760	0.5839	12	True
KRH25754	KRH25761	0.658	12	True
KRH25754	KRH25763	0.4182	12	True
KRH25754	KRH25764	0.6281	12	True
KRH25755	KRH25756	0.5989	12	True
KRH25755	KRH25757	1.5891	12	True
KRH25755	KRH25758	0.8985	12	True
KRH25755	KRH25759	0.3486	12	True
KRH25755	KRH25760	0.707	12	True
KRH25755	KRH25761	0.442	12	True
KRH25755	KRH25763	0.3036	12	True
KRH25755	KRH25764	0.4497	12	True
KRH25756	KRH25757	0.6271	12	True
KRH25756	KRH25758	3.375	12	True
KRH25756	KRH25759	0.7485	12	True
KRH25756	KRH25760	1.0039	12	True
KRH25756	KRH25761	0.2008	12	True
KRH25756	KRH25763	0.6616	12	True
KRH25756	KRH25764	0.8644	12	True
KRH25757	KRH25758	2.5723	12	True
KRH25757	KRH25759	1.4453	12	True
KRH25757	KRH25760	1.7359	12	True
KRH25757	KRH25763	1.9869	12	True
KRH25757	KRH25764	0.5646	12	True
KRH25758	KRH25759	0.6753	12	True
KRH25758	KRH25760	0.303	12	True
KRH25758	KRH25761	2.3684	12	True
KRH25758	KRH25763	0.7986	12	True
KRH25758	KRH25764	1.5392	12	True
KRH25759	KRH25760	0.5766	12	True
KRH25759	KRH25761	0.5467	12	True
KRH25759	KRH25763	0.1216	12	True
KRH25759	KRH25764	0.7568	12	True
KRH25760	KRH25761	0.9779	12	True
KRH25760	KRH25763	0.6766	12	True
KRH25760	KRH25764	1.4554	12	True
KRH25761	KRH25763	0.4832	12	True
KRH25761	KRH25764	0.6711	12	True
KRH25763	KRH25764	0.8924	12	True
KRH25765	KRH25766	0.4202	12	True
KRH25791	KRH25792	0.4354	12	True
KRH25806	KRH25808	0.2083	12	True
KRH25806	KRH25809	1.4643	12	True
KRH25806	KRH25810	1.7407	12	True
KRH25806	KRH25813	1.3169	12	True
KRH25806	KRH25814	2.4756	12	True
KRH25806	KRH25815	0.259	12	True
KRH25806	KRH25816	1.3444	12	True
KRH25806	KRH25817	1.3444	12	True
KRH25806	KRH25818	0.9343	12	True
KRH25808	KRH25809	1.0715	12	True
KRH25808	KRH25810	1.0541	12	True
KRH25808	KRH25813	1.279	12	True
KRH25808	KRH25814	1.1485	12	True
KRH25808	KRH25815	0.2156	12	True
KRH25808	KRH25816	1.1335	12	True
KRH25808	KRH25817	1.108	12	True
KRH25808	KRH25818	0.8542	12	True
KRH25809	KRH25810	0.2426	12	True
KRH25809	KRH25813	0.3079	12	True
KRH25809	KRH25814	0.0195	12	True
KRH25809	KRH25815	1.0874	12	True
KRH25809	KRH25816	0.2769	12	True
KRH25809	KRH25817	0.2825	12	True
KRH25809	KRH25818	0.7426	12	True
KRH25810	KRH25813	0.0784	12	True
KRH25810	KRH25814	0.2496	12	True
KRH25810	KRH25815	1.2836	12	True
KRH25810	KRH25816	0.0417	12	True
KRH25810	KRH25817	0.0454	12	True
KRH25810	KRH25818	0.8218	12	True
KRH25813	KRH25814	0.3085	12	True
KRH25813	KRH25815	1.595	12	True
KRH25813	KRH25816	0.0599	12	True
KRH25813	KRH25817	0.064	12	True
KRH25813	KRH25818	0.9453	12	True
KRH25814	KRH25815	1.2373	12	True
KRH25814	KRH25816	0.2839	12	True
KRH25814	KRH25817	0.2903	12	True
KRH25814	KRH25818	0.7583	12	True
KRH25815	KRH25816	1.2514	12	True
KRH25815	KRH25817	1.2844	12	True
KRH25815	KRH25818	1.07	12	True
KRH25816	KRH25817	0.0035	12	True
KRH25816	KRH25818	0.808	12	True
KRH25817	KRH25818	0.8185	12	True
KRH25819	KRH25821	0.1414	12	True
KRH25826	KRH25828	1.0226	12	True
KRH25826	KRH25829	0.0946	12	True
KRH25826	KRH25830	0.0383	12	True
KRH25826	KRH25836	0.4813	12	True
KRH25828	KRH25829	1.3964	12	True
KRH25828	KRH25830	1.0189	12	True
